gene,"mRNA (scaled to molecules/cell), V1","mRNA (scaled to molecules/cell), V2","mRNA (scaled to molecules/cell), V3","mRNA (scaled to molecules/cell), V4","mRNA (scaled to molecules/cell), V5","mRNA (scaled to molecules/cell), V6","protein (scaled to molecules/cell), V1","protein (scaled to molecules/cell), V2","protein (scaled to molecules/cell), V3","protein (scaled to molecules/cell), V4","protein (scaled to molecules/cell), V5","protein (scaled to molecules/cell), V6","protein SEM (scaled to molecules/cell), V1","protein SEM (scaled to molecules/cell), V2","protein SEM (scaled to molecules/cell), V3","protein SEM (scaled to molecules/cell), V4","protein SEM (scaled to molecules/cell), V5","protein SEM (scaled to molecules/cell), V6","mRNA (mean-normalized), V1","mRNA (mean-normalized), V2","mRNA (mean-normalized), V3","mRNA (mean-normalized), V4","mRNA (mean-normalized), V5","mRNA (mean-normalized), V6","protein (mean-normalized), V1","protein (mean-normalized), V2","protein (mean-normalized), V3","protein (mean-normalized), V4","protein (mean-normalized), V5","protein (mean-normalized), V6","protein SEM (mean-normalized), V1","protein SEM (mean-normalized), V2","protein SEM (mean-normalized), V3","protein SEM (mean-normalized), V4","protein SEM (mean-normalized), V5","protein SEM (mean-normalized), V6","protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6",beta MAP (proteins/(mRNA*hour)),delta MAP (1/hour),half life MAP (hours),beta HDI68 lower bound (proteins/(mRNA*hour)),beta HDI68 upper bound (proteins/(mRNA*hour)),delta HDI68 lower bound (1/hour),delta HDI68 upper bound (1/hour),filter1_model_fits_BH_FDR=0.25,filter2_confidence_intervals<4fold,filter_passed_both
Cmpk1,291.52563407204207,253.01776443397708,221.2863600943748,182.01708715281185,139.11376720879034,122.79795500529022,3748593.9146855655,2215156.2081860867,1557453.26653844,2284022.8902930003,2074328.2779500415,2779648.578764726,347046.12590503506,221317.53704938522,277938.8412010066,90093.21284657711,206958.1114528861,290364.3409701366,1.445870151902534,1.2548839303983457,1.0975067221860355,0.9027441936219486,0.6899580010044724,0.6090370008866638,1.5342964606471414,0.9066616463003945,0.6374643636675962,0.9348487236467045,0.8490208882350997,1.1377079175030647,0.1420456989409752,0.0905850891033358,0.11376014314605812,0.036875079228321166,0.0847077878082227,0.11884589016252232,1.1193883747916062,1.0789624171853072,1.0328161466809858,0.9814054385510496,0.9237052409881888,0.8637223818028615,2595982.0237451917,2502229.8805194995,2395211.7165025617,2275984.755477376,2142171.7920654425,2003065.0908662828,36.31164726715671,0.005790905689814161,119.69581576490661,12.198246341990387,70.3014725405809,0.002979820333879972,0.012689341545681021,False,True,False
Cmpk2,17.897677652592908,28.84402514547339,32.50534103081211,26.430624930872373,7.321777221515281,7.674872187830639,19762.010072670117,16536.721669553783,32921.9876782292,48152.833632395734,43547.77321328709,56329.169349455195,2495.4531066659383,16536.721669553783,14834.681439849455,15274.139917697017,17671.102435416975,6825.546404921681,0.8898833450633721,1.434142355213738,1.6161851928724476,1.3141466385831686,0.36404318661683405,0.38159928165043905,0.5457849939538242,0.45670933792890317,0.9092357902782119,1.3298795980911913,1.2026975521475918,1.555692727600278,0.06891914606486681,0.45670933792890317,0.40970258036414353,0.42183949567756546,0.48803853962252036,0.1885071806786297,0.4585548275930234,0.704447593807661,1.0123619457940214,1.2634589646087881,1.3167803161883287,1.244396352008178,19349.043862279046,29724.662289148564,42717.32520294309,53312.54073308342,55562.47271160837,52508.18037060527,30.542833717297476,0.0071892656617168,96.41418375328496,20.149306982224775,36.656457734679186,0.003270072242859682,0.01969437011814369,True,True,True
Cmtm6,72.62326893648276,60.21822793528655,38.756368152122135,42.50698442490815,22.77886246693643,4.722998269434238,135823.87699511365,314425.16126692784,262358.17613462923,581805.0345722914,151091.65190141677,412588.5403554753,117626.9279182612,186515.75601700155,262358.17613462923,196164.71052536712,151091.65190141677,244060.85941384887,1.8035079128594584,1.4954442587079118,0.9624658550853687,1.055607712029114,0.5656845155371331,0.11728974578101267,0.4385913444828573,1.0153159906064402,0.8471855446380533,1.8787171886511282,0.4878927933264801,1.3322971382950408,0.3798312462021262,0.6022814103714346,0.8471855446380533,0.6334390243661391,0.4878927933264801,0.7881013473780647,0.5543662368520912,0.9717457267517275,1.1385108506755086,1.193428771201001,1.1621790846166056,0.9797693299030662,157003.63418916927,275210.8632628051,322440.88697549835,337994.3470014464,329144.03463595576,277483.25066721323,143.57272257660082,0.01523499387322845,45.49704360419676,45.0469728519456,243.06606606405973,0.005464211649080606,0.06945000471416016,True,True,True
Cndp2,368.27913631296934,482.25185901116026,437.5718984917017,288.28454821508217,164.73998748409383,90.32734190292982,3122181.2216902687,6188861.835137302,8290988.024786592,11919582.782876235,11660245.1090597,15932810.813357418,255103.86018364987,1216351.999164827,468560.2103381114,1136707.0328396156,389641.45114919724,1540307.8225346662,1.2065134516901315,1.5798976852847781,1.4335223735378217,0.9444444472692766,0.5397020665376844,0.29591997568030737,0.32799081917192185,0.6501511984463211,0.8709833801774494,1.2521738629337478,1.224929968349315,1.6737707709212444,0.026799124757485093,0.12777999106390558,0.04922310279509172,0.11941314241128831,0.04093254352371467,0.16181213985284248,0.3518111210035082,0.6741525450180783,1.0055209589720009,1.2398337717989596,1.3513885277706734,1.3772930754367805,3075837.205430538,5894024.822716203,8791134.196168382,10839699.53243885,11815007.725885926,12041487.694097238,376.6800989998849,0.003026807297950175,229.0027452455797,333.61868540625943,400.05656609137964,0.0016650544087364052,0.006909584313391486,True,True,True
Cnn3,4.818605521851937,0.5060355288679541,1.2502054242620044,3.5422487020756788,1.22029620358588,1.1807495673585595,16757.949997972963,18606.499465293593,14096.752496776398,6082.774381746523,7092.611716955005,5059.123472389966,14512.810413593967,18606.499465293593,14096.752496776398,6082.774381746523,7092.611716955005,5059.123472389966,2.309578814554419,0.24254505407948188,0.5992289571375435,1.6978153785563732,0.5848933361533918,0.565938459518791,1.4852890635708011,1.649129527804975,1.2494220544791572,0.5391278925208385,0.628631701169991,0.44839976045423663,1.2862980610155137,1.649129527804975,1.2494220544791572,0.5391278925208385,0.628631701169991,0.44839976045423663,1.7020328903129496,1.306813063294786,0.914130424281666,0.8019221687889505,0.7138424520875362,0.5612590012341113,17084.224233593362,13117.189175240992,9175.621244490943,8049.326324687476,7165.222592542992,5633.6600102029515,57.04121148801239,0.023360945206521287,29.671195854115137,15.18665604409401,132.9333732636145,0.012026690179410764,0.1194762674184542,True,True,True
Cnnm4,68.14884952333452,22.265563270189986,27.504519333764094,22.615895559406262,24.81268947291289,27.157240049246873,118648.99173378211,242738.2123723325,310273.2378433561,272943.6717617684,353875.94471428264,281147.55133729783,23959.91863431145,26524.995186524142,40450.939559338905,43238.16239973494,20510.7593319792,43080.41250289027,2.1240674935445143,0.6939744324146762,0.8572625341593056,0.7048936105470749,0.7733634170710744,0.8464385122633549,0.4506720102908199,0.9220079879793169,1.1785305698345327,1.03673930516858,1.3441495040748888,1.0679006226518617,0.09100848257992536,0.1007515759635533,0.1536473760372393,0.16423426179374187,0.07790732146695846,0.16363507032910918,0.4352119511642721,0.9148318636842124,1.039891533713845,1.1373044213078878,1.1979211093984885,1.274839120731294,119813.49461082186,251852.4647039488,286281.2896960981,313098.9780696603,329786.7027804362,350962.168462489,209.821515374205,0.012791313581137768,54.1888975016662,142.2418815431333,256.4436094025393,0.007042218849666088,0.025545934707019984,True,True,True
Cnot1,62.64187178407517,46.04923312698382,37.50616272786013,34.877525681975925,21.96533166454584,15.349744375661276,4268.518241165551,6149.2548172130555,6691.129955008896,4358.209340235025,6786.726045835461,6131.402594891665,1849.8509944103714,2623.371600715279,2346.263395594157,1461.5025880544529,2322.2558130769203,2528.020416796189,1.7210103738053457,1.2651475069342866,1.0304368834758897,0.9582182301040754,0.6034711700356407,0.4217158356447622,0.7448285574384036,1.0730048077703216,1.1675584805891135,0.7604790684964843,1.1842393741461383,1.0698897115595392,0.322786918035156,0.45776121234334766,0.4094076402104681,0.25502265724319584,0.4052184738432151,0.44112305344230773,0.7509102721343487,1.1537537371284865,1.1916840585730606,1.136517975572385,0.9891915719031557,0.7779423846885632,4032.883839060861,6196.419164031711,6400.130028086635,6103.851747107268,5312.611708885644,4178.064127440324,5.41100582328738,0.033755482086553414,20.534358797857678,1.9413771939561144,9.087962237130489,0.01319796123346481,0.1727674007353381,True,True,True
Cnp,13.767444348148386,9.108639519623177,5.000821697048019,2.1798453551234953,0.4067654011952933,0.0,27351.068517112606,20024.272762702458,33623.63907532246,20124.785291585715,41539.76999418146,21168.600957145485,11995.899202408234,8340.238962764912,4692.896724777642,902.624970394186,5141.599674256521,9196.444911078686,2.7115932782707572,1.7940094814273497,0.9849463819601136,0.42933560239287005,0.08011525594890875,0.0,1.0016741190728553,0.7333459666157136,1.2313935387835,0.7370270220290306,1.5213048254175976,0.7752545280813027,0.43932403439891415,0.3054433325212767,0.17186725958258034,0.033056700198278256,0.18830004104277961,0.33680003576983697,1.0245177210497416,1.1111513515628466,1.1030487457223963,1.0300450994747727,0.9226979300254864,0.8085391521647571,21122.40801603076,22908.52733247645,22741.476491833397,21236.365578651432,19023.19672282084,16669.593427296517,21.95983922667048,0.007124072449275841,97.29648112020583,10.476869124571405,48.026574665676115,0.0037723283716396983,0.019813241754136842,False,True,False
Cnpy2,124.93955745944662,84.0018977920804,47.507806121956165,43.59690710246989,21.55856626335055,12.98824524094416,780595.740785786,1222457.2848546174,1268551.1940388223,1621728.6829860131,1306635.9433478927,1255283.7514707,117564.74204050784,299785.44039832,366074.1599758132,104737.76724636367,175024.00392757732,221374.91927673886,2.24044552518984,1.506341785121242,0.8519211513300857,0.7817899904243701,0.3865932799538693,0.23290826798059366,0.6282247829262599,0.983835706868363,1.0209321635596589,1.3051700087533058,1.0515828347296128,1.0102545031627996,0.09461630481589821,0.24126783349996622,0.29461710802343377,0.08429313363443618,0.14085961673785413,0.17816291242884527,0.5916928683573405,1.028262705165319,1.1639733060525432,1.1652797049863777,1.0941684395991196,0.9566229758392992,779506.0208957221,1354650.381310355,1533437.7829308182,1535158.8546034289,1441475.69145027,1260271.0109792482,416.88551739362845,0.012297486866318456,56.36494578891592,254.60672201662027,509.3292424119336,0.006331518529738605,0.024094813514313692,True,True,True
Cnpy3,8.948838826296454,1.5181065866038623,6.251027121310022,1.362403346952184,0.0,0.0,53436.979785632415,65498.79276882162,72380.29764367615,62377.17822828581,80015.8768461899,58127.15070268509,9790.04468594662,9986.535037600544,11633.429188355127,10305.408552909428,8640.07583676354,4838.330292374178,2.969685658677047,0.5037859599541418,2.0744127762817604,0.4521156050870502,0.0,0.0,0.8182547108885159,1.0029514384158542,1.1083246051711722,0.9551516598052695,1.2252445485864456,0.8900730371327419,0.14991023475167942,0.1529189967837019,0.17813709298965558,0.15780175320305384,0.13230131613401275,0.07408701933476848,0.8334464528211606,1.0011223850102982,1.0831133970733045,1.144747536141501,1.0345628539391796,0.9030073750145567,54430.158855264024,65380.62555215402,70735.23927231214,74760.40005982733,67564.53314433632,58972.996649208835,193.33892383958076,0.0070835190684998,97.85350669024811,89.91799951816535,269.89309304218915,0.0034241308813219968,0.012481025460139357,True,True,True
Cnr1,0.0,0.0,1.2502054242620044,0.0,0.0,0.0,9983.476043745777,0.0,10388.276313750865,0.0,14906.4549963737,15529.153142032374,8645.943871957199,3675.048963937345,10388.276313750865,4038.9434092605297,8606.69085506552,15529.153142032374,0.0,0.0,6.0,0.0,0.0,0.0,1.1789798894848174,0.0,1.2267840185780103,0.0,1.7603498608327597,1.8338862311044124,1.0210265348448209,0.43399801856272935,1.2267840185780103,0.4769714509675712,1.0163910233942888,1.8338862311044124,1.1003300038381982,0.8455063734993886,1.097460183356541,1.2534416287467731,0.9631591256699968,0.7401026848891018,2992.506944437976,2299.477143618406,2984.702051641549,3408.9162027648713,2619.450857572095,2012.816533587414,110.56461978942116,0.013720297406135064,50.51983641768602,21.2573654826997,239.5213331728584,0.008267716115677497,0.1813152396515476,True,False,False
Coa7,31.66512200074129,21.759527741322024,15.002465091144051,7.901939412322669,2.847357808367053,1.7711243510378396,40887.91320892604,91839.1200052066,80111.53525554031,91774.63034389731,138964.88653016405,151324.21749980107,5781.01276893551,16401.072935381948,37256.624445274465,22850.097341573604,25037.224511819648,31697.91303483926,2.3470847964295185,1.6128615180433432,1.1120139604566963,0.5857082078046489,0.21105209137854367,0.1312794258872489,0.4123828031610084,0.9262608623254341,0.8079800821676466,0.9256104396156779,1.4015567181293604,1.526209094600873,0.05830550066425918,0.1654161315932466,0.3757587516524369,0.23045899031508763,0.252517676184602,0.31969531349932695,0.4101530655265935,0.8730704175377504,1.1327238400247748,1.235334560193993,1.2130587339768917,1.1356593827399977,40858.978189333655,86974.27410941642,112840.65039155414,123062.6127021444,120843.52043134703,113133.085791546,103.41900251809956,0.005468920329934858,126.74296547454031,76.54531611388758,120.53774660270193,0.0026704200767553128,0.014767613914488591,True,True,True
Coasy,23.06046928314855,20.241421154718164,10.001643394096037,6.539536065370486,2.0338270059764665,0.0,20932.51375123353,8309.846444411814,19827.84254301302,30380.949683355186,37063.48748207357,7940.962006380586,18128.088673635357,8309.846444411814,19827.84254301302,30380.949683355186,37063.48748207357,7940.962006380586,2.2360981662525883,1.962744303711405,0.9698265971279886,0.6341173904298387,0.19721354247817946,0.0,1.0091557196256478,0.4006173920747985,0.9558995612239455,1.4646644691113693,1.7868293711071388,0.38283348685710006,0.8739544895701785,0.4006173920747985,0.9558995612239455,1.4646644691113693,1.7868293711071388,0.38283348685710006,0.336218234545564,1.0952341141822448,1.3681107344389258,1.298117884568845,1.089050726554807,0.8132683057096134,4151.6839453849325,13524.15015334958,16893.680318546594,16029.395871005803,13447.796557669017,10042.385038005534,30.10110706184952,0.017705201539472644,39.149352748943116,9.066718550965007,47.102464321749686,0.008133575462816648,0.16532416522453294,True,True,True
Cobl,51.62791630555645,70.33893851264564,58.759654940314206,58.85582458833437,34.98182450279523,15.940119159340556,37154.09120155337,164984.37532911488,237555.7518877885,267009.6612319979,282296.6238497246,265976.54029925924,5932.405577989714,24920.858246479664,24319.788602384328,26903.330970136358,5198.927539136845,11296.085848910725,1.0663095908823634,1.4527621898319125,1.2136066706424862,1.2155929336058946,0.7225055288524137,0.32922308618492974,0.17763237049692715,0.7887843501724555,1.1357454850421296,1.2765635636981556,1.3496499808239006,1.2716242497664318,0.02836261718395762,0.11914572479046401,0.11627203249275185,0.1286238554070437,0.02485588512470528,0.05400617917939853,0.18908516111115825,0.6905891144787198,1.0899773773017436,1.3390970211319742,1.41336246505027,1.2778888609261343,38100.779479313445,139154.1430694285,219631.1304703617,269828.8961636771,284793.4300543132,257495.413194243,108.29629981940676,0.01526481919870629,45.408148733179246,94.35738343127413,122.26160015585717,0.012102926220402809,0.022207263264272924,True,True,True
Col4a3bp,24.43721371796339,11.132781635094993,6.251027121310022,9.809304098055726,6.101481017929399,5.9037478367928,3193.958152616676,6178.675310291221,0.0,1933.3126345751184,1963.7177073373214,7326.920214308195,2766.0488987904682,4612.957016645083,1522.8622531246592,1933.3126345751184,1963.7177073373214,5242.416418725808,2.30410941373244,1.0496755997838765,0.5893900426593959,0.9248889900193595,0.5752898024043863,0.5566461514005406,0.9304333620517962,1.7999126373245988,0.0,0.5631941586370649,0.5720514738308752,2.1344083681556647,0.805778928065423,1.3438025487219398,0.44362567648412216,0.5631941586370649,0.5720514738308752,1.527170645537256,1.43330593304092,1.478575599254064,0.9497646398529636,0.8171396712344049,0.7256190627641607,0.5955950938534875,3149.1429361903997,3248.605755880513,2086.74543074747,1795.352662839571,1594.2710437406784,1308.5929803269855,13.373316782605315,0.06673481667023794,10.38659001619872,3.2510732564778277,24.088478133074087,0.027118368236835028,0.36214840532908815,True,False,False
Colgalt1,23.74884150055597,12.1448526928309,10.001643394096037,1.9073646857330582,1.22029620358588,1.1807495673585595,0.0,0.0,3694.6092455549956,0.0,3505.3781217791548,3795.1927558986877,572.4071159887634,836.0453932090695,3694.6092455549956,918.8285826610196,3505.3781217791548,3795.1927558986877,2.838295038808568,1.4514676492457894,1.1953262993788856,0.22795485517001182,0.1458412470534047,0.14111491034334062,0.0,0.0,2.0161248133161247,0.0,1.9128625902393086,2.0710125964445663,0.3123589297710181,0.45622466417398866,2.0161248133161247,0.5013989251815163,1.9128625902393086,2.0710125964445663,0.004559928301217838,1.4629270153904523,1.7084220623596322,1.3835582326053413,0.8716081657090712,0.5689245956342843,2.762416892704324,886.245140966098,1034.9667041191383,838.1633177803225,528.0225831907753,344.6560581304289,3.566873409940753,0.032385185534615044,21.40321783301417,1.4388233944745281,7.266410858787173,0.015890104225021375,0.36361232060864257,True,False,False
Commd10,10.325583261111289,6.072426346415449,2.5004108485240093,1.0899226775617474,2.0338270059764665,1.1807495673585595,0.0,0.0,0.0,5356.1408147128,3943.6627604652062,0.0,481.8705753735138,703.8096896614026,759.516691376853,5356.1408147128,3943.6627604652062,777.8897749777122,2.670073436840681,1.570257473570591,0.6465766067643612,0.2818410849998497,0.5259235557413463,0.3053278420831705,0.0,0.0,0.0,3.455647705727126,2.544352294272874,0.0,0.3108908084852472,0.4540803581313905,0.49002111834108186,3.455647705727126,2.544352294272874,0.5018749710288302,0.007078293690981264,1.4476870810877975,1.560752869012487,1.1933716158881489,0.9639238622931132,0.8271862780274731,2.744399096957693,561.297862375627,605.1357786622442,462.6945600111647,373.73297756545344,320.71702214431343,4.785503109113903,0.02976257241771273,23.28922281420236,1.976815538709588,10.17332871846828,0.01411593285632351,0.3578998202655849,True,False,False
Comtd1,61.26512734926034,44.025091011512025,40.00657357638414,26.158144261481944,21.15180086215525,23.02461656349191,350216.2515169764,638992.0745890433,759840.8607449479,658085.7527832952,551269.1832482733,633601.1695380607,54779.24825569483,113544.40596449027,94250.22978077855,83013.09701268798,173515.0028074217,34995.47183428891,1.7047185296441132,1.225009914510512,1.1131935937134063,0.7278573497356888,0.5885545076810114,0.6406661047152675,0.5849928766908432,1.067357126567767,1.2692200576902317,1.0992507513926653,0.9208269003581254,1.0583522873003675,0.09150195024147074,0.18966186860149273,0.15743333671526655,0.1386630980547583,0.2898353237511395,0.05845560179123122,0.5898176396200729,0.9685850601079624,1.1399684483248091,1.1708679470049288,1.0988662025748863,1.0318947023673402,359515.1400719317,590387.5539914316,694851.9149767534,713686.2747007039,669798.6126584762,628977.0660301783,380.19921941548995,0.016261129464360983,42.62601697373449,226.17480844036209,492.13621148795096,0.00905661027527906,0.030867087424168563,True,True,True
Copa,129.06979076389115,127.0149177458565,107.51766648653238,88.01125621311111,63.862167987661046,62.57972707000367,538557.7980109623,460909.21569552255,518799.81445578346,634962.4485982044,605304.84011537,713376.7107112942,33106.854833175064,58142.076460448654,88063.00122708743,71799.85613678345,51928.181265519335,138134.87339043987,1.339696118095017,1.3183673052942346,1.1159931349244845,0.9135238974165689,0.662865400492589,0.6495541437771063,0.9307113426963942,0.7965225581830495,0.8965664849456956,1.097313520070126,1.04606057616296,1.2328255179417738,0.05721377617785747,0.1004785192035398,0.15218651445887788,0.1240812792188248,0.08973994525361878,0.23871846988611573,0.8906825987017996,0.9755221933974254,1.0332222259420436,1.0541511871533271,1.0392293174475702,1.0071924773578331,511270.8908422159,559970.6355345981,593091.6901995366,605105.3622511646,596539.8894007759,578150.0569325958,48.520297835121795,0.0068545795040286794,101.12176540553044,21.54164220333084,60.968636300598156,0.002580832966330192,0.017071554496469514,True,True,True
Copb1,70.9023383929642,56.67597923321087,61.26006578883821,42.234503755517714,30.507405089647,32.47061310236039,630951.310587546,729409.3264790633,682800.4604073253,942828.2566573914,856571.4897868298,964975.5395311266,24268.400475213348,116468.35374573349,138330.05296569262,97366.8396748583,68177.02573973093,52487.91652870546,1.4467359991063038,1.15645240058012,1.2499889918035119,0.8617794331246087,0.6224923208864283,0.6625508544990271,0.7874527744726352,0.9103323635658865,0.85216261213287,1.1766878269334324,1.0690358904852577,1.2043285324099182,0.030287946099080462,0.14535721973528212,0.1726415052523568,0.12151775700759247,0.0850876877077099,0.06550704436817605,0.7590749649922972,0.90290839233747,1.0170070722913769,1.09483939239088,1.112999255369501,1.1131709226184756,629317.3631353815,748563.6528987477,843158.1049849776,907685.6321867544,922741.2164329318,922883.5385821842,154.68979425447438,0.0052731968252459965,131.4472422575673,95.7052539953928,182.7382909657952,0.0023182743963712964,0.012367563021625014,True,True,True
Copb2,73.65582726259387,65.78461875283405,70.01150375867223,52.861249861744746,36.608886107576396,31.289863535001835,541209.8043670305,699380.956182963,664647.5361273306,813850.8435700225,738057.3120441858,835564.3660732781,44984.505362723066,58834.969663542804,90489.14991438556,75746.90745368077,53926.14628379863,104727.36609374746,1.338337284708432,1.1953162609030863,1.272119387169257,0.960496735092539,0.6651888798253465,0.5685414523013398,0.7564587887704807,0.9775374849723134,0.928989951921117,1.1375341289074345,1.0315961311253596,1.1678835143032953,0.06287566146352995,0.08223470737209505,0.12647833093334934,0.10587283046827897,0.07537355563728419,0.14637934469618963,0.7854831064762894,0.9293001712355036,1.0417074302225855,1.1073706376858885,1.09464826639724,1.0414903879824935,554820.1730003252,656404.2912228791,735802.3258381377,782183.045963333,773196.693257407,735649.0196598081,162.2541843317256,0.009883399615091278,70.13246530086235,77.57103680388528,195.82615705996537,0.003620461573015016,0.023049582066144887,True,True,True
Cope,208.2325957657444,156.87101394906583,97.51602309243636,87.73877554372068,69.15011820319987,55.49522966585231,439430.3923905763,461832.969894584,273306.5646692293,508908.73199154047,497443.1921292964,634529.6438986887,122239.41060654102,153361.36335417745,90910.09526392717,52707.46370743329,94088.67218447273,109495.78026591148,1.8509461067165116,1.3944012533577659,0.8668042705882429,0.7798958871137478,0.6146642968960918,0.49328818532763963,0.9364687543188825,0.98421081816335,0.5824427772748999,1.0845338296185183,1.0600996529700226,1.3522441676543269,0.2605040310403363,0.3268279285818738,0.19373822371200775,0.11232471339291523,0.20051207918681146,0.2333461197141156,0.6967675474791317,0.93444750312339,1.051852261912312,1.09833569612604,1.1154304887807085,1.1031665025784188,312747.46922974323,419431.2619570526,472128.9533458203,492993.26665094896,500666.34666034026,495161.5973916475,42.34469438595983,0.005865708581729401,118.16938582986731,23.52737809250582,63.84063299646132,0.0026030765207958897,0.016474101365617406,True,True,True
Copg1,49.56279965333421,36.940593607360654,36.25595730359813,34.605045012585485,33.35476289801405,18.891993077736952,1026892.7747778028,1511728.786112643,1284155.6114849802,1731292.21989323,1451690.3219940157,1873384.5579873968,194116.9363832518,248058.217507654,251884.2420557981,164198.0882382091,186253.08586891927,325222.0982052866,1.418706951978838,1.0574034826029441,1.0378061577843563,0.9905497323856874,0.9547611179352532,0.5407725573129211,0.6939133389151997,1.021536810143229,0.8677563324418615,1.169904779205374,0.980966370733027,1.2659223685613081,0.13117273270798685,0.16762305684089987,0.1702084577066803,0.11095534650881367,0.12585880811804,0.21976583884667877,0.7472884587399129,0.9159315332013236,1.0109624246800977,1.0814929950496257,1.129931502672999,1.1143930856560416,1093979.90830249,1340861.996440499,1479980.8129162076,1583232.8115292804,1654143.520116271,1631396.3254760106,577.3598866002412,0.009824667825459144,70.55171664570267,261.0471739516239,807.3061648246231,0.002822118010783392,0.032695427245148186,True,True,True
Copg2,15.488374891666934,5.5663908175474965,7.501232545572027,5.177132718418299,3.66088861075764,1.1807495673585595,41021.180389836714,36809.926993868656,46566.11842770776,53637.14236977651,54470.67383324559,74142.53162872225,2765.611371868797,8381.346143384731,15569.546908308943,9940.321676768055,9914.883029234788,14147.857148570723,2.4090941150018343,0.8658080304841251,1.1667573458930456,0.8052620143663539,0.56942224536407,0.18365624889057194,0.8026382841216796,0.7202390657759578,0.9111329571170114,1.0494876916690068,1.0657969313652396,1.4507050699511055,0.05411315678800269,0.16399306951252152,0.30464053682212516,0.19449666388038345,0.19399892022180418,0.2768231357023767,0.7902678394402662,0.9653913676479698,1.0307610562362044,1.0844476182989031,1.0872802100224923,1.0418519083541642,39935.55318194779,48785.28060993293,52088.68553775061,54801.69301117812,54944.83576832266,52649.152878675966,66.144354234345,0.005175576831535999,133.92655603843758,39.445063859993724,90.87728095145823,0.0023069522657446807,0.014748680594042074,True,True,True
Cops3,39.925588609630324,17.205207981510448,16.252670515406056,13.079072130740972,6.915011820319986,1.1807495673585595,36390.77219537188,88160.52567161691,40859.90783477371,76454.08254066014,61635.66980699568,64561.97616425058,19284.350919432967,18843.65171840714,11602.461956413244,6551.22371797673,12741.613827640063,13900.61027364683,2.5333950597091457,1.0917206337970757,1.0312793530332234,0.8299052781805824,0.4387776709997815,0.07492200428019144,0.5932263558097846,1.4371540974637407,0.6660802385124758,1.246320812564247,1.0047575685175858,1.0524609271321663,0.3143650032671526,0.30718091880669474,0.18913822954545734,0.10679516640771433,0.2077081821052364,0.2266016321911493,0.594587448585554,0.9981921772604202,1.1153573942195307,1.1717969623855553,1.1310117017351318,0.9890543158138072,35948.78471905576,60350.74533433773,67434.55978592798,70846.89869497063,68381.01994438398,59798.26980745215,63.9897407132899,0.010941935696334464,63.347765861222236,34.514956743163125,89.3763258934343,0.004883977313803582,0.026269955740622183,True,True,True
Cops4,39.237216392222905,25.807811972265657,16.252670515406056,13.896514138912279,8.54207342510116,7.0844974041513575,77090.0716299139,61212.81167088179,56431.75267912794,85957.36015413927,98920.49991541504,97683.79173309068,21355.565471457394,21116.782912582832,26167.475021432467,12472.33008655787,13274.660675057607,22916.76935079736,2.1243605231678746,1.3972728441074411,0.8799434519984578,0.7523776852886223,0.46248040097673826,0.38356509446086623,0.9690844903243682,0.7694945035746916,0.7093927288808328,1.0805534719762622,1.2435106131872296,1.2279641920566164,0.2684567135940418,0.2654550238890927,0.32894630473245595,0.1567872670181707,0.16687321081078493,0.2880823078335407,0.7015928653472608,0.9620575941019516,1.0724420800484231,1.1084042366382425,1.099424385068262,1.0560788387958604,56872.98258892588,77986.9458504576,86935.0056974087,89850.19370260695,89122.26306474644,85608.5578658807,47.11940263658944,0.006303337256734386,109.96511091317504,24.94447307476111,67.75525674725957,0.002721471893639174,0.01615653022828558,True,True,True
Cops5,46.1209385662971,18.723314568114304,15.002465091144051,11.989149453179223,7.728542622710573,2.361499134717119,41597.40020304241,47798.77995017925,57814.22988802253,55531.562110163606,73196.2120633972,61574.344813706,18214.73123866443,2743.1251390626753,5853.134354198721,5240.565000845704,22250.733275908646,6449.787289378622,2.7149684798358336,1.1021720387890763,0.8831394396656508,0.7057567316986185,0.4549506204338202,0.13901268957700058,0.7394818851218737,0.8497245436386421,1.027770377374146,0.9871911233044502,1.3012176870722454,1.0946143834886422,0.3238054235988216,0.04876485883872393,0.10405185913031899,0.09316214155243427,0.39555390740523955,0.11465862866679742,0.5242847876178117,0.9376995895273506,1.0812611437442594,1.1598651149040156,1.1764076145001094,1.120481749706453,26963.867349641332,48225.71232842999,55609.055877270286,59651.643229722176,60502.420851493895,57626.1642151686,41.5508233038754,0.006051700720634691,114.53758415324434,25.129361937283864,53.29949500329212,0.0027406255224742683,0.012776580382942885,True,True,True
