,Pzero_mode,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
A1cf,65574.10086886832,20.78635647618675,76.28640015987881,8.307211756112412,123.5710521026916,51.67154547821411,18.083554921676768,38.25884945639279,68.33763760734031,0.0040995823451953845,0.01549804836564511,0.0018814366017101418,0.026384716173962784,0.010013211487820037,0.0035440430992322736,0.007305118716027675,0.01383657651235978,48179.23324483606,67058.46591013903,81995.95079559348,87803.96425495361,85384.43917099395,77094.97484858742,95777.26822182297,95804.22475140443,99964.710103805,100816.45717359694,97542.73931128014,92956.44744148242,21836.60754750191,54311.799238665895,74365.99905120002,81955.7168548185,79533.16859414357,68901.51329341755,118342.49160295245,112825.01330237126,109415.67860214716,107965.72760420649,104020.04760103619,100629.13007695244,0.2655,0.7745434077492276,0.9446659061291929,1.0691275744642994,1.1289743374380843,1.0881065338322773,0.994582240386919,65574.10086886832,79976.94744560088,90514.07410894772,95580.79810744157,92120.86358456723,84202.94524620452
Aadac,287286.1715068854,270.4779443628856,340.11102484580294,238.15023936257862,375.83756762256724,312.0344001627915,268.13528444400396,301.7017013097924,337.4844915688711,0.004506709725903675,0.0077284503216081,0.0030694188595713407,0.00939219675069462,0.006162989038853878,0.004164476106139515,0.005691359350446134,0.007282903879460583,230426.52852943874,804692.105323148,1099465.802847902,1179906.5910652129,1153969.6555496093,1058666.3657048834,356449.5353166173,903084.009836672,1196571.056703318,1251959.1224559406,1212979.6676802773,1144171.509581693,164703.47699764973,755037.7225411353,1049941.682914835,1140999.134144592,1127775.055418285,1012325.4427209824,422040.7545633605,947656.493739735,1239591.9534359241,1283770.0626852405,1240688.6176580947,1175871.1782273934,0.5760000000000001,0.29745736079532836,0.8929318325642922,1.1951434555299683,1.2652645012532269,1.2257644969501864,1.123438352906998,287286.1715068854,862399.1247287754,1154276.9922475102,1222000.3348941065,1183850.9847473,1085023.7575822717
Aak1,21088.44094245296,10.481794536411012,18.33194010953468,8.028733562157447,23.8676678760073,15.357975219555831,10.410701955328204,13.676975536332202,18.25046422237205,0.002287154282747548,0.007407754334598209,0.001132080231590083,0.011232488006226836,0.005006453819250955,0.002059718799411809,0.0038908347520194226,0.006765706630288747,19134.75416979074,23835.46028312707,28072.12517333404,31181.867365685404,32087.76699514239,30719.776768698903,23251.829087259466,26822.538803441344,30245.474308240788,32778.874536472285,33095.37336037865,32887.05944483752,17547.175809122684,22781.896221396983,27257.83834867649,30569.44104265408,31650.138915366424,29188.39385526917,25836.86964932473,28700.348258270897,31735.432943302545,33947.28245660113,33610.44296339029,33672.897030305394,0.1325,0.7351614435134444,0.8830825466395981,1.0242474461032698,1.125562740031855,1.1372014262877717,1.0947443974240605,21088.44094245296,25331.62517761931,29381.004632640346,32287.279997639358,32621.141015407964,31403.24179927746
Aamdc,146744.83395976687,25.395875736213966,45.69685183046128,17.93986856611449,60.78694162786509,37.410247177770074,24.689963123517376,34.24705652830294,44.83442128148682,0.002166734925714373,0.006987067428317655,0.001017710846008153,0.010180852320213565,0.0042327075253246575,0.00185848000405707,0.003638650293020669,0.006190513469397561,91659.22364593562,235012.68890863372,348933.17417801573,403301.3866318883,422078.53521908936,403517.868897796,248331.0546486888,334133.5919742458,419296.5613682079,462451.83853843523,475215.2936790283,456246.9571662805,11163.337336597382,188768.5990501646,316954.4642646597,377671.2422913111,396525.72727106727,377198.40864373295,307490.7547948821,384627.4726462819,459668.4891564811,503202.2635117805,503310.2807105252,482127.4745054251,0.522,0.41337342241127834,0.7813179347294934,1.0722799383263482,1.2421503190022243,1.2729209940646018,1.2179573914660533,146744.83395976687,277362.70496750565,380652.2939724339,440955.15684532217,451878.5432026724,432366.8274031746
Aars,194415.02540926947,27.262557472598665,236.99695573643598,5.942761434150375,450.8890923121911,133.33187862592203,19.338298722250137,67.86938284214551,183.90504160549756,0.005088203586348504,0.015643014277817502,0.0027955324492385373,0.028874889593706717,0.012059236983242419,0.005049372322515651,0.008859825483649593,0.015554489879409623,174214.16574592714,174306.07357063214,158066.40139889074,138958.12717827313,114738.1027031318,96988.7538495684,220920.86440635566,212254.94285769132,192321.71566201726,175676.6872290661,157535.51060620527,144237.8541904072,145746.46644388814,153962.67397521238,140170.06331898755,119282.95732078346,97694.86451049443,73041.81447628647,242359.6233803464,231471.6180081969,211442.299186308,194342.0851530536,182553.05569736593,167360.08926852705,0.8005,1.1735077926685948,1.2018758919914603,1.0910814927219827,0.9680062439901755,0.8429382322130892,0.7225903464146974,194415.02540926947,199114.76816779503,180759.4610418003,160369.58569633358,139649.5693151592,119711.53616223088
Abat,22467.67986443984,50.878014554450395,83.79989542017496,39.752642263185635,108.19306264234231,71.54954183385746,50.94940715862627,65.45107555834159,84.04769844583315,0.003828064944838681,0.012463831399007112,0.0017117916376263814,0.017736158658218922,0.00818239288096481,0.0032741189959638295,0.006557628805017636,0.01105677539509118,13949.474179319954,51671.038071104645,69434.66304371918,81424.38383726178,75624.35362167373,66653.93123762889,32106.2912354379,66096.38316634597,84241.46105951144,95235.48186715461,88624.1218854879,84282.59207777964,5526.833635350315,44501.76747970348,64581.082854614695,75071.06101363579,69456.13246838129,56207.333026024724,40362.64113551774,71593.49915342181,93629.61447192832,101916.24784134462,94578.54268660699,90398.87326507851,0.6559999999999999,0.33239847965228564,0.8707421614220839,1.1745651965246962,1.3355005464629817,1.2219213849970667,1.0648722309408858,22467.67986443984,58855.732877499206,79391.92394332083,90269.9638340792,82592.85218857125,71977.49040952076
Abcb10,4036.749864080772,50.320014667882134,72.11845417563404,42.492235928868226,85.33334601330215,66.87744575187838,50.48240581379961,60.55348077414896,72.42328812286401,0.0038107139550111616,0.011083566757319672,0.0018026027106413096,0.01524326702283363,0.007467372221161043,0.003229227564185142,0.006055427471489531,0.009817170747740972,163.35341492257612,29854.329784698988,47903.55205793709,62012.463433649515,65670.29383016376,62409.13114430225,8572.58156353322,37556.75600505989,57558.543648003186,73388.788610083,77312.33457620001,75967.76169518087,98.405047549174,27037.399747973228,44340.69860027764,57155.848663809455,60997.12103449655,55586.35078602449,14645.536981249785,41375.63670377931,62840.623723489785,79263.62760264736,84147.08435299383,82844.99137141884,0.5585,0.07946791412591865,0.6685783662219931,1.0715914851294717,1.3776349056920607,1.4488246272962888,1.3539027015342673,4036.749864080772,33961.92864327023,54433.878497078294,69980.03633886202,73596.27695837122,68774.50612000524
Abcb1a,29529.658221959762,282.40005418633046,435.2267430031825,237.8095830965033,574.9234624388072,377.45587989776493,292.1818475820402,357.9853531082026,454.20268878292313,0.004156907854268147,0.016204290064619705,0.0017897426163888488,0.02586316769553684,0.008819150980408098,0.003538047814056993,0.00762846105101407,0.014319481707967196,26353.170993160416,265527.76002521603,397542.56847317173,495612.54737998743,579591.4133024678,601768.4548861738,32238.63192682168,361057.32882148755,511639.0624760164,625799.7772645402,741753.522941583,803155.7015554156,24250.67898632725,219486.37141769327,350325.8604383528,435292.7457362139,485145.2208637296,482907.7706575983,35611.755474407015,418711.419639309,578261.6177697546,698777.9010723003,811900.7892108633,887350.7964692848,0.6890000000000001,0.06397623299036188,0.7056752412774642,1.0136358388434257,1.2490632394346368,1.4529248794824297,1.5147245679716823,29529.658221959762,325720.1575741703,467866.24475194083,576533.0159979161,670629.9059490082,699154.931478194
Abcb7,46790.05892977875,49.19794293584925,109.91253799695285,32.33054708504032,162.6560904612614,83.39181233300457,48.72538661462414,73.72185045806691,109.15333127462642,0.004756547291007909,0.02016265724698653,0.001888574212201481,0.032306401894810925,0.01104512861629609,0.003982284591972529,0.0089697766067004,0.017445695643451272,29008.881216518213,75902.06716245356,99450.86866644736,114719.12506681404,112204.04251808557,99908.53051835082,66028.44699687518,100470.06638929881,126616.92503479123,146620.0050188444,148773.40307853118,145014.42104089973,14193.195215332824,64345.09057456852,87455.70986014523,95106.25948515508,92887.44002890954,82100.55400870368,84325.45606716817,114090.78461813199,140363.0964192044,157455.01540971705,165659.93964763734,168845.47960062398,0.8145,0.4342561493453694,0.8268507002830885,1.0804485914666344,1.2312417755474139,1.254469232825887,1.1727335505316068,46790.05892977875,89091.18051798773,116415.74527276028,132663.3493193232,135166.05215148118,126359.22835179459
Abcb8,40450.481129569846,76.7891432795339,171.55267055514355,40.074640589006385,219.68371511723444,127.56913628145077,67.70650231503267,108.0912217980622,156.05017275280767,0.006258771931786127,0.018203221239316177,0.0030046074887332378,0.02722505934727644,0.012950450043782478,0.005565349244455214,0.010355139292703557,0.016821602792704646,30162.962168671333,66543.62695490723,77727.4483485812,79130.81539491356,73333.24882789725,61713.73710350957,59365.68522159682,81102.72031059039,90045.539193815,91672.46650645034,89049.30481883221,83140.67966549718,20750.41578668619,60090.31036587938,71907.80073592292,72654.51452505,66562.75605604111,50014.20046255703,76285.45190950492,90222.24751295512,97286.4061413444,98196.84320272693,97835.42129693278,91604.81465282707,0.5745,0.555436453432299,1.0212698501704804,1.1731227363585182,1.189522167078298,1.1083360255604533,0.9523127673999512,40450.481129569846,74375.4871457225,85434.39815032519,86628.71094482562,80716.21012649313,69353.5856156324
Abcc2,1.827299057219548,6.999312520300695,8.762347578733895,6.156055922781292,9.668926922049444,7.887183416598354,6.895831550171468,7.75907581562847,8.644665302526588,0.0015294965778487979,0.005156511814216711,0.0007843396438778472,0.008450090695361024,0.0026728963539513705,0.0014006731207722022,0.002672780326555386,0.004758896023686875,0.6228690169518245,7425.045728380399,14430.666004513298,19830.698877840907,23861.994498912816,25461.17500013468,510.439817053325,9014.482892141716,17446.30949002499,24214.935458409047,29474.547046239564,32095.05265817886,0.12321048113767576,6594.430613046305,12744.904472605298,17820.610356693927,21411.53298797801,22359.908138233208,1254.992391452383,9851.552097465534,18957.14254580847,26639.52195543449,32551.171152034723,35427.57579596488,0.0,0.00010627746803044537,0.4673395608720783,0.9264728350657202,1.308262461964695,1.584838283531019,1.712980581098457,1.827299057219548,8035.279300578643,15929.462466777379,22493.824962587358,27249.17666002418,29452.41224583855
Abcc3,18585.964746491434,36.241187881464285,56.51765975762222,28.78126009534122,71.22556949153241,47.93070439669837,35.95732350771614,45.15009308695437,56.16081821571176,0.0024262199701030763,0.007633634194085416,0.0011209309471593013,0.010975331396101925,0.004755757782540516,0.0020894983896427096,0.004007959507856921,0.006790914806398582,14266.67391275631,32368.675320185597,43358.31766051717,49591.90179306002,50363.032804855255,46040.31878637286,24859.541222295386,38928.95980854016,49045.45020538453,54880.11677639782,55466.21858882245,52633.728691109245,8767.762964455316,29288.338519980116,40966.91621579618,46576.12232881728,47897.10300263671,42883.188220765966,29446.505015830124,42475.19901393483,52610.00017678414,57127.574466798564,57802.15094857037,55718.48435966637,0.187,0.4356839980107988,0.8417963360248577,1.099520693044549,1.2245890974590394,1.2388049179825549,1.1596049574782001,18585.964746491434,35910.4238313014,46904.7587982731,52240.08661834612,52846.523256595014,49467.91013199509
Abcd1,98539.2944678385,401.9297544654738,479.7932512670674,364.1854970802012,520.5492640760357,439.953744488722,400.70370787742047,437.28415657278805,478.63816948131057,0.028753559949237128,0.03806110179970537,0.024497551377973048,0.043172075644772705,0.03297980047482803,0.028446917478642607,0.032759345517511744,0.037749005533851375,64220.64937822348,433005.1129993299,678127.9966368931,748972.0705682335,699238.3291031386,533536.4562246802,131616.4416266057,466531.46367429174,703328.0091318162,786814.3725913924,763010.5367923034,618782.0711026604,38068.089034770215,418002.7831451811,666997.8780821589,728682.5925148934,664454.1501887646,498167.36848828854,171416.73658354813,484113.33028693526,717348.7765671541,804102.5277664989,790398.5810233237,665106.8814361768,0.0315,0.1781812538296183,0.8167570254511636,1.2528872070110184,1.386909196235495,1.3212024270431117,1.0440628904295943,98539.2944678385,451689.83442314167,692882.2127646543,767000.1795962522,730662.4698831427,577396.434202681
Abcd3,397690.59593939467,89.05004328738593,124.170770898184,76.56201764523557,144.57821246560553,111.98829853503332,89.52623610277797,105.99690017257399,125.03116342763637,0.004783722336031663,0.01087777159377521,0.0025528685973326476,0.014585966782416705,0.007998449995712534,0.0042665962417511106,0.006997643676052751,0.010091572072518531,340553.3567327204,1012674.0821844445,1506815.834003689,1765952.7810509715,1781122.1489085369,1629341.996576399,492562.1299668253,1179089.905688012,1720196.6220605697,1951971.9533054559,1940428.9497385172,1847114.6474597396,249626.64498130488,934148.784763578,1414316.92185147,1667442.6130131506,1711574.1644521204,1483929.8044530922,549619.8789562475,1262573.8394901995,1824496.66537865,2040488.8943598669,2021413.9703861212,1923475.0615227688,0.7285,0.27759764448786134,0.776124702354338,1.141087841583948,1.310922124327667,1.3036386071826045,1.1906290800635813,397690.59593939467,1111888.0204189874,1634739.749236458,1878046.9186466893,1867612.4415123514,1705713.2788962263
Abce1,92454.30285938617,41.412290764809725,314.61789225316227,8.45824484672828,432.379178441113,156.2762068498387,24.819493636854226,91.31624287881638,221.14272302468234,0.0022265992158005486,0.00727316895503946,0.0010713405444098994,0.011182402593365724,0.004315668551058302,0.0019230438859476867,0.003717913445163266,0.006444025960281865,81010.19703478614,107984.88560665322,105365.0118821144,100876.95846799776,92754.41886636717,82950.04006674819,131839.2794825993,131584.6707931828,125483.45624630904,122007.16787431072,117821.77087737848,111500.9680713367,46867.54477170465,97115.41816163114,96256.10843371523,90315.71264798749,80444.5382791035,68425.48167585669,154248.43168109993,143087.03720881193,135435.29945155722,133460.87328960243,131577.39878395226,127486.55388201858,0.514,0.8521293423443994,1.093375197784625,1.0828502535895739,1.0424285855699593,0.9990058866939522,0.930210734017491,92454.30285938617,118628.988173095,117487.0531054558,113101.38422696695,108390.10959604157,100925.97526250443
Abcf1,175288.3732134236,42.402797679181006,107.4869560480925,24.404994353945398,157.36650485021576,81.26699358555744,40.29436304207418,65.48709183132655,103.38010550514741,0.003662902835287143,0.012784726835608114,0.001575548301285591,0.018040492560577492,0.008003588977935423,0.002950429164368688,0.006105673961286002,0.01084443617551387,154378.28362163488,211676.87736815875,233936.69847352762,244356.90065568357,243830.0715605085,228472.00149393125,213120.91445854167,250122.30245789388,265779.8927832822,270414.76417735324,266169.1508186021,257340.89947693128,121449.60942823606,195826.1335230596,220441.24921212826,230439.6179684988,231417.9506502784,215217.360262953,236076.41537707913,273387.3549216369,285374.02934936143,283068.2534870786,276085.3769707709,270951.2851569386,0.3525,0.7397944008156488,0.988937288996939,1.071719442658861,1.1001702614317341,1.0809801035800484,1.018398502516769,175288.3732134236,234320.79021853005,253935.3601997348,260676.55442043772,256129.59982356316,241301.38940269608
Abcf2,65293.228672476325,113.19536201532964,292.7981017417366,51.11542290637733,407.2624666137781,222.12999346601845,95.70695625997617,173.41906705082891,261.98421806514,0.007047001331888462,0.01585193133252501,0.003644666626882046,0.020456852708143958,0.012183075548696787,0.005931581289922781,0.00988810413128019,0.014083103480371116,63141.61941520725,69430.87595745738,68922.26911032209,66495.04075453557,58313.14679222053,45706.24317392609,68601.02891138736,76833.52409090848,77282.72089038526,72426.02303055613,63373.60574647251,55926.45094722034,60374.285944580944,66073.84046839927,65908.05241104233,63722.395505485714,56030.56089053112,41078.82714015871,71254.64188705299,80322.61010419088,82020.80484617356,75356.49981953073,66099.41891888402,60218.5366016227,0.003,0.9906234436182234,1.1360635212247632,1.1518201893543467,1.0727338742708548,0.9140645072316113,0.7346944643001991,65293.228672476325,74879.36587373387,75917.90755365166,70705.22973053319,60247.133536513524,48424.629934805766
Abcf3,828.8758687449961,2.2468354916123014,14.80985870906001,1.1234417197335862,52.04519326982693,8.441629252610065,2.732222181651019,6.457801786231117,18.432884180124468,0.017082920391930143,0.16341361843348254,0.0045632613635928155,0.35754126938307773,0.04922689811286017,0.013676004635015171,0.04792474932017236,0.13652533217902948,171.49591557692224,711.3281963245206,515.7623011593425,330.1354685469612,244.51250382612372,125.82883591399592,1351.2671930986705,2034.487267235042,1707.2111277000365,1425.6088312430757,1320.8929279998174,1000.658404716517,5.534693195940236,315.2673977935961,105.71262679874643,74.59458610821298,41.2860928369006,26.689783166603466,2073.052567866573,3074.2785197263206,2327.4739112105012,2220.52095199254,2261.4842162946106,2152.8274464665787,0.5,0.7361045271487305,1.4943352127569047,1.2127257220655046,0.9652838579386506,0.9050940835697172,0.6864565965204926,828.8758687449961,1682.6664583464164,1365.5656898620682,1086.9386980047188,1019.1631991732403,772.9708034816804
Abcg2,12089.927541778465,82.14107534972028,115.8875848419077,70.29104171791631,135.28728209895513,105.65093853023247,82.75333613267964,98.17609020179331,116.89368794225282,0.007112252392502534,0.016400855454130916,0.0036912598357474466,0.021064592758117517,0.012154277045359874,0.0063156305187655306,0.010396521431867402,0.014966689672871127,4936.690528626663,136292.87534041732,245401.53536904303,313567.36414578004,337542.74718561256,324300.74775554537,23136.455779018597,174556.9784655085,294371.3282259132,356539.72217672854,378638.99096306716,379944.3224833717,1.1036113611166911,121356.2940018035,225307.4878550927,289519.99274197104,314812.63992790517,299228.04212852713,32356.321624434036,192689.04843611672,319083.6368113173,372500.44620582135,392968.1044493321,404931.38981996756,0.6875,0.04863936229786132,0.648313658234552,1.1191503942506023,1.3636375081625303,1.4265674336615919,1.3936916433928617,12089.927541778465,161146.54432354064,278178.959090455,338949.3177557806,354591.34519096813,346419.65248262987
Abcg5,38043.015779376634,34.39762372855363,78.89294577753101,26.472227729412822,136.52942763675915,62.87050563710072,38.0180518157774,56.17739772899527,88.78358327009337,0.006927547478726065,0.033598575163693696,0.0025761307111725603,0.05870933511866798,0.016752473202617645,0.005819878866155304,0.014128152710511608,0.02900766209349311,23010.656038418798,81005.18112002061,123088.0604265855,157357.4502088416,165068.19975877466,151234.71938463618,56476.04094806571,117809.23566111494,169465.78305841342,203484.31800061444,216367.06456587696,218584.02942006962,9231.8467617854,68629.50573030964,108547.40490690123,135524.413600844,144714.6728913596,122450.29894632082,72014.38164548196,144021.5818395609,193507.85171500762,222212.5184754614,245438.4021710976,255994.8580437567,0.8240000000000001,0.26221087294551215,0.7101208044598855,1.064271243339308,1.273521832801558,1.3760408282148269,1.31383441823891,38043.015779376634,103028.28660711122,154410.40735296882,184769.64984864692,199643.67744476144,190618.42456448157
Abcg8,5206.6185634808535,8.936458924446525,21.16009811907619,6.468368407397258,36.75061473730808,16.54975027055094,9.431404296899625,14.24691347175503,22.53040872147875,0.009884049752627303,0.04303180728484086,0.0033717732038148654,0.07229925930841344,0.022399206435365096,0.007939021934813295,0.01850018525568324,0.035890093334085604,1441.8483094006306,19828.680280423145,32638.290969480902,41246.7847815837,38361.3461757346,28611.894661898932,8545.611473340678,32451.495371440917,49844.22533832985,59373.001623179494,57837.2707718695,51539.74353728757,111.32400808486908,15060.049091413994,24523.746825282095,31806.1414002341,27581.469943998163,18859.13567887962,12117.264990386426,40603.3023661944,58469.76626987146,67013.16791409584,66280.40582181679,63305.365711993545,0.84,0.14286650910879437,0.7631293423334977,1.2125623163743178,1.4269320396066494,1.336841319212399,1.1176684733643416,5206.6185634808535,27811.440378268053,44190.54896206769,52003.02640966709,48719.76555218462,40732.24338955919
Abhd12,16435.604518273867,45.53175954858708,70.75678071819661,36.17084873461158,88.21489396293371,60.05595717769688,45.15531387255781,56.295496968388036,70.28939689442291,0.003727203443792936,0.014229880404483189,0.0016718074782220954,0.022784574902323287,0.008133587478123577,0.0032322139421633207,0.006764828359077385,0.012601839736000504,8383.607064706766,53506.36069968958,91587.83008181343,114037.23445421144,115400.69953735248,107579.46403968775,25224.07543430459,69479.0865159953,116827.53749111414,146055.30344297687,152602.52510762712,152561.07175419654,2283.8253121871203,45046.661257100895,81047.79873625272,99625.99373917037,99143.50366879576,81406.16849336532,33089.51101944616,76460.62600402479,130002.49294899375,163279.99639601563,174190.07314434275,171187.67372297545,0.638,0.1660477289927899,0.6313807188584108,1.0926990712740996,1.3738703195563617,1.4073488585100096,1.3286533028083274,16435.604518273867,62494.82518409446,108156.67219228315,135987.34152277012,139301.08769340083,131511.7066599824
Abhd14b,284614.83755650825,133.3626672653025,238.18041071073768,98.30287319429023,329.2988064864088,198.87799239655925,133.40957264736,178.65891067413773,238.36107890571657,0.0019009306977650806,0.006457931796246812,0.0009475989049021571,0.010361273825256605,0.0042069520760619475,0.0017254694500083813,0.0033667636197175065,0.005977833133207637,263080.2477852865,354892.5654643691,407594.0622758647,438222.7860411025,430062.4841385338,408186.7375397406,307640.426858818,405297.9426676128,477450.9388564643,522143.11177126865,516672.9964462706,501541.5579233517,244228.20453201985,334727.0932118381,378440.74219132453,398515.5151022999,387266.13074937096,357602.45133273985,330537.8784080538,436702.6969280585,521152.4007227566,563105.8264965983,554635.3160459666,539847.774049024,0.4095,0.6714825461786625,0.9111582076953058,1.065603132349256,1.1440692934592884,1.1330764265907947,1.0746103937266918,284614.83755650825,386203.8510863669,451666.93332427135,484925.629064179,480266.1884936653,455484.75442529185
Abhd2,1209.0709257475255,2.0444621737512896,7.642503642058644,1.3637399939789878,21.481853183945624,3.5269223955558937,2.344439758192917,4.040874761300154,9.398615143495213,0.010758575780941769,0.12988464995129997,0.0036562374659214174,0.3477873137358148,0.020047859970505975,0.01007053868235069,0.037506283547724624,0.12300001937379647,37.41931166613131,4993.7643853220725,6837.871989473827,10339.92784653235,13666.444451040721,30505.6238474371,4971.30098662979,8729.701467719975,12078.585564773226,18802.128447091447,27178.12595610915,56332.54032337233,18.409740506161825,3627.7854648603497,4302.587654844495,6475.037413498916,10169.459761172608,19275.497898679438,9055.716264249606,10722.758604402949,14734.74757343435,23132.46629660454,36867.9427272994,69758.92815266205,0.2945,0.06708880188842803,0.33820165107681005,0.5839385847621098,0.9057205928881271,1.4329983569496276,2.6720520124348974,1209.0709257475255,6095.052703979083,10523.711042450499,16322.849788449315,25825.422444019234,48155.58348609375
Abhd3,10974.376882557604,92.28668702843343,120.10368599590616,78.25480355103028,132.587755013412,111.06874699242539,89.6614361671594,103.94180380157545,117.32966516904598,0.012542475469308227,0.019914982281652324,0.009319457002753367,0.024038124552513026,0.016818203659306735,0.01196797046009623,0.01551955431119017,0.019183232859572356,3211.3453348819016,92271.92930499953,140326.36475704695,154432.74026771655,146324.1351660882,121347.1252790906,27188.896005144332,102695.55791574316,151996.8892094594,167718.65112907108,164660.23503043526,146577.0103321854,46.73706366399165,88165.01754559863,134991.6720198931,148365.63507598767,137377.8705330071,108605.44872209989,41177.113424160256,109204.07194428133,157906.17497926953,174275.66729990687,173735.85034556253,158273.18965061338,0.0535,0.0931198847633862,0.8173812222389343,1.2565324961183442,1.392877625492027,1.3218348036387935,1.1182539677485146,10974.376882557604,96330.1190972119,148085.032671835,164153.59675618622,155781.0487896714,131788.61339520145
Abhd6,57197.004548762765,194.4396670768705,307.19050761014955,150.33727617750006,367.64260802971904,253.23105447601927,188.73856296622728,239.22816400107277,298.4990824720128,0.011397957855303908,0.026699519597890273,0.006067009448689594,0.03726363817584514,0.01865478801946069,0.010052158253176385,0.01675374254874225,0.024556960835652727,33134.89264990084,220289.65668487566,372973.674871516,443746.09498436283,444507.6825959935,381760.2082232715,82750.62883930061,274401.87764712,443459.55051079154,513398.8609748675,536298.5358247788,512743.2447114264,9336.150628887995,197672.34769433198,339741.8307837825,404259.5466708713,400530.8053079131,329701.16947652434,107844.74874481569,302835.2052867895,478705.69772822346,547311.8903970387,579026.5560609512,573264.9872848457,0.687,0.16153382611460237,0.7144669634419804,1.171351993980762,1.3603678676301383,1.3641473269676765,1.2281320218648406,57197.004548762765,252983.3604568939,414760.34425376303,481688.38059731893,483026.6374697072,434865.40578347904
Abi1,49206.219333072695,14.184330129731105,43.18881007855263,8.465297317063289,83.60441595118048,30.015577706491072,14.726908485858019,25.139695069010543,45.05003929735508,0.004289043661151562,0.021922668929551907,0.0017980430171930446,0.04391330747487127,0.012466296786927039,0.004011644699187835,0.009527127249281307,0.020759091763767282,39659.1429864978,55379.38838409755,63648.455453794726,67994.87163729325,67618.51520353055,69001.43692509178,61193.815099165164,68932.16203080276,71965.10651456965,75234.08085443707,78312.8429003621,82757.68859378614,28877.38650180174,50468.79640419972,59513.32529706633,63723.666683821975,61639.59872409296,62944.85683584839,71677.94600001295,76623.86261449059,74898.27105639502,78117.71255796343,82848.70450501842,90772.73520994252,0.6365,0.7378672950830598,0.9414712708267168,1.017845059141888,1.0716251590863055,1.092007017476083,1.1391841983859474,49206.219333072695,62783.97505458117,67877.12039951875,71463.55851820743,72822.76524958873,75968.87394262347
Ablim1,3968.303616114568,6.262410679947469,25.34393722763227,3.3303940895524113,64.0825180423217,15.925257633066881,6.812499642714305,12.857484186495524,28.246055106249113,0.008275963551326712,0.06183205294738201,0.0032765723443348147,0.16544966382607001,0.027486862148647997,0.008084902286965472,0.023164470484906035,0.060768585496525425,1346.0298655074087,6015.588073595182,8498.376551283349,10140.911793962741,8677.131261510998,6753.957591923158,7414.109463991134,11166.263604173377,14765.937721327706,17458.33125499106,16774.292625567152,15248.352086417868,5.020500238098748,4046.3309430331456,6124.835719213348,6911.383411160337,4887.243406026686,3469.995805600821,10466.36427387478,14573.947150223914,18943.960030554656,21362.084277916383,20397.143893581648,19814.699591359225,0.6665,0.3629065655558362,0.8099142974698418,1.1527728865507711,1.3435151285530726,1.2518971241387726,1.0789939977317047,3968.303616114568,8856.23502145751,12605.31841646833,14691.042954199445,13689.220191192615,11798.562465814222
Abr,179.37425319347452,2.979361615099457,6.42945315238523,1.9031193215131117,10.5085401088912,5.444414814658704,2.986102422530504,4.405134050981091,6.445487456938613,0.005086105877136031,0.02516956180788683,0.0019380485838042503,0.05065961573421356,0.012413072226977235,0.004609543092577127,0.011011213047138296,0.023142042741352096,5.039575581018198,8803.63317682158,13170.448941855006,14884.199182471832,15502.132326364992,15055.352796040614,6113.9114676338195,14412.522573242737,19281.9296028078,22323.613507724272,24537.535693147467,25725.093356468507,2.914315051187714,6916.677662239928,10683.880175873588,11356.854017785101,10179.81624393204,9171.100709201131,12265.12517854304,17663.42661085195,22341.013212073154,26083.24282477601,28301.958360318375,30561.82088696258,0.5710000000000001,0.011618736472982996,0.6656724820161641,1.0683759361519485,1.3160362392074294,1.457060542918114,1.48123606323336,179.37425319347452,10276.892380746123,16493.97386047551,20317.443134397436,22494.62730748328,22867.857728208844
