,Pzero_mode,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Hn1,56580.18796434421,4.900866887952965,26.587160282310833,2.3882631879476657,71.51262779931966,13.883954837214482,5.184489841545087,11.662644036908919,28.20869999210434,0.011916421357849798,0.06667504523730751,0.004300500579322083,0.1488617882217476,0.02851654179898159,0.011314650061055745,0.02707821405710212,0.06388223779394976,15468.39143638214,72089.96379896309,75132.33615934303,75076.72734753916,63536.34493080763,49901.35001587455,110360.99566630874,129405.38140962164,119539.08445014062,116519.65176814886,106101.33624741092,95001.594081691,35.761346889154076,50961.3629059437,58113.665219605704,55097.32844187936,44279.129378137295,33013.00617308057,166950.54933185136,162238.31855391007,145391.13347084518,136593.91924201723,125963.90029610363,118098.6745103008,0.5445,0.6515760183151864,1.0987131103754142,1.1824287019991193,1.149945346292578,1.0428630612707885,0.874473761746913,56580.18796434421,95407.73840122977,102677.25688636876,99856.53555850107,90557.94929399934,75935.71343749731
Hn1l,246162.24278869515,21.52125528007996,228.72589077691174,4.698939407134694,515.5990132265772,81.62118142214014,17.920158830212923,64.24910205569155,193.35259904923345,0.007436305136544262,0.02288173251288702,0.003898594106971079,0.04650214054603959,0.012826727861965268,0.007244155761762743,0.013072811765696787,0.022306079879342123,188984.91509888624,170724.85056105233,143250.28006042694,115888.90529774902,87865.79767786678,61110.11946080089,299077.9608400683,239192.9193377903,202353.3023235437,178154.66093823398,156404.51103038882,133121.53611155716,141400.35798496823,139408.93686031186,116065.222061332,85270.96485727682,51416.28668395164,32453.422282870826,349321.44463712483,268964.34623409103,234826.2493063536,213567.31977898665,186134.93569790642,167333.50878544038,0.5539999999999999,1.4573014651833844,1.2330076827391259,1.056637495849012,0.9047015223661043,0.7419633602903726,0.6063884735720014,246162.24278869515,208275.3251885056,178483.49295393884,152819.00219043728,125329.84368689374,102429.01020957484
Hnf4a,9722.537431538913,1.8764940037738986,10.620299682091218,0.8667411984325152,26.504641721697066,5.3947759488626,1.9439632909044868,4.612695793772055,11.152032538490472,0.026079892270042978,0.1513505995310491,0.010562715946379333,0.39261322844869617,0.060547373103471726,0.025279522550005595,0.06269785869177934,0.1473967330532501,2866.577282880217,7387.437445866924,6479.785889700504,5848.395390795302,5124.180280270144,5304.735702305292,17346.421518297142,15266.940300741402,14176.092145184428,13713.202194798818,12973.149020675944,13452.886206586421,1.7633927164260967,3675.501347131981,3280.093729217578,2157.748991335796,2546.631639831857,2664.367169099351,24230.718149094155,18400.278522215533,17863.907349212506,17058.752754590576,17432.857738798117,18071.831183344668,0.84,0.8932195870018544,1.1000614560790365,1.053211136047681,1.0170344926122845,0.954249143604699,0.9822241846544452,9722.537431538913,11973.974641130912,11464.017182950492,11070.240809182562,10386.83337526428,10691.336755746497
Hnf4g,19924.13894553994,37.22831811808406,63.525365893077925,27.924370849818953,87.68894293778128,49.98316791099803,37.680013427696856,48.799857673935264,64.33792442117014,0.018769665316104654,0.041139468486664395,0.011400337421694374,0.06096221765472659,0.028108485049722007,0.018141871757724463,0.027304659832805955,0.03988997825649395,11942.524579000275,66880.12091139327,84268.22513270589,84191.12032155387,70852.25543733526,48358.490684377175,28427.74808044125,81724.36445892138,93743.46926257924,95992.98519279354,89756.75230444007,74241.60198422128,5784.97392039032,60006.94680151818,78193.42896551933,77918.91815793734,61075.572216257686,36650.070553559446,37235.284948120716,90419.94012498453,97251.94342130065,100840.21410167248,99108.25113317749,87575.7829876829,0.65,0.2878771826017034,1.0819313878000385,1.2872070906863062,1.3089901204081442,1.1589385877789773,0.8750556307248298,19924.13894553994,74881.06943819058,89088.31431076552,90595.92983940992,80210.78031809092,60563.08393069369
Hnrnpa0,124393.43913890011,15.150445236961184,170.80571435984984,4.293232558626404,465.9336632161698,61.79782921027955,13.077262127184108,47.204650397806425,149.5901688919205,0.013107451816239428,0.037398852240149896,0.00981258433107198,0.08609243276842707,0.026276979472151494,0.01501706452445306,0.02348205646449528,0.046577021702108076,109646.8933329322,94577.50745629084,74367.55583536504,56900.42186777652,41597.90613076447,31689.81359089247,140177.54978718224,121054.55872870715,92472.60357158721,72013.2131799136,55434.47922695082,44010.650748154316,94868.74014948051,83462.38802296532,67283.36192333241,49612.56104436235,36187.6218626734,27104.583313161278,154063.54011607348,143122.40544043743,103522.18328673614,79565.4298728046,63223.84405183491,52259.74628535356,0.5625,1.5744768519959362,1.3903417665325715,1.0855268905991733,0.8250958779934713,0.6349731771458321,0.4895854357330144,124393.43913890011,109845.62503932366,85763.35881229982,65187.69313936102,50166.820278109735,38680.286741556876
Hnrnpa1,1121583.5550068826,114.34435924477984,407.37095000822177,28.921583955418235,548.8305603712403,282.00101059551605,79.3830762761377,191.5575561827243,328.064423078764,0.0045555302924870835,0.0104222043706153,0.0027008493072048865,0.014269201521062008,0.008621934608628304,0.004160119890951267,0.006719406439544656,0.009721491798059045,1067503.3888492559,1144162.5834306618,1101469.3755507192,1040583.7284626041,929179.49983381,806886.7803994209,1208675.6028016217,1352837.5296724814,1273423.503999045,1171234.2123872032,1042685.032690358,952953.3130703,993520.0414909106,1079658.8010045737,1043545.0047080992,979473.1848826664,879991.2580708392,739296.5968830981,1271457.7844822835,1483919.6259000709,1358744.123637691,1225155.222181773,1104009.1296459837,1022576.2727985756,0.69,1.0071785278226086,1.1997257976002689,1.1178684047399838,1.0141134970330097,0.8916620301143142,0.7694517426898154,1121583.5550068826,1336002.1961697068,1244846.6530840984,1129306.264741055,992945.582112734,856853.4744659318
Hnrnpa2b1,7352552.976125417,21.31729455709119,236.20808055849747,4.282712266832738,485.12683907486627,110.16109131835195,17.078801274820357,63.79652450350178,195.60278873364464,0.0034219395251290216,0.006581894240049367,0.002645320021905981,0.011565280447837499,0.005699119105106881,0.0037412677721340992,0.004988278941815881,0.007318374772073204,7052707.870865907,6931854.110444464,6505190.7650802275,6048703.9735450735,5508472.93992143,5021338.599434189,7816304.346087765,7328384.066666078,6838660.93086321,6432831.614667581,5986055.53111067,5632489.15797116,6448636.8572524935,6670473.537991591,6323331.743772723,5838353.584803289,5282221.922459395,4676520.700318418,8226289.419770477,7556727.065506654,7059135.5674323775,6644225.83934983,6274455.972073558,5932853.77564903,0.6990000000000001,1.1454521682077239,1.1154703953277667,1.0468850383974826,0.9738355228761504,0.8973999703418357,0.8209569048490404,7352552.976125417,7160102.71103668,6719859.561464209,6250961.385129805,5760328.54609357,5269647.482062203
Hnrnpa3,4220945.008949415,89.72573927837509,466.25639261603374,15.239757188460116,597.4506183507567,291.28301336523896,50.4696972724864,169.1180950675428,333.4729427773087,0.005093487042272533,0.011313527422867363,0.0037847123069820214,0.015234875481055864,0.010382428303103016,0.00509786916746313,0.007669216541571699,0.011328485345548355,4112530.603662042,4067726.725300066,3774510.0309758387,3422601.535795988,3043254.103346225,2658032.343935594,4467481.664840453,4515226.290143817,4170232.1641005673,3750980.225788047,3378900.3095788485,3076345.3584231692,3890691.2021368314,3894982.6122938073,3626335.678661935,3287007.403570185,2864861.221199916,2432482.300370208,4573453.794582819,4772087.4943058,4390389.781174493,3912493.953809972,3516038.749345745,3247780.330239856,0.3295,1.1313160839953704,1.1951709861349629,1.0985163745703357,0.9785410260180706,0.85676372292079,0.7396918063604712,4220945.008949415,4459187.914089769,4098569.1568324235,3650940.632998299,3196589.0092712822,2759793.2022601604
Hnrnpab,2540526.260451658,17.691519880483888,131.88891885321013,4.5573172464839375,224.53045322609515,55.61140624387785,12.10471002908011,38.7407754068439,96.09553285582183,0.003084187246439897,0.006229574119105965,0.0019251251811156277,0.008975618917055436,0.004837508111227592,0.003029895080601275,0.004426333804935023,0.006124178786228018,2291395.953310236,2293114.524762355,2201225.796866315,2085383.54586933,1929924.0920639932,1772266.5495959513,2681488.6609332273,2543625.9840746373,2363674.1859881715,2204008.037129783,2067108.2522441244,1963843.0844078928,2137257.929232034,2165119.4089588267,2112889.5500580776,2029030.1388906925,1868366.04091057,1679204.313210241,2877002.120447156,2659619.03883661,2436768.518514506,2259155.1183374603,2137676.904810084,2063329.8234919948,0.14,1.1494358951382857,1.1029693858720258,1.038312786826102,0.971184043076744,0.9031500294567262,0.8349478596301171,2540526.260451658,2437824.241555466,2294917.8050308777,2146547.3417038587,1996176.0170074198,1845433.0271659216
Hnrnpc,1504570.4451681268,38.607061554880474,393.7102715181704,9.292594628387393,872.2024513331522,253.64215214886275,29.665207096216683,116.55204575814214,327.30531514356653,0.0033688477865829068,0.010244898664733524,0.002349512687557379,0.02099589461556576,0.009599132283652579,0.003714026089096637,0.006145233314812537,0.011460161391768657,1403392.6330868392,1416827.0203736385,1347077.8116946185,1259638.4386580535,1164142.6226831754,1052387.1970527295,1605095.0365971169,1635317.048018524,1558795.3734966686,1442649.5568494708,1324099.6686699416,1222094.2886642092,1305058.5849868623,1337631.9815787724,1267261.2284980877,1183658.6851840068,1106782.6302456844,965280.234570042,1701600.8763663606,1831273.2532211142,1718274.9919252556,1565742.1519017115,1421162.54243175,1314958.7718446031,0.7265,1.0727467091490623,1.130328692814858,1.0816684097973654,1.0016105102978898,0.9056961315808479,0.8079495463599768,1504570.4451681268,1585331.4953385184,1517083.4894884604,1404799.0625479217,1270275.285170133,1133181.7644115484
Hnrnpd,2500958.520479749,1379.5883621567168,1815.6703439520425,1185.7703857861623,2056.9726539538524,1609.1895696112329,1362.817987587432,1576.0055285787387,1797.2750137627413,0.010164071317773929,0.012893786080701939,0.00882956055862044,0.014347067833102764,0.011590225525859216,0.010038573931410532,0.011360334174285985,0.012743570311550313,2395082.721734294,3171659.4309538337,3093227.92579565,2841745.0256902836,2444416.728259602,2002944.188561784,2597940.861667084,3316727.9823661973,3224110.1801919667,2964968.8785610762,2583348.560573231,2184867.7371738157,2313850.512925589,3097249.844214573,3015955.617252972,2768347.924247252,2368965.0704179863,1923084.0895696927,2703769.8533912464,3386494.574908946,3290630.448584975,3020363.5540927923,2651774.936891101,2280353.4633228793,0.10300000000000001,0.9137344094188393,1.1873311410573468,1.155719227997987,1.0604724133749732,0.9167120662846961,0.7660307418661579,2500958.520479749,3249812.9688986735,3163288.8296088385,2902591.267905445,2509108.587099727,2096682.6805155564
Hnrnpdl,118291.6137770993,31.508376596122392,118.79952421741154,9.127790242143623,158.24830111930575,75.41537608765564,22.907763304126473,54.37876648635842,96.81995840414064,0.008338695166975222,0.021958383136435788,0.004716963402212869,0.029795002031633912,0.016105469550428173,0.007341759951675128,0.01268307206511712,0.01971716722948319,108987.23821962606,123707.95937410461,115519.34381432274,102312.10651675973,89292.48044215278,81326.49742849503,132088.43072594344,142151.30137479707,131503.6952440073,115714.9123135092,104729.00415428123,97639.05716089378,98351.2105553942,116184.4609171051,110734.95734069617,96767.3165302641,81536.47617772268,75036.14698559433,145275.63150673956,151631.45199943986,141031.21853628772,123734.67851407305,113414.11575283295,108067.2703910162,0.3205,1.0408045981989738,1.200995031933986,1.1291039194389556,0.978747621886787,0.8548431961939097,0.7955056323473879,118291.6137770993,136497.89856000483,128327.18550975139,111238.5897159081,97156.35516900313,90412.40323301748
Hnrnpf,1988106.503115913,11.315219905257237,82.34019492634683,3.4869331222165982,171.75124862823543,40.97883730604761,9.660894517454903,29.73741620737518,73.7672944252095,0.006991699791644948,0.011965655205689438,0.005734405224889591,0.018657756849783724,0.010210993670331792,0.007469687169402069,0.009533224198007284,0.012992385771591241,1817757.453518597,1677895.731580596,1499950.0863570631,1309818.343850733,1117616.1135772313,923614.3096907216,2124911.4403449167,1860523.0583881103,1621341.373783072,1416230.546272191,1236267.6065110534,1074595.1066756784,1682768.6026975322,1593423.8108078819,1449774.3173520775,1267439.569418145,1066833.560153486,850451.0989002556,2313215.0028306786,1955267.3978714112,1687450.7416355046,1478045.2112965363,1302813.6081057922,1152164.9533376715,0.3385,1.3443478547165466,1.1985058499208299,1.0580556910030061,0.9280939919680572,0.7967614665109868,0.6742351458805736,1988106.503115913,1772426.1365020487,1564719.572067456,1372524.004453854,1178301.172159536,997101.5116746748
Hnrnph1,380485.3186528899,26.15118439758593,232.61597682187178,5.726052042267939,462.3092213747547,103.53443025338194,19.118245814408127,66.1708234849438,176.85637693296854,0.005493556949640066,0.021047608882113267,0.002334172880297642,0.039561473306328,0.01236461249240902,0.005189415140961052,0.010539171641469799,0.020022324751493695,269281.4838289057,320758.2085956527,299630.3264007874,256866.36783118852,217018.83146213208,178214.910888087,504843.11853264796,464572.5271569504,417396.9857921013,381203.8720367252,351725.771349557,323455.4335131068,174298.78580391267,252815.9739615416,242940.46512109862,194919.12623909328,158354.860111357,113254.02345005635,645594.1095016331,534424.3895469531,476483.762406284,439384.3010762483,420003.56923559454,390914.0547582254,0.83,1.1112342192939577,1.1618879545420557,1.0924261586193906,0.9987761649002311,0.8764115660016055,0.7592639366427594,380485.3186528899,397829.09934484627,374045.46030911757,341979.81016677833,300082.31223573186,259971.09867505566
Hnrnph2,85.68890338070378,3.1770856510238557,21.54791584245967,1.1571425675831486,48.87125626853204,5.725172581150323,3.0238740667156567,8.010788116546061,20.645477770740904,0.05329346089830679,0.2845360677796307,0.014223205428899275,0.5241801205275578,0.037918287294344745,0.04173252941877848,0.11187702105286443,0.2324300358432397,1.5938532825712173,1290.3215321954608,609.8502264462295,242.61884463914117,140.8719982183704,194.3326915274696,16709.24709903228,4998.915350628376,3458.607109360036,2736.038940295676,1850.3934699904933,1677.5782517234475,1.5938532825712173,222.83476503710537,110.72617562632477,119.50536264192154,23.315116222025004,83.7779126604757,35270.03825284813,7351.733954935368,5375.464421496348,4848.25002165258,3861.2741733287457,3406.7005475364253,0.4205,0.03826690861592136,1.063038824145891,1.3498063439481918,1.4046084045975036,1.1739900516750605,0.9702894670174316,85.68890338070378,2380.4021382138767,3022.5442705636956,3145.2593957172485,2628.848886581783,2172.71379888729
Hnrnpk,3896576.3820574083,19.718396678424877,151.917904117099,4.716656538897605,249.65421611201876,64.64818118649015,14.15432198105766,45.04909093989053,116.36769196012526,0.0030868970550820916,0.006038368253293878,0.0019317335425094154,0.008114344550011268,0.004499001895745066,0.002949290269237163,0.004200548496655503,0.005801978442668131,3571081.4274961026,3570509.2710144725,3447939.72852991,3310406.77585338,3108799.334889605,2872492.7467290787,4205264.9766677255,3963193.02624307,3704955.39489389,3507122.142653464,3306345.5185731133,3124081.6243251944,3236915.2111125123,3386674.130162592,3336728.3381797713,3218257.1212523887,3002555.3109527086,2744412.406505886,4478014.111602655,4142482.66536193,3833597.72554028,3579913.3700730987,3382547.2459502243,3236804.815768772,0.5995,1.1199963416437753,1.0885068960703075,1.035842748183557,0.9796491702298126,0.9185925875376465,0.8574122563349011,3896576.3820574083,3787021.5332214083,3603797.832208678,3408294.900157579,3195873.1008700426,2983020.768458683
Hnrnpl,1063019.245328732,719.4274586393453,1863.4807235629532,249.2649459111323,2755.5437775772793,1280.1032510493574,576.986708632447,1077.0477661802393,1622.8875602166845,0.022601341900657382,0.04864399451701466,0.010851892321247406,0.06612758332040403,0.03592886818948834,0.019464438124611343,0.031273386663098604,0.04382447531622175,1018779.2594890952,1164401.7952104171,1027796.9118175464,852674.8499549247,741402.5779701847,540132.5648723255,1132538.9892108964,1371492.6022772386,1124026.3970011664,917083.0927864284,803929.3329242135,636520.0836078239,957364.7467435292,1057547.9525969706,952255.3965670187,820892.4044968645,711973.5342813092,505768.90555806406,1184033.7700689137,1465678.835994574,1154593.4977361618,950096.4840688885,837561.6660360178,698977.4703909933,0.1045,1.1155703580811667,1.3717539835830928,1.1496591880576421,0.9361412514907357,0.8136464034627809,0.6132288153245811,1063019.245328732,1307134.8425870289,1095502.254628174,892042.495995015,775318.0061732265,584341.4785611752
Hnrnpll,2941.120222971555,23.45988096179061,43.417467138557676,16.910580601522806,62.35245281675433,34.18363347066654,23.501138829023642,31.922497741362655,43.51525711812664,0.004005890069610689,0.016489988613069786,0.0016552069639939933,0.02811920328169403,0.008155423989734135,0.003429670680344663,0.007493648338451482,0.014632184432547192,718.7313565499312,13635.31456322224,18152.712186243898,19582.943122464767,19998.920808042418,17631.75062459197,5154.857313182398,20442.53325151038,26254.45321769053,28323.66286328371,29435.448997340547,28087.793431995255,62.78861047004239,10793.840477817606,14097.278117740745,15776.523437156755,14833.650999958418,12523.759752752376,8027.36185737708,25452.99194643464,30716.562083911558,32549.19279524041,33283.679338218106,33144.82770010293,0.534,0.14760184461054618,0.8802860470093409,1.1691142346848695,1.2775315989487397,1.2993495354322315,1.2261167393142722,2941.120222971555,17540.614764606235,23295.816713322434,25456.14542329954,25890.89049294565,24431.650886451647
Hnrnpm,1469726.8780437373,68.75260555501629,497.54124173475054,13.047487210052843,761.790526479872,317.5434524936185,40.757045961583444,152.94716376448872,360.34238758111024,0.003844235944737121,0.008294239042574807,0.003011339070037657,0.012501303206749272,0.007936516659331776,0.00395318075240273,0.005649197514144245,0.008576687649507432,1416414.8754323197,1422274.137533226,1346734.5612488724,1269561.7719184826,1177099.6476398015,1046884.3922557137,1595889.4113130711,1549907.3059877104,1435289.1589752843,1332669.3571063809,1223068.9689529787,1123503.3534507405,1324980.3679121304,1369515.4295220491,1306605.2874056792,1241847.8499936543,1151146.4298430528,1000597.6765544334,1684961.2771468668,1634261.677435872,1497263.6679986543,1370095.9926665677,1242976.825174612,1159180.9846028443,0.5045,1.1029991639418992,1.140304308692309,1.0655674977676592,0.9895317790710519,0.9007010780548141,0.8008961724722657,1469726.8780437373,1519435.3236358843,1419849.844892025,1318533.594514828,1200168.256491862,1067179.984976712
Hnrnpul1,18798.40234197682,12.376621224769465,51.809179107167,5.509727019017424,124.64424374679407,29.242163280989487,11.66926838062628,24.373644014771905,48.914774547326445,0.006068064459493675,0.031268798712136614,0.002507716542895857,0.07508312624014493,0.015869600404430632,0.005928944788172685,0.013859514449430552,0.03079014323801677,11591.99700887238,22455.04643074809,24285.085557854996,23849.65507389896,20732.453958873684,15983.836186651975,28530.77312949425,37536.292524124816,38388.88444192969,38129.71376033319,36137.42175629189,32488.220791499516,1953.6029909248318,15412.162358518828,18124.472893684608,16218.161477150967,14114.637359865068,10173.000337546613,33892.74093966627,47730.4493713908,46743.78385298789,44769.51495472128,43377.913144448234,40570.00966537909,0.5995,0.640834426834062,1.0837040637628568,1.1658185272924688,1.1380420124146975,1.0532619115861093,0.9183390581098066,18798.40234197682,31789.65448359814,34198.42133333066,33383.61788260179,30896.656540898086,26938.794761677724
Hnrnpul2,668614.7196652405,33.48191611287536,169.7492186520708,10.735323737616817,303.5998759058396,107.68205012423405,26.490537110074538,68.0993845921159,141.97948960086538,0.003718611816205586,0.014525686721202923,0.0017736415023106708,0.023595948813595172,0.010482887865383301,0.00342834532901196,0.006989103099327656,0.013481998645848838,625820.4166927807,658404.7351326593,655347.7755165932,638869.3005181467,610005.4980107989,565721.2229813229,715082.603451382,734545.1492011347,728541.1129489461,710560.1868324834,682827.941812865,649238.7231479451,580260.0629317805,626961.4776079885,621133.1848750971,606626.0527597496,572248.3928538025,525716.7038629251,755700.47489729,778335.2226289617,764622.4387331678,741140.4101660028,711500.357843022,689727.7904176541,0.8105,0.9964811577624753,1.0605024461685515,1.0524341238516746,1.0229675710973394,0.9709152019998754,0.8966994991200837,668614.7196652405,711571.4534346506,706157.8045943849,686386.4614476869,651460.582618066,601663.6436702664
Hook1,11632.489697954907,13.016730766401615,25.561753037366525,7.814658895400378,34.54039580260945,19.739295532258282,12.459102791233514,17.767633748530887,24.541522602336478,0.004409329488066793,0.01786844366936095,0.0018120925863581128,0.029415426195475238,0.009542548238367185,0.00385455696109087,0.008337406470610449,0.015938307631558117,5803.042896380841,25391.566671792087,37082.52000109212,42699.80515768492,42059.324095075695,38743.46956800226,24823.00270808292,37126.4082733317,45411.33466090419,50494.123843429355,52098.82126849785,52833.68117351872,77.82912201340878,21173.84235827344,33275.00019414982,37720.47095289727,37368.35643042601,30181.735129408506,33303.08283257932,43758.283036838766,49135.87930344362,53155.85128697935,57528.17176975919,57726.01563755071,0.413,0.3134762457664288,0.7909082494154208,1.0818009474175878,1.2637289907140725,1.2994057170139066,1.2506798496725837,11632.489697954907,29349.056547677068,40143.51500639483,46894.508480370176,48218.401938788076,46410.28040637001
Hook2,8073.329327919054,15.868320190728522,47.44859687995295,9.610383408077581,97.55049058275492,35.2158162570509,16.323447251402047,27.878876482297674,49.059663841694615,0.007392617113711212,0.040218179612288164,0.0024885297070236473,0.07803207674515483,0.021575696680221558,0.006632740935912312,0.01666788926880361,0.03635051685348537,2680.7460614992497,17116.39664586776,23826.707069723714,26823.40360600304,26171.44551831255,21656.695669675883,14903.719603384354,27944.895794911434,36102.501791819865,40750.303007431314,41823.15227211222,39755.78185715943,40.09114857247914,12625.458422445048,18082.73460129512,21331.005357862938,18775.783026913075,15282.925588076878,21245.626605460413,34176.10245149082,42363.50240307382,48043.46813130735,49091.72229793913,49282.58482501882,0.8170000000000001,0.2867337646230089,0.8367717631316853,1.1484524748277272,1.285571411864579,1.2913061920500046,1.1511643935029954,8073.329327919054,23560.301748723574,32336.041968891623,36196.78832099344,36358.25786093771,32412.399256652134
Hp1bp3,69509.46050318352,18.55624865571869,63.94374037206626,6.880766780940874,108.9472399191277,42.1985545339921,15.687040254479813,33.10379351309681,57.18286520892515,0.0030911653358111097,0.012332479762435558,0.0015506262712830124,0.02406500102106778,0.007963890922595517,0.0030904528686105793,0.006339953863970402,0.01232980937526055,60935.32704256555,72203.63889077121,73993.77758085853,71655.19269679497,66106.53399337128,55117.30891061274,82150.453095767,92455.9223350181,97944.68277529338,99380.96261867648,97145.08598850599,89209.84891808062,49352.36203874296,62724.543501477536,62388.61822916955,57917.28096092171,48572.88753639045,35981.891799758036,89739.09828610082,103278.62425679932,112114.25506847916,114654.83924995305,111143.5043990537,104584.36799680998,0.2975,0.8500171426962067,1.042424229252599,1.0957796862174871,1.0786324981293662,1.0166476106152538,0.9164988330890872,69509.46050318352,85243.3935167016,89606.49261464026,88204.29525498315,83135.53149241944,74945.94666379307
Hpgd,198020.7417863894,58.768174174597135,113.71841234802459,40.00244495329694,151.30934218323435,88.1885032538954,56.177751940699984,79.39793344208434,109.40672421275112,0.004058899082573831,0.015263629707091896,0.0017511584123079665,0.023909877585104516,0.00870392336518244,0.003347001716864995,0.007168341503019884,0.013020617928039501,158791.9867614147,303036.0649591877,401920.1719266293,431019.1316100132,421796.67536636704,401025.0432723197,261506.42486034113,368117.14119498717,477554.1207577802,520881.6487382896,528218.6779140829,534531.2471076554,104840.08061778011,272088.71777812345,366127.61827021756,404614.30264555814,375794.8847418709,321286.22542317037,310478.4815739825,400356.2154061527,511226.08806524007,574938.8937251384,588307.6474225961,582253.0318448205,0.802,0.4894969615373074,0.8337988449112187,1.1042742357062467,1.223153174405292,1.2130349787923806,1.1362418046475549,198020.7417863894,337304.3731495568,446722.2893547689,494813.48802131973,490720.2805895188,459654.4262468646
Hras,64328.59764629494,21.517374865338073,138.6800411348259,5.7832473955546275,303.2033108622513,66.29533059878749,17.386144954388467,47.72033118577048,113.9321830563122,0.006630293843243394,0.043217385022606414,0.00233224078946208,0.09880103190051497,0.017039923906117513,0.0063472166531739396,0.01650897792451932,0.041820701287866156,12082.902164648634,73628.75452111271,67668.96843635503,53077.803716605915,43044.28107251618,29905.351477323726,104744.11226942494,178702.97367647715,184502.8453235225,171640.83631571074,157407.65904735404,138056.24458090714,1747.1498549546961,30215.04661464622,22338.678614032106,14928.652975755083,6780.2010022309605,1667.6119543947875,164792.44453275314,248225.2529056861,247207.15203557114,232380.03447286945,216493.18291294735,198506.0309347448,0.867,0.5192431350013929,1.0628276253901894,1.2079234139995971,1.1841840680484619,1.0876731906776311,0.9381485668827281,64328.59764629494,131672.82544989098,149648.62132748388,146707.5736156587,134750.92174993412,116226.44118594914
Hrsp12,23.15470967286315,13.00533059164812,67.51607716092863,3.3519695861964,116.81118128590593,38.94570080967536,10.640934578702495,27.61401793867717,56.86431537195023,0.005756874179819126,0.04703804629743664,0.0020757895186457004,0.1239811515823763,0.012712481813384394,0.005718202880173232,0.016396705543424078,0.04689077623900412,1.8963457340096284,1444.7320816996028,1170.3315071930888,948.9022401043002,242.3688401937744,9.805340125449362,2212.940396684138,4704.656269709674,5188.157196853543,5390.464480133759,4374.951760730196,3578.568505169509,1.8963457340096284,359.83461360484637,267.991380763363,54.643686325537786,15.757458845432069,4.498770090679457,4254.317598910622,6255.252465198564,7462.86041991178,8094.499608064872,7866.777716819071,7319.771781657649,0.401,0.006747522217747982,0.8473573163244333,1.228896108914205,1.4202516377835752,1.336512528336723,1.1602348864233147,23.15470967286315,2907.7803696683627,4217.063938696675,4873.7170881465845,4586.359046937628,3981.4469786844948
Hscb,9970.588174589058,32.47884375365094,128.90562925719937,9.068097309407332,211.95951175815037,82.0805871454879,25.240394659742496,59.495546282662296,107.36941259011927,0.003942008145253935,0.01980773899078623,0.0016572984252651913,0.04334727190474265,0.009889712890426493,0.003970643550290112,0.009173585789248453,0.019968057164971825,5092.910302982569,14942.903801525596,17367.830422893436,14994.756197654637,12165.420158278506,9804.67000962514,19575.413543924173,28763.273184649483,32844.57293010688,30437.485698698256,28341.37542748553,26413.15060447,295.2960444998734,8484.358306931332,9626.004351058009,8429.661747966009,5914.497897991729,4005.8501562043584,25778.496140652285,36780.045648910535,41178.6781122075,38942.7325324299,36865.51261202898,34632.431013098016,0.765,0.4459686357326982,1.0770518927872443,1.2567324524155787,1.171255804810873,1.0868678530500648,0.9621233612035414,9970.588174589058,24079.811908745614,28096.957329948742,26185.943003995533,24299.268815525433,21510.337362517257
Hsd17b10,618948.0102088971,350.84867158435435,562.174332612855,255.87378343372092,662.3899754385051,473.9806924697762,333.4202326541494,431.94780993974797,538.1453905927767,0.0021011412994128968,0.005245747147702521,0.001131925137464517,0.007027108492913376,0.0037125323945301136,0.0018099650860059662,0.003107881794166979,0.004665131006154197,544776.7567662911,949900.056782183,1036107.0902984196,1049212.5709608977,1003950.1750988734,934150.1615395343,720249.2338274703,1044365.8003293676,1115859.481733163,1114219.4401493713,1074370.6218308646,1032097.1201152005,473949.5646111789,911493.3572482424,1001498.145915574,1008914.136071754,970304.5876458981,887613.5998254204,831024.7981553107,1094855.0975281529,1161067.8897733677,1140692.6359688095,1110992.7158206946,1077755.7206734107,0.2435,0.6381906315438298,1.038258823793056,1.1258710242454761,1.118135821565574,1.071184978065738,1.0083587207863256,618948.0102088971,1006953.4106352786,1091923.942103076,1084421.9700109658,1038886.7807971189,977954.8507280484
