,protein V1,protein V2,protein V3,protein V4,protein V5,protein V6
Smpdl3b,4087.4927488125677,53554.33654359935,161440.3822188932,249486.2418278395,247066.9167306277,233711.37228096943
Smu1,76299.4959055424,124202.55784013741,103233.7997263608,80716.81263966922,86564.15336110398,91859.60622976723
Snap23,178940.60785049206,465784.74216527864,615240.5536204916,736013.9776578475,629959.7751502388,735896.0985231687
Snap29,26605.03703858182,17737.740659641524,64272.75725641395,11960.26019594335,9962.136709173155,13779.976060588559
Snd1,806282.9561083628,807167.9612124686,845278.4443626454,719154.4194898925,726007.9008446201,794603.5445931052
Snf8,82953.14145391868,80799.38582012473,44711.23232218728,23943.615053569967,69159.06260410245,149454.74508178435
Snrnp200,117841.67198768545,150964.8321804992,151071.37818721717,132574.44232006653,147368.42602288877,120723.64948897083
Snrnp40,86193.45370587375,114988.23409416318,109661.32666424548,92072.42936984802,73529.72483378602,74606.49536133413
Snrnp70,79680.27883355989,26034.97655656381,38725.03534334191,24633.006106498065,33369.2077655692,44805.968812852785
Snrpa,666019.9156870424,479671.06153532455,492821.2569728686,304098.4238126257,380091.49541196483,381752.4969584896
Snrpa1,655777.3389839908,900023.011485727,630406.4520618891,481432.5773044173,684958.8533084552,611572.0943001999
Snrpb,126430.61788281435,172472.47592603238,134020.3593663026,129492.95971994227,109472.36173801305,100400.60515728423
Snrpb2,436299.76099816494,341018.4825107611,309991.1146161887,283473.77444296406,348350.7576502657,283858.03846678603
Snrpc,0.0,48753.72036198845,142552.24545321753,80803.65416880594,186056.380747011,79378.6520021925
Snrpd1,624669.621278442,1794786.9683619558,598376.1476299526,897497.2089414679,313447.88415674376,982450.289594602
Snrpd2,1851442.310208019,3470516.423685125,3001964.25002175,1697157.942910185,1644486.6316606975,1729697.8161629813
Snrpd3,1044771.4698259184,1450185.2969205678,1076203.9203239358,964010.5942960836,892471.905955992,887937.8428642203
Snrpe,278342.6434899334,291352.7258597231,69128.60256399635,349890.7406458499,0.0,92902.3643587926
Snrpf,879411.3088891035,653544.5002532619,696303.5321582833,695914.2807832421,940909.4297513337,619272.5541477228
Snrpg,218206.51744817232,379181.81480440166,0.0,0.0,0.0,0.0
Snw1,88921.84451908356,111282.39728739759,121508.42209680477,114247.74877910753,114139.86330863771,93104.3388176438
Snx1,150177.3929400193,198648.8484560421,192122.14281101056,194075.40284739566,208001.61857719292,209075.92113643218
Snx12,12983.62676736264,14689.81870995189,11023.831103268813,8362.794769510308,0.0,0.0
Snx2,62362.137901278824,78657.48741893288,86888.76338583053,107591.34978430737,142165.85980990937,148732.69957850536
Snx3,199982.71717201703,168414.7057610185,117087.62288112557,177123.21770838552,196408.772943662,202244.07574742936
Snx4,28211.282037346416,54537.36937758191,66773.53151477565,83555.21072992594,87643.05583858413,101659.28527078063
Snx5,135731.07183776057,165997.0628680832,92023.00459490126,132604.35664650888,130723.66428225397,122884.00608829356
Snx6,0.0,189.53208528668787,0.0,13348.548148231888,6188.274607231616,11179.979834933893
Snx7,25774.148728612763,12269.300142718934,51330.52604987276,56124.06825378377,44653.6251441093,89509.52667034852
Snx9,146878.40538399108,286604.12766570726,339250.5060444537,326111.7447463847,376061.1923585443,428077.05515130586
Soat2,119192.08030019232,825254.2760685387,1370476.1026522538,1513069.6084001882,1479411.510317316,1562411.9063759076
Sod1,6296460.414770039,6493759.728171895,5916464.653731817,6226628.181229254,6637655.0069176005,8465195.336674968
Sod2,786450.1516679579,1519330.2440760557,1696407.588978574,1383138.8851360767,1581742.2000088189,1315634.4166251724
Son,22375.76258619273,28553.255880920708,29995.549142603923,30183.51799565271,40421.84909837426,35968.58851185335
Sorbs1,0.0,3908.21000704852,5274.433617602819,12451.738114961532,6295.89528057326,9490.052269146516
Sord,360642.6539897496,541623.0346576201,782333.7494478163,950048.5599811635,975136.1717955489,1362009.243005478
Sort1,0.0,2836.46827711574,0.0,8117.307835643259,0.0,1553.4694310489015
Sowahb,0.0,5707.332679326087,5809.781630933361,7607.303262082883,7152.101405578911,8272.146991911459
Sp1,118027.23358808713,103363.12189042766,144414.39260540853,100607.44387254918,111433.77780179789,117546.88836214007
Spag9,0.0,624.2230283648518,906.4897476477894,3077.1376988880597,3424.209141958715,3377.4920383600966
Spata5,130828.32692198722,149668.41078648344,129939.8832902118,138852.1437630692,134460.77552745398,150760.96702524935
Spcs2,243828.73875034874,372640.82139968,195820.54892872038,295453.7584245035,287678.40693569323,233193.87872886492
Spcs3,770055.316157437,1133866.389152639,912610.4610892917,684664.2576171394,824586.3402824835,822707.570631404
Sphk2,11207.401488976742,86880.32904576181,87045.4440609518,80434.41690122822,103245.70349973484,83654.31990768881
Spint1,85761.4770688676,135619.84490740093,218017.51973935147,243328.33997379182,256363.76589760938,240086.32724607558
Spint2,60339.24905033894,91433.27558946596,0.0,72904.33944766448,69097.01911438802,33240.43343291367
Sppl2a,23708.996781698093,10459.162197581229,12774.08557510278,11420.371556449922,10638.270557395921,11372.166365627141
Spr,469094.0559442725,856229.7831048135,582740.5457712141,811078.9945051315,761573.9840451095,835777.9828748138
Spryd4,32283.307921288757,63527.29328183509,40690.14013383626,70471.81266624964,63852.50925020228,54746.897246946166
Sptan1,564297.1611848184,1216981.7960925025,1403240.606788541,1487114.1292761688,1529847.2416223886,1561180.5335890453
Sptbn1,436063.2805106689,908321.4844398308,1112842.3085469983,1208975.9964866578,1206931.7923500384,1230102.6410887705
Sptlc1,103488.08071372432,262627.2874162043,326359.0810154055,330203.12321469246,302556.5008026311,308322.54005142354
Sptlc2,67599.07447003871,179381.44823584566,217825.52128850398,241374.26361386932,219854.86120713802,189405.1147846595
Sqrdl,1026763.3723410065,1098886.957829453,1268646.7239035552,1216055.4748964577,1260152.045986206,1280726.692002462
Src,22667.654622788035,40171.23529611076,66466.28861536548,72333.02880939357,109153.74989215298,101939.31919816649
Sri,1421982.0763738314,1102637.3306433032,875002.8868766587,1222998.8923529573,1097453.1817667622,1229748.9990054425
Srm,43123.20709120851,11695.525932094812,0.0,7448.780900473309,1832.8079922111347,7011.1359791671075
Srp14,14607.991660315605,30504.305453137033,44229.76422321613,18344.476199781308,15138.133657663519,49334.16487482331
Srp68,74348.67104391335,83062.78040401936,109780.44898187145,124759.12554960982,121107.68534798613,118975.80019024518
Srpk1,7459.91748699473,7038.181559891698,16909.222954100813,10731.543171065949,15910.571860179809,11609.083740595337
Srpr,92706.42078425303,102036.10295738178,78522.5040330782,73756.07306613913,79422.00508105496,60890.551650392474
Srprb,466653.7282583147,522168.42511358595,440697.31642133975,302159.5330686451,426356.35673849046,418095.85812304117
Srrm1,76575.85176825909,79585.1397267699,60675.12536863779,48935.13978526183,69685.6587164665,56118.49050356468
Srrm2,29351.58437680995,37966.42690816355,53519.42888239902,37615.25233936849,46017.5563619995,46959.126560200435
Srrt,165047.00282637964,146447.1555340062,221450.40911397562,169010.3097510958,160747.4610973537,143620.01140392618
Srsf1,1640905.0855800624,1626410.5747546852,1564329.2518326016,1261365.5306253084,1247433.6860802327,1224994.3983228714
Srsf10,13150.406478296842,78781.70327838056,12120.920940563889,57161.71175768858,7863.589939253704,23555.839882655335
Srsf2,1441885.9579916913,1572328.8801578316,1192648.6580394574,1128400.466045268,1137699.7215662494,1263294.162469918
Srsf3,738597.362937427,647309.1114400178,780707.4240974984,582081.1811245687,449017.42095464666,505047.0899490434
Srsf4,94060.71144683241,123173.00230957838,113246.94558783548,114361.81730667267,117378.36257652192,120617.63636038617
Srsf5,64943.67888948433,195302.0863044954,113874.34864603291,133776.79299502098,135249.65518869378,107569.4414188542
Srsf6,308327.7004746352,389090.1910077168,301240.4662373947,250374.24106738606,238297.77943153106,178169.19515373305
Srsf7,565234.6002429973,672299.0739398506,668946.6658867656,578393.7590465586,470480.3013394324,392878.74717244174
Srxn1,0.0,0.0,12727.353713463133,55713.21553722658,109200.21618786322,113161.14955747435
Ssb,317434.4016996892,241876.9601322351,253918.2967126997,106128.47302044186,208672.5065344659,158083.8554682773
Ssbp1,660222.5483243755,1243125.0915995403,1262797.0195836895,907123.8251534653,1024251.0981944756,825729.4341124295
Ssfa2,3466.7204190935986,4909.676073358153,8000.924394123516,16568.410575328162,24449.681891467255,21972.09603927217
Ssr1,312561.1150270762,442192.80449555564,236150.3253877972,350404.9134795914,237800.05966102585,224439.8967389906
Ssr3,1603208.941085372,1126044.671567607,1707736.4463802194,1538568.318667565,1569835.1068157195,1157612.0978914618
Ssr4,1312207.9869011354,1942398.6458516615,1496349.623014818,1585742.68818934,1227211.0126477985,1160315.5102622078
Ssrp1,0.0,16970.189681954493,18323.76859698691,8387.333650714127,24879.784574881145,27778.92052179547
St13,1173939.3187313178,1239758.6267118894,1079159.7302087897,985119.8759406579,1056308.2461417736,1025426.501167294
St14,27694.12099057917,55577.2339177897,107531.3654473991,93793.59490196503,104073.5147701333,143059.02991957942
St3gal4,347320.8086874971,1014263.5098873731,1409267.4403745243,1172162.0680588966,1218251.2619109687,1026836.0609483673
Stard10,472851.61042203417,163997.52942246388,367628.1800266566,211336.2253314414,80015.75018611351,132395.0413948765
Stat1,162129.80423194627,225441.94332853437,297026.36322338524,273576.55927799037,284574.8918166071,292306.22813182336
Stat3,26875.18071914004,73183.76867486275,72187.88169687825,122548.48326061133,114991.57261707263,120146.10604759042
Stau1,10160.080184022296,15829.040476702037,31482.086786821324,15159.859478634162,15450.561517564627,21616.98875107863
Steap3,9354.782063947636,0.0,2786.208697958478,0.0,9328.022843280656,7146.098832504565
Stim1,37077.85325007866,29484.73017418735,72782.7392035399,40956.800946674186,48040.7366221767,38927.329689265694
Stip1,506929.4541593173,779799.7920196259,711265.5923181564,667307.0687296637,718178.5041853084,729432.9373630211
Stk10,0.0,0.0,4078.0014357547934,10321.768436407632,10067.36013067901,12430.317043697954
Stk24,36449.43219385462,58972.633915840815,64755.67772162594,88401.81344208666,107919.86797069767,87878.42504513077
Stk25,34338.80567447319,32028.07279996278,56903.4047947865,75289.54292319523,73803.5200974852,80804.59683925129
Stk38,0.0,4024.737612825067,6409.379602939521,6682.6889723008535,3852.9277060112518,8192.75507473673
Stk39,47318.39101977276,26629.787442079672,47904.99996557458,35222.436463767815,25687.90337097378,33164.6050267775
Stmn1,205305.76230861654,137109.57484406815,83788.50163375132,42208.08764991054,71944.3102905941,9454.647525157035
Stom,21465.727466314405,273436.3432430821,497513.64424805134,592186.4225034127,521902.70435282413,542907.3764183901
Stoml2,434798.26149633,722454.6970685384,670009.7901195263,592067.1901288092,683267.1206562107,593538.3193473518
Strap,153718.16456090048,395578.93161536334,196796.32482678987,247914.1888558154,254795.28615970415,233682.4912297482
Strn,26901.279203291062,77021.93199689052,87994.61307288962,111710.95185151274,103269.89506911905,104814.5620867418
Strn3,4940.472686140464,4411.484025291854,1176.249681537889,3562.8013615072364,2038.4950260389012,4494.050901830486
Stt3a,654081.2592043547,725933.7009922926,637753.611776964,628943.6873052896,529671.2298865889,574415.9829808195
Stt3b,81203.60697139238,132880.70541535737,160925.5550544222,160850.08919241623,145702.85400570495,126685.97058599546
Stub1,9962.35298058958,0.0,0.0,0.0,0.0,0.0
Stx12,253215.54831980035,675142.5321586833,739624.4139401861,807571.8346832941,981829.7165588416,823852.9087982938
Stx3,4846.872348087334,0.0,13596.329106027715,22004.911741151063,17648.97852485625,0.0
Stx7,210746.67895889492,369473.82679532975,514628.1208288606,623713.0817173689,682942.7809038769,542781.5652904011
Stx8,55351.07495040742,274620.0036430574,317023.3883008774,318667.42230202636,292853.7420529692,326269.0191366306
Stxbp2,27826.550536185663,16063.075169449368,72304.5683757457,116518.91729177887,134476.16045060667,152449.80681879318
Stxbp3,42150.825657251524,74707.07150283383,103935.52760241434,131838.67021241382,102794.1429790613,122142.9828005573
Styk1,25722.289422342197,79532.8098869684,78503.45686512163,114033.35182127837,86660.76915705513,92031.0701480357
Sub1,1814599.1108485719,1066278.3279177183,1028207.9134022263,733826.0585232928,825416.3786782717,809789.8293727938
Sucla2,1644844.60468753,4122972.48985507,5686376.455335233,5426247.405857448,5181486.459028403,5131853.931623664
Suclg1,1868193.436773783,4008514.1009573005,4251931.217094199,4150886.6992621734,3664438.6810529614,3399462.1801468087
Suclg2,1706529.651797024,2910880.524100325,2571170.065041347,2617157.377935069,2551160.000449065,2413535.668630784
Sugt1,113068.5253818074,154863.9539029136,154434.7454756748,178534.98637819855,183474.8170442043,184743.24280427612
Sult1b1,1472130.5983070526,2836730.1235472728,3853635.3617131673,5087761.428388572,4390149.259430373,5650827.598870036
Sult1d1,233824.76005196729,560065.9304536165,830940.3279245055,990783.3466973552,949344.2468875569,1169383.5102875463
Sult2b1,30052.24444174062,97441.95801157024,114926.54720379648,287852.23921531707,221887.36800326247,304156.4316901983
Sumf1,7050.7860086092605,10486.631683036947,64230.04091622477,47299.33937896995,71160.06437389484,42202.538060095554
Sumo1,141197.41934160574,226949.1842461344,82875.62713162563,125258.1536957601,0.0,97468.34713628356
Sumo3,4018157.9664267725,2439206.582690933,2098429.49280988,1924676.9966575087,2091435.9321051445,1316124.6967158497
Supv3l1,8070.554096078332,17703.574889089992,20015.75035964926,29611.541070312145,18147.164901159507,20922.78038934237
Surf1,0.0,12550.369123900706,20200.480231342146,22796.189993613618,0.0,15506.804374563562
Surf4,380380.2898619223,1514103.2960784445,1035184.4798798595,1805996.0461032956,1019602.4199442721,1738711.9776390237
Susd2,0.0,5356.296034589623,45110.70239265382,167817.00542741656,139748.9601715766,187136.1729009105
Svil,3004.098081339216,1111.9928059269016,3979.667496417417,9088.95728779193,6793.512526528354,9888.958364497303
Syap1,58724.567475502525,174778.7707415276,151192.93766948368,349598.87903482706,240086.43195743754,338458.8025444478
Syf2,28498.477737189936,0.0,0.0,0.0,0.0,0.0
Syncrip,326508.7797587453,295942.23568299203,248461.84530731273,217476.78482021598,254600.9271602486,219182.37937787105
Syne2,2172.7715284884994,5672.065348749124,5586.836446480279,4377.757291284854,6280.067866333885,4204.6073327690465
Synpo,36781.60239224014,32951.25710983841,55841.11102626133,88422.5167236478,79451.75687317255,81912.72490450638
Taco1,45100.036952678674,141838.62446215417,160443.7346053668,200759.77632763766,185689.2062462054,132423.37484979388
Tagln,1930.5576914474966,5493.6242998012885,23369.549421468935,24525.714140062442,48394.52806763577,57905.162174422854
Tagln2,2845522.4618049758,2424821.0926028914,1753301.448542163,2383307.6121154204,2349087.1482783183,3023585.8939428194
Taldo1,4869464.835551018,5084085.032804025,5087126.331278583,5430330.589477706,4757138.285026499,10998852.616143053
Tamm41,0.0,39655.91581866486,16606.295407133282,44004.51805573544,28168.199687807893,24145.097545628072
Taok3,52680.707543695746,70736.93114606987,87876.97723977019,100360.22391396378,111426.94394165312,118562.45018919006
Tap1,72752.94446857517,198693.98803540054,205705.57946989307,532496.8722332424,531586.591387021,260902.24017779843
Tap2,35248.11588585176,78056.8795088867,152893.4619060389,160424.36437674233,116176.52078807644,127314.29579325704
Tapbp,206223.75005207438,380408.5281708371,365668.13625662535,330725.4852577082,451371.6626904838,440340.4375800167
Tapbpl,27009.714305446796,73359.26322008461,118242.75034881294,116985.71564026964,113996.4935357795,113733.25730727402
Tardbp,1147264.4523935805,2016377.007336804,1364906.3687860905,1510130.5393109045,1221696.4493917562,997969.0279021605
Tars,251198.0597124846,220182.73273095806,154751.26940284867,185657.00110525585,169567.3132928994,184406.351620782
Tars2,17460.13697177522,12724.139376077612,8085.9809058708615,19222.14382996982,27527.926856681785,22458.3983088993
Tax1bp3,501856.60265216423,729052.7055124976,622115.9167586362,1052690.565369912,1093689.2893544317,1204077.887469029
Tbc1d13,4422.226331076056,23415.696861872453,17289.396790471408,31402.687262258176,17464.923333929422,23451.887367385523
Tbc1d22a,0.0,7699.3391530605595,6487.951395325304,18428.190146079156,6732.5476143385295,18104.96514645369
Tbc1d23,0.0,0.0,0.0,2518.3053500223814,0.0,1763.1712367736184
Tbc1d30,0.0,0.0,33978.857125754,0.0,23560.514783907995,0.0
Tbca,15268.821067513738,49996.03779812371,14646.09014542105,37763.97812370481,25418.324555045674,46514.83513650565
Tbcb,115225.29152875791,144729.64585084983,1545607.5751966834,2707589.0674075563,243358.78233007243,1322578.4434188318
Tbcd,5629.754521531425,7330.382094990494,8104.50904012373,12334.174892119307,15545.879707439493,14261.880396803317
Tbl1xr1,24070.955774344562,0.0,32836.08562173659,0.0,16529.31214532237,16072.272825452534
Tbl2,71691.35146014011,150136.35911050954,142441.54336789905,156074.23462090077,139875.01674273438,134523.428072833
Tbrg4,18793.622039536123,50078.747750300965,67195.19218355288,65641.42220834042,70395.01480010345,44897.29500392644
Tbx3,0.0,3595.730464315223,15915.204285130258,8870.759551874286,6348.399723578285,5618.350636638474
Tcea1,342076.65178759757,599927.6983561483,347485.6120830335,486541.3966923577,356375.372012016,447041.38893171004
Tceb1,93534.53196137838,202919.58310295542,155369.32023051078,422952.6837976335,337485.6207104764,421242.0153288629
Tceb2,333284.81748617656,341121.9457487245,277971.15244617086,461544.9138543174,418508.2912872379,456942.55530526943
Tcerg1,9363.371351908881,5329.833215868216,19202.27696407518,9895.200241812368,16805.27042970097,9046.419016941763
Tcof1,30762.269073183044,41998.397299847085,34708.651671229636,24174.99272204277,28626.822911385498,26378.437746768563
Tcp1,713511.271462437,1006312.3060436147,749893.5267995214,913022.1560043842,850048.9028675648,892509.4462273499
Tdrd7,2760.812266990614,6815.35915567879,5617.821068463131,9718.795398408472,9116.969222651318,9488.984204175908
Tecr,15165.527969373425,108239.66709338588,22490.509811254273,159378.11605620332,173194.6986465917,126498.00838853883
Tep1,1953.0653267042603,3372.5703728075414,4951.53126161599,10623.258072680062,10017.539022707579,10061.40183642612
Tes,63662.507381040516,81315.82731271694,93899.52522749684,128263.23561409545,123736.54380846675,139971.4161886083
Tfam,125977.90244021507,243318.9266584868,190262.8961442937,193671.26340750683,198208.90038300978,131331.6758938462
Tfrc,415745.06571627763,502566.2360432415,539258.0342789035,394352.3704829591,462165.3122608847,323665.51472367375
Tgm2,673400.9733023683,1035877.9392708123,1067558.6185030974,1165734.9240903002,1095313.1232750062,1301302.546301974
Tgoln1,12871.36225218217,5010.7520302620005,39160.20876481825,30575.818567929844,37256.06268997869,21412.723656521466
Thbs1,0.0,1064.1760388027271,1203.9847444179688,0.0,0.0,23353.381142698414
Thnsl2,0.0,14986.605851030305,21948.64990158682,27816.32530006317,37012.95814483633,61995.27376080218
Thoc1,7910.105727830299,4154.551050652489,0.0,4050.830545269044,6940.033813483783,7699.016812227079
Thoc2,7882.661905319956,1045.120452400667,1598.5646109774605,3703.6404476313432,4902.494034682284,3005.6983946883324
Thoc5,0.0,0.0,0.0,15922.965870287382,8204.835721830548,5659.507301243843
Thoc6,37532.352172413346,76200.42583219515,83020.2345991827,56541.367409781284,71943.1781022018,57252.44753643942
Thop1,28541.546533512294,57725.49939272632,50540.03956513552,56964.68820709463,55488.755628948944,70617.84254618049
Thrap3,265364.4877659747,429790.029033591,367086.1149690789,306535.4162231008,281192.42341167334,251513.40897107805
Tial1,20023.12039971071,56574.44249856283,76532.42722193658,51624.491726557055,59060.70099357204,59643.176168408536
Timm10,36170.34980885653,0.0,22978.411697747957,77326.28674698886,40685.43346987222,177785.2907264722
Timm13,94656.23264483878,88888.45745075855,144343.3497659112,151632.83802236378,127919.98940120921,121999.23731852928
Timm17b,40670.75761282609,109603.16142213614,87186.5906336934,107433.07908522894,117887.17780835887,102627.4602385361
Timm22,36721.86965475215,80242.90621662846,81873.58315117385,67347.57251407778,82075.97702482047,61146.51250954243
Timm44,175375.92626901323,431613.71864309226,421950.76758262416,333558.5951386549,352355.2588602727,326920.2398011935
Timm50,492222.0500327713,750244.7891244763,895704.2570809628,642028.8025467267,694009.5596569096,601829.2766759001
Timmdc1,8270.855822202988,8085.054826155613,11291.25172423936,5592.034938130401,7289.217904728263,5171.5610938208365
Tiprl,12720.525975789411,39805.99372333841,22773.422056777174,66021.37673321062,38451.84249342777,68981.18012959698
Tjap1,0.0,0.0,0.0,0.0,8655.590435684893,3402.502458068015
Tjp1,56668.788459893774,133780.6536838946,159705.4183185091,186880.13469567086,168792.16858845827,144883.54414016282
Tjp2,211985.08131997456,259564.8417806894,307982.54278982617,351880.42919153936,401600.92454610654,360765.7481898003
Tjp3,67912.72423973506,89156.81899000362,151219.69630966778,64920.44245553573,103045.94337751575,83123.27301799365
Tkt,6759058.194760182,7486308.044761627,8065337.399109406,7931032.692892908,8206905.275406974,9245329.369891692
Tln1,58789.98766878356,69548.11591217785,65866.28409529166,99337.69887992449,90540.61472084903,91559.45301167792
Tm6sf2,185640.82467013516,1707700.271177341,2446737.4137071357,2709342.051691234,2767843.9242043956,2554291.1296742465
Tm9sf1,36600.25267617826,73741.24380065264,59613.667753507245,58329.171897689244,50720.39125433299,55842.0008067565
Tm9sf2,496787.7677439305,818227.0747115128,761538.8709916273,796992.2940380231,753090.1080752739,740444.1883155529
Tm9sf3,317849.4738274633,266283.09705675533,241316.691756237,313491.30489397363,298080.5415085368,273844.11798921064
Tm9sf4,121137.74384279677,271421.6663952477,139160.27485358625,156086.81549986702,177260.57023169228,211160.70246427093
Tmcc1,1843.19834803669,4844.036819427923,26099.587952667152,9630.34450617677,5760.111962181265,17222.710416153477
Tmco1,297532.22265992046,426229.55071062944,495433.0307688545,587719.2461535566,764314.2794747748,595480.8879911975
Tmed10,1409824.5420040833,2249962.6849542437,1935389.9900344454,2083612.673415127,1815299.4450183632,1602488.417434533
Tmed2,513655.8728227021,731527.739078666,504094.1758310313,601516.9588381888,485992.77677478915,616144.9573824762
Tmed4,549342.2145546218,798205.509854726,1012781.7024804902,860865.1779803452,921926.4609991799,747759.5289829628
Tmed5,72569.1575919198,94807.30438557126,65356.75896698796,116368.34191850941,99572.68814319275,119925.26572850945
Tmed9,514184.96991149307,746818.7268841615,599745.0159548455,475682.5842150912,549918.1600789457,571520.6274413263
Tmem115,18850.450557204542,23410.33091289788,31810.21086318047,25371.151034184975,25064.061636965165,30791.05595340899
Tmem120a,21762.501314210247,118894.00250782362,132895.35380099746,214066.31952462305,168637.9910573032,124016.4036465965
Tmem126a,0.0,35980.98696815747,34003.64532266266,73218.72431864621,100079.81580821569,59108.41117464924
Tmem14c,102688.99232621928,474090.7589466825,420212.37563696125,455156.5754664574,401059.54046353285,371405.9818005677
Tmem165,66128.1755396658,0.0,0.0,8304.871189145011,13577.362273789744,6505.202772594902
Tmem19,188314.0060715838,178677.77554121325,468494.5823386291,374674.42504376045,435277.54924267676,405523.7810916864
Tmem205,274411.5016809318,446172.79821070563,527518.4281049344,312827.82203483506,332261.32061932364,493805.412125137
Tmem214,44834.702242706975,50158.50982971785,51211.98446422119,76773.23240659299,86557.89623760304,67202.20846211784
Tmem236,18171.170692878768,389632.83624872286,564678.9088968057,775489.094577067,757569.7691231649,704069.0215685705
Tmem253,84460.49417964142,335179.57559111895,462026.73538953904,566064.0646093361,673362.0935381756,528870.8369545805
Tmem258,258456.4332883583,336253.0093518548,0.0,0.0,0.0,392962.1095694039
Tmem30a,19956.896335732057,5572.524669122987,27341.18535936344,18630.221197073835,16818.65561526608,3638.5848288315246
Tmem30b,64173.4128060675,240053.98849193947,243952.14499221032,283568.3291577848,284015.1535808598,267573.2670613895
Tmem33,35714.17376677193,79026.08979367756,58873.29634915533,191678.9635357555,134782.0130562622,90049.54884021159
Tmem41a,17128.08766888283,25593.05804541344,116467.54455268093,112227.99670808866,130451.88508336108,249737.72675701047
Tmem41b,283450.5273618358,633869.3260985949,537889.939199026,300226.1558215758,481605.987334743,458869.8348137391
Tmem43,0.0,0.0,0.0,12393.694469029137,0.0,11887.969562702528
Tmem45b,109235.63024120663,136605.08195849444,211994.46241988285,158517.8289813095,194188.26573391515,108902.63570364418
Tmf1,15710.301312271391,1875.2095526860226,8220.0516726743,3501.694856211715,7095.072194757563,21991.85332025247
Tmod3,215035.2020978402,405189.6473243241,429642.82055738993,723311.810590941,685593.3677526776,653729.9647471884
Tmpo,804402.5862868319,1056616.7061500456,1058759.5036163556,792235.5032121431,911130.8999096281,720335.6849789553
Tmprss15,0.0,0.0,2179.366581189428,2409.121049117366,3814.7297575593584,2904.960539882524
Tmprss4,12606.278293119012,45028.23168376742,45791.230176931,55097.44940181477,52861.90936033919,47740.42621144336
Tmsb4x,4156810.5661696107,3148071.3677408174,1330041.7436896807,2663264.033241404,1748038.2887730298,70929.94421670577
Tmtc3,19209.38106897543,5755.599466104482,14797.774665460613,16215.92009357799,13042.549975689455,50516.10334387984
Tmub1,4028.376053828288,0.0,8005.444709627177,23211.387551226355,14796.675866484331,26468.943690071093
Tmx1,222651.30862253238,450590.9758557459,501143.7957529159,457469.3126259536,480560.46740808606,457555.81188258034
