gene,V1,V2,V3,V4,V5,V6
Pgm1,28.911633131111618,21.759527741322028,21.253492212454073,25.613182922701064,47.18478653865402,184.7873072916146
Pgm2,29.600005348519037,29.85609620320929,23.753903060978086,18.528685518549707,6.508246419124693,4.722998269434238
Pgm2l1,2.0651166522222586,0.0,2.500410848524009,0.27248066939043686,0.0,0.0
Pgm3,28.911633131111618,25.301776443397706,26.254313909502095,19.891088865501892,19.117973856178786,10.036371322547756
Pgp,133.88839628574308,92.6045017828356,62.51027121310023,49.046520490278624,34.16829370040464,12.397870457264878
Pgrmc1,201.0046874829665,294.5126778011493,298.79909639861904,225.88647492467214,129.75816298129857,74.97759752726854
Pgrmc2,69.86978006685307,88.05018202302404,70.01150375867223,43.05194576368903,30.100639688451704,8.855621755189198
Pgs1,12.73488602203726,6.578461875283405,6.251027121310022,3.814729371466116,2.44059240717176,1.1807495673585595
Phactr4,21.33953873963,15.181065866038624,23.753903060978086,16.62132083281665,19.117973856178786,14.759369591981995
Phb,75.37675780611244,20.241421154718164,10.001643394096035,4.35969071024699,2.8473578083670534,1.1807495673585595
Phb2,301.162845115746,111.32781635094992,47.50780612195617,36.2399290289281,15.863850646616438,5.903747836792799
Phf5a,87.07908550203857,43.0130199537761,52.50862781900419,26.703105600262813,13.830023640639972,11.807495673585597
Phgdh,0.34418610870370975,0.5060355288679541,0.0,0.0,0.0,0.0
Phyh,57.134894044815816,93.11053731170358,93.76540681965034,88.28373688250154,56.54039076614577,31.880238318681112
Pi4ka,16.176747109074356,14.168994808302717,21.253492212454073,13.351552800131406,8.54207342510116,4.132623485754959
Picalm,124.2511852420392,132.07527303453605,137.52259666882048,106.53994173166082,70.37041440678574,66.12197577207934
Pigr,1985.2654750029976,1971.0083849406815,1650.2711600258456,1016.6253774957199,336.3949867885076,97.41183930708118
Pigs,25.813958152778227,15.68710139490658,7.501232545572027,7.901939412322669,4.88118481434352,1.1807495673585595
Pigt,85.35815495852,53.133730531135186,33.75554645507412,27.24806693904369,15.863850646616438,4.132623485754959
Pik3c2a,35.79535530518581,41.49491336717224,42.50698442490815,32.69768032685243,26.439751077694066,25.386115698209032
Pipox,19.618608196111452,12.650888221698853,10.001643394096035,1.6348840163426213,0.4067654011952933,0.0
Pitpna,323.1907560727834,270.2229724154875,246.29046857961487,178.2023577813457,149.68966763986793,109.21933498066679
Pitpnb,27.879074805000485,11.638817163962948,16.252670515406056,11.716668783788785,9.355604227491746,4.722998269434238
Pitrm1,4.474419413148226,0.0,0.0,0.0,0.0,0.0
