gene,"mRNA (scaled to molecules/cell), V1","mRNA (scaled to molecules/cell), V2","mRNA (scaled to molecules/cell), V3","mRNA (scaled to molecules/cell), V4","mRNA (scaled to molecules/cell), V5","mRNA (scaled to molecules/cell), V6","protein (scaled to molecules/cell), V1","protein (scaled to molecules/cell), V2","protein (scaled to molecules/cell), V3","protein (scaled to molecules/cell), V4","protein (scaled to molecules/cell), V5","protein (scaled to molecules/cell), V6","protein SEM (scaled to molecules/cell), V1","protein SEM (scaled to molecules/cell), V2","protein SEM (scaled to molecules/cell), V3","protein SEM (scaled to molecules/cell), V4","protein SEM (scaled to molecules/cell), V5","protein SEM (scaled to molecules/cell), V6","mRNA (mean-normalized), V1","mRNA (mean-normalized), V2","mRNA (mean-normalized), V3","mRNA (mean-normalized), V4","mRNA (mean-normalized), V5","mRNA (mean-normalized), V6","protein (mean-normalized), V1","protein (mean-normalized), V2","protein (mean-normalized), V3","protein (mean-normalized), V4","protein (mean-normalized), V5","protein (mean-normalized), V6","protein SEM (mean-normalized), V1","protein SEM (mean-normalized), V2","protein SEM (mean-normalized), V3","protein SEM (mean-normalized), V4","protein SEM (mean-normalized), V5","protein SEM (mean-normalized), V6","protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6",beta MAP (proteins/(mRNA*hour)),delta MAP (1/hour),half life MAP (hours),beta HDI68 lower bound (proteins/(mRNA*hour)),beta HDI68 upper bound (proteins/(mRNA*hour)),delta HDI68 lower bound (1/hour),delta HDI68 upper bound (1/hour),filter1_pval>0.05,filter2_confidence_intervals<4fold,filter_passed_both
Bag1,259.17213985389344,154.340836304726,85.0139688498163,62.39807329041004,40.676540119529335,25.386115698209032,46925.15083561089,47237.6350929326,52478.13332533752,58108.793010177644,62301.719015023984,62943.955118030586,26885.11725403341,16794.136396418537,4738.064858674269,13655.12098708596,18536.92447073522,14740.895217780726,2.480164927188366,1.4769748370781595,0.8135467955053469,0.597122487726681,0.38925683995471155,0.24293411254673555,0.8531964888589374,0.8588781002426614,0.95416121840296,1.0565382803306849,1.1327743644279444,1.144451547736812,0.4888271478137598,0.305352203491875,0.08614783819381998,0.24827839812257596,0.33703970239925835,0.2680200237716356,0.5301046857461964,0.922250815424524,1.0952297237599975,1.155938976884965,1.1641445416348255,1.1323312565494903,29155.35010062273,50723.085698511415,60236.792647630675,63575.7548881063,64027.05463981242,62277.34842242964,10.273602288434343,0.004770909299751044,145.28617858992104,3.9688668464254713,35.589699094636565,0.00236365429450899,0.011103596499645685,True,True,True
Bag3,22.716283174444843,22.265563270189986,15.002465091144051,9.809304098055726,13.016492838249386,20.072742645095516,0.0,0.0,0.0,2203.025719087894,2185.989180761586,0.0,227.34123852184698,332.04967206656016,358.331622888132,2203.025719087894,2185.989180761586,366.9998416895126,1.3247853997692127,1.2984999751706172,0.874925116959881,0.5720664226276144,0.7591056836143146,1.1706174018583595,0.0,0.0,0.0,3.0116448943886422,2.9883551056113578,0.0,0.3107866941116699,0.45392829094011194,0.4898570149311923,3.0116448943886422,2.9883551056113578,0.5017068978764672,0.0,0.7118899784388283,1.1332996375044435,1.2620359712359852,1.335517018948995,1.5572573938717489,0.0,520.7492870702571,829.0114991668361,923.1824469834579,976.9340158616167,1139.1376507673124,98.24924325450209,0.01360531020122958,50.94681196591181,20.40770766225845,438.95987675532166,0.006039860236072803,0.04250382410618842,False,False,False
Bag4,25.46977204407452,19.229350096982262,22.50369763671608,16.893801502207086,4.474419413148227,1.7711243510378396,0.0,0.0,0.0,8962.584101679702,6201.307034941601,8187.3180031443735,1208.4148801469935,1764.9845108704349,1904.6842004585465,8962.584101679702,6201.307034941601,8187.3180031443735,1.6915537964995409,1.2771013460380223,1.4945644235367566,1.121987822227736,0.29716485614181126,0.11762775555613361,0.0,0.0,0.0,2.3029002176380593,1.5934010948618047,2.1036986875001364,0.3104973809914975,0.45350572648457194,0.489401004219945,2.3029002176380593,1.5934010948618047,2.1036986875001364,0.0,0.573858727222949,1.044071190322664,1.4260622717586218,1.5287790756440889,1.4272287350516777,0.0,2233.3825260104704,4063.3874536714366,5550.046392360821,5949.806653977128,5554.586113745821,96.49650152936502,0.006572226009394366,105.46612054563522,20.733444838832256,446.5938479940713,0.0028928105062805123,0.0235278728008817,True,False,False
Bag6,35.795355305185815,23.783669856793853,25.00410848524009,18.256204849159264,16.270616047811732,11.807495673585596,0.0,2721.0206612497163,0.0,4041.44249820592,3484.101941569389,6253.791686489762,690.4713851903673,2721.0206612497163,1088.3099503713863,4041.4424982059254,2620.681498262536,3680.1811768390526,1.640515694995964,1.0900152646066936,1.1459484634162982,0.8366892947635662,0.7456889522708926,0.5411423299465852,0.0,0.9894406634801786,0.0,1.4695836763713852,1.2669187653708243,2.274056894777612,0.25107507458729195,0.9894406634801786,0.3957405155729252,1.4695836763713872,0.952954484079584,1.338218763714386,0.0,0.5989812011801959,1.0136112182481674,1.3162024972741009,1.4920573209493917,1.5791477623481436,0.0,1647.2339214145675,2787.491124153713,3619.635134940104,4103.246357181403,4342.750249824996,97.0573616096665,0.007313857818485702,94.77176037084325,20.898758732776447,467.79796575604655,0.003311306599232561,0.028955609209849967,True,False,False
Baiap2l1,81.2279216540755,68.31479639717381,60.009860364576205,54.496133878087385,40.269774718334034,57.266354016890155,138496.50355708058,502949.1045436724,608789.8514154722,652999.3334924796,696542.9371143979,666474.6830842423,20239.246936017844,160937.62477754476,123280.81869531328,100814.42429750582,104281.73919826736,140630.776178934,1.3478649396288718,1.1335894978794572,0.9957805785294055,0.9042879185363194,0.6682211776973642,0.9502558877285822,0.25441359583305784,0.9239012315948859,1.1183272590087339,1.1995386471395035,1.2795268380934781,1.2242924283303398,0.03717884175915898,0.29563720940876637,0.2264628750616169,0.18519283547686918,0.19156218076091616,0.25833418558274773,0.2592362110643203,0.8108288780389474,1.1058175744681549,1.253185443898557,1.2698176851059604,1.3011142074240598,141121.8166632608,441395.2965988194,601979.8868622839,682203.3300549968,691257.5130517847,708294.5699761997,281.2298388449641,0.018898770469680626,36.676839991890695,176.12979915222897,375.27273990276296,0.008678252022664916,0.0519856903851979,True,True,True
Baiap2l2,109.4511825677797,56.67597923321087,40.00657357638414,25.613182922701068,20.74503546095996,7.0844974041513575,0.0,0.0,3594.1222372940883,0.0,6212.925994425168,0.0,511.1068744141986,746.5115926334247,3594.1222372940883,820.4293620548225,6212.925994425168,825.0863029340227,2.5299178429277793,1.310041314891324,0.9247350458056404,0.5920379019220406,0.4795127300918004,0.16375516436141546,0.0,0.0,2.198901536347808,0.0,3.801098463652192,0.0,0.3126976817108591,0.4567194378950587,2.198901536347808,0.5019426901978198,3.801098463652192,0.5047918293694645,0.0,0.9706540878980208,1.2919270770366322,1.3475052623217474,1.27734897621669,1.1125645965269095,0.0,1586.541909388559,2111.6651927270555,2202.508183347481,2087.8371697490484,1818.4957765071126,97.31498019680758,0.015346117516003913,45.167592378794645,22.447105823840623,488.6605653219103,0.007193985188459741,0.0439931656012188,False,False,False
Bak1,121.84188248111325,97.1588215426472,75.01232545572026,81.1992394783502,61.42157558048929,48.410732261700936,485612.0302724671,870364.0373295022,994365.8483374248,1164899.1127217677,1238407.4401963365,1131060.5842886036,41438.396960456565,66164.41765581473,177091.18915160888,16123.3615258542,154242.04459035228,196970.9703371296,1.5071837308431228,1.2018543390419738,0.9279022470544649,1.0044343554653676,0.7597847107460324,0.5988406168490388,0.4951259536063361,0.8874158733786699,1.0138470799732882,1.1877213662065271,1.2626698404410548,1.1532198863941243,0.04225024202850196,0.06746068537112301,0.18056069132960637,0.016439244197367017,0.15726389515337985,0.20082994950972916,0.4771470685196367,0.8914719991207011,1.0780849615072496,1.1784549950389651,1.2146147721415756,1.1602262036718725,467978.6122999382,874342.2239753072,1057369.3888403964,1155810.796338507,1191275.7576177532,1137932.2740741998,307.6845541123677,0.016300641487319828,42.52269342277973,248.47208411501762,371.2880365641756,0.01152350714492092,0.027460248441137803,True,True,True
Banf1,152.8186322644471,55.66390817547496,57.50944951605221,28.065508947214997,16.270616047811732,4.132623485754959,100389.22496180504,119874.51771554573,108024.21096845488,251325.332386222,211819.48512061214,226853.93238222424,86939.61908315403,69584.33165793036,58118.78206731237,115913.26314804178,48518.71013211785,33838.01853119302,2.9158228087386213,1.0620831418037906,1.0972965935641301,0.5354978638045685,0.31044796489436594,0.07885162719452384,0.5915184276490041,0.7063306471512313,0.6365056752295482,1.480871731981427,1.2480933967927033,1.3366801211960866,0.5122699851506648,0.41000828990328425,0.34245040340147687,0.6829899442602698,0.2858843779282836,0.19938207037602437,0.2877984602184221,0.8685922198271296,1.1171613411697583,1.258673490758632,1.265874189229263,1.2019002987967948,48843.557556371125,147412.65137396628,189598.42323605678,213615.0799552212,214837.14254002253,203979.84887322606,112.54656887043859,0.005343264492610431,129.7235391432609,40.62487104141287,395.83092694323113,0.0026291507862867837,0.014243375863612809,True,True,True
Bax,67.80466341463081,32.386273847549056,27.504519333764094,15.803878824645338,8.135308023905866,8.855621755189198,449619.2579247917,466182.7043090503,604019.2404862597,437046.65429400624,462229.2131985431,533401.8122986231,52844.03107419434,104697.97767253744,95832.62385344096,86888.0326772478,96978.60231745586,26793.83197530789,2.53490752215783,1.2107752631819846,1.0282686977758768,0.590835044293132,0.30414211156485266,0.331071361026324,0.9137058657425078,0.9473657187213588,1.2274739422881795,0.8881561111832272,0.9393315254474677,1.0839668366172592,0.10738841878086819,0.21276481076968737,0.19474884360720843,0.1765718521187268,0.19707767455946304,0.05444980616389225,0.8250822444237419,0.9824087898532172,1.046009330398581,1.0706749795342287,1.053260878247734,1.0225637775424972,406009.0674401653,483426.80903514614,514723.56318302936,526861.1134345985,518291.92766987963,503186.401748455,122.95081866049064,0.003388559867314857,204.55509352095496,63.117561383586924,177.3097968282784,0.0015695507196247572,0.006839619755443465,True,True,True
Baz1b,22.716283174444843,12.650888221698851,15.002465091144051,10.081784767446162,6.101481017929399,1.7711243510378396,3483.4800053594554,4106.8386575060795,4952.323284962629,2474.9445746153456,4055.916045448784,5410.034881120428,3016.7821782164337,4106.8386575060795,3114.068389379533,1493.0828156838015,2420.886741827182,3137.854469197617,1.9948721669660534,1.1109610056832049,1.317469051445495,0.8853504629906157,0.5358127721189813,0.15553454079564874,0.8536707604317015,1.0064326691496985,1.2136293528521127,0.6065164185778584,0.9939534400766917,1.3257973589119367,0.7393005650018314,1.0064326691496985,0.7631417794584512,0.365898796804138,0.5932688640770255,0.7689708586593516,0.5538890729157331,0.9854097550324608,1.1651446352221395,1.238132978797036,1.136123143546392,0.9213004144862394,2260.193976555215,4021.052773326618,4754.477051662921,5052.312525539151,4636.0522552846915,3759.4488666441307,13.495960453091842,0.018934094384944145,36.60841477113985,6.202662622533678,132.1873919376646,0.005206535610725475,0.11442591868969162,True,False,False
Bcap31,108.76281035037228,101.20710577359085,81.26335257703029,48.50155915149775,24.81268947291289,17.711243510378395,1438206.9719193839,2687376.323025716,2595117.6223833216,2723446.505347073,2879697.2867618445,2647805.825578866,516532.6869018444,948320.3081048359,641242.8780553248,544116.8827610033,810621.9215313655,758940.5045347625,1.7071599894150742,1.5885643361419657,1.2755237169610487,0.7612889087818802,0.38946428987518805,0.27799875882484393,0.576372111500595,1.0769859943258984,1.0400126357399695,1.09144138743182,1.1540600470309044,1.0611278239708124,0.2070043055147835,0.3800463973775792,0.2569828396230185,0.2180588766035131,0.3248627476184227,0.3041510364243648,0.6723761756474718,0.932749031299648,1.1057995899259505,1.161205373326927,1.1112924555892325,1.016577374210771,1677763.5216441038,2327465.422248871,2759274.170355926,2897526.841472296,2772980.3812136673,2536640.198081344,416.6734222079808,0.008522170286402298,81.33458464986421,208.54132929726777,863.8154155800079,0.003345255947637361,0.024669879927907614,True,True,True
Bcar1,25.46977204407452,20.241421154718164,25.00410848524009,24.52326024513931,32.13446669442817,44.868483559625275,0.0,0.0,2567.609576261113,12719.184731641391,7331.987218859807,15135.354194539397,1203.1327844513467,1757.2695966957453,2567.609576261113,7567.6253267308375,4271.508123284412,8790.13690210287,0.8872346179931531,0.7051060188040823,0.8710133173462193,0.8542630612434071,1.1193979762640887,1.5629850083490495,0.0,0.0,0.4080521819196213,2.021370822873577,1.1652213054989267,2.4053556897078745,0.19120545521149557,0.2792705323201328,0.4080521819196213,1.2026696173252909,0.6788408276353682,1.3969548078638623,0.0,0.4384304758147515,0.8092849268346527,1.1644014966229728,1.5370139492207828,2.0508691515068405,0.0,2758.7606147108368,5092.308827486534,7326.8286895984265,9671.438874069228,12904.79871543669,97.19464718465359,0.008454845486993883,81.98224102690178,19.27725991862189,406.1508242339962,0.0037554103211465055,0.036005443715177575,True,False,False
Bcas2,38.204658066111776,21.253492212454073,17.502875939668062,7.3569780735417964,3.66088861075764,1.7711243510378396,0.0,91170.49245418467,73829.11974054022,42262.55976247545,57360.71337744484,54326.72608400072,17067.98252955083,91170.49245418503,73829.11974054022,42262.55976247545,57360.71337744484,54326.72608400072,2.554071357435306,1.4208460028975687,1.1701084729744684,0.49183130869531233,0.24473902442254775,0.1184038335747974,0.0,1.7150764106343377,1.388854861659646,0.7950326618897037,1.0790553364648152,1.021980729351497,0.3210786014813065,1.7150764106343446,1.388854861659646,0.7950326618897037,1.0790553364648152,1.021980729351497,0.0,0.9898287596376748,1.3771867586919626,1.4207655996177904,1.2244634405671289,0.9877554414854433,0.0,52617.583042906124,73208.86358928433,75525.43931917897,65090.356427537336,52507.36903973919,98.17245461374873,0.016172233247776717,42.8603254689785,23.125051380575414,478.7427287992646,0.0058351422136725,0.10512518511134533,True,False,False
Bche,159.7023544385213,109.80970976434608,43.75718984917015,30.24535430233849,11.389431233468216,6.49412262047208,35994.62467324632,165240.43687924847,317393.2157632726,232458.68918853215,207728.85449992394,191479.57362821163,7589.5988357236365,41579.911981575526,35162.9433754685,35395.81574961131,37802.099225981314,30429.667657009628,2.651408409981886,1.823081375290168,0.7264650641573722,0.5021390388516342,0.18908947124478975,0.10781664047414971,0.18774981543631072,0.8619026259705194,1.6555393540353638,1.212516490667922,1.0835243997458661,0.9987673141440173,0.03958773826864957,0.2168829615884637,0.18341172296897415,0.18462639726166166,0.19717769575906496,0.15872271313439332,0.18385253678292127,1.0821721536291309,1.3594801736582292,1.2999211012307803,1.1394732203728115,0.9351008143261272,35247.454392147454,207469.60741984216,260633.96380886066,249215.5426885484,218455.13295030585,179273.69337273066,81.81489131110384,0.01388106376720842,49.93473066505061,58.998408210288936,108.19090490899984,0.009968508705772771,0.023366541965117508,True,True,True
Bckdha,15.488374891666934,12.650888221698851,18.753081363930065,6.539536065370486,2.0338270059764665,1.7711243510378396,0.0,9554.38811899587,0.0,4734.5374251333915,0.0,3811.4386435752804,987.6697608565797,9554.38811899587,1556.749275170599,4734.5374251333915,1592.6022192525004,3811.4386435752804,1.6236092436576686,1.326162312114564,1.9658406038404126,0.6855239028776826,0.2132012138136333,0.185662723696039,0.0,3.1671367558955863,0.0,1.569428341673765,0.0,1.2634349024306477,0.32739775308858055,3.1671367558955863,0.5160391003275244,1.569428341673765,0.5279238150360569,1.2634349024306477,0.0,0.6276490243265836,1.2115282875141449,1.5279800892074469,1.4138333938480632,1.219009205103761,0.0,1893.4459870614319,3654.850537952007,4609.499347702678,4265.149888231375,3677.418426757051,96.19997001121699,0.011485329000452514,60.35065957036458,21.777794125392838,485.90035574755984,0.004539076696583618,0.05059979860209986,False,False,False
Bcl2l1,16.52093321777807,16.69917245264249,22.50369763671608,17.438762840987962,13.016492838249386,18.891993077736952,11460.893260760195,12672.07114079259,14209.066578943413,13433.287971162425,13942.588284297084,14618.940165221047,9925.424713880197,12672.07114079259,14209.066578943413,13433.287971162425,13942.588284297084,14618.940165221047,0.9434149307478638,0.9535931424263191,1.2850559994194246,0.9958268713449674,0.7432966121043774,1.0788124439570475,0.8559628836462644,0.9464203451384354,1.0612116635337583,1.0032722273066683,1.0413095909531187,1.0918232894217537,0.7412856019342484,0.9464203451384354,1.0612116635337583,1.0032722273066683,1.0413095909531187,1.0918232894217537,0.4793082277178705,0.763756032928808,1.040195090858556,1.2277380983851724,1.2297840535613611,1.2592184965482314,6417.685324716507,10226.291978188296,13927.66571362617,16438.76804309676,16466.162307893283,16860.27403365575,39.77623592263646,0.020332978613031072,34.08980030676463,16.455806720192818,285.36491597178934,0.0061473650358433276,0.10416495989353723,True,False,False
Bcl2l13,17.209305435185485,8.096568461887266,6.251027121310022,2.1798453551234953,2.0338270059764665,1.1807495673585595,80693.828436201,83954.61695958936,121296.94428125295,100529.70157428057,108777.01270660435,105132.40020583557,8411.48973305852,5665.671164558194,14423.989420982849,7810.59686469621,8207.499086187232,7778.497057701324,2.7943744466106994,1.3146866444054148,1.0150154239894749,0.3539540965706887,0.3302442527812645,0.1917251356424563,0.8064214969897747,0.839008499160293,1.2121926209624565,1.0046531935160632,1.0870734865961877,1.050650702775225,0.08406102763868964,0.05662042699569206,0.14414751867461748,0.0780559472524203,0.0820224275869903,0.07773515475922033,0.7510122863118982,0.9657582325754016,1.060355645829307,1.0906303170906892,1.077427063409044,1.0548164547836605,75149.35652304394,96637.7129344759,106103.51644307935,109132.92369207699,107811.75220624317,105549.24236484453,115.16582722228571,0.0027170291461315445,255.11216232142203,74.23994289270756,149.7534329612263,0.0014366747124408632,0.005702321453891637,True,True,True
Bcl2l15,23.40465539185226,4.048284230943633,0.0,0.0,0.0,0.0,0.0,39577.28757551232,18372.402617939562,58922.96050250376,45351.71612706116,57308.52651034246,5473.28391092546,24943.19230629057,18372.402617939562,22405.493550980733,17317.661412808604,19771.68228496674,5.115223880597014,0.884776119402985,0.0,0.0,0.0,0.0,0.0,1.0816772003842121,0.5021316579663856,1.6104090719479462,1.2394966997003463,1.5662853700011097,0.14958898854253191,0.681716309411943,0.5021316579663856,0.612359083254776,0.4733047831655509,0.5403750294934683,0.0,1.2923051104690348,1.3589209908492603,1.2295774096088332,1.112544862009189,1.006651627063683,0.0,47283.91332845895,49721.309488762265,44988.781051460704,40706.69875334002,36832.19071133735,97.73964380391304,0.005209399464373393,133.05702227297323,23.086830331196374,497.20934316968595,0.002605033883835249,0.015585797787015347,True,False,False
Bclaf1,33.38605254425984,15.68710139490658,13.752259666882047,9.536823428665288,7.321777221515281,5.9037478367928,49459.720389866605,76324.43173885238,75602.82105624051,81584.48493820571,101173.55826113342,73842.60951840514,34510.391462249805,25224.369267076563,14457.251172024322,36837.46507205408,19508.47902023971,32648.779351143927,2.3404784792461735,1.0997204047366196,0.9640812656324822,0.6685645140458355,0.513282065739086,0.4138732705998031,0.6479614416531068,0.9999104004840556,0.9904567300117643,1.0688212561734727,1.3254536044949001,0.9673965671827014,0.45211341325079335,0.33045918064740865,0.18940142075055535,0.4825999174031826,0.2555764992356036,0.42772482274112705,0.5541083099886054,0.9627581183080304,1.104716660023377,1.1585020400881525,1.1373935362871732,1.0825213353046612,42295.7915641068,73488.5508204082,84324.42673654514,88429.93315723531,86818.69423354053,82630.22939086774,105.25190505605819,0.009584034979355116,72.32310629636133,39.912080256815074,293.75725283802865,0.004258756311414359,0.026034471087622968,True,True,True
Bco2,33.38605254425984,23.27763432792589,26.25431390950209,10.081784767446162,1.6270616047811732,2.361499134717119,5488.973996898189,75532.68188370277,98254.64509476717,120420.94356343224,83546.48793667466,85869.71070526805,4753.5909220260355,22623.495897881854,17086.062630923523,16975.27334520648,6563.696204296976,17463.919590729158,2.0653647879450188,1.4400266765237668,1.6241733103503353,0.623690483644909,0.10065507870022584,0.14608966283574443,0.07020443447130158,0.9660692906803061,1.2566850921419146,1.5401938952796412,1.0685665373842461,1.0982807500425895,0.06079882371046707,0.2893563963269156,0.2185321637564817,0.21711515956705763,0.08395022099293886,0.2233649857354509,0.09085843088767448,0.9636459670022868,1.4353297465671988,1.5095646720929667,1.169055405598002,0.8315457778518722,7103.818559286094,75343.21293127991,112222.079918647,118026.18017159018,91403.26776485649,65014.88383508353,124.66330704129936,0.022001099750120497,31.505115127535795,65.3932862388549,322.24204423703867,0.01748816102737999,0.03338487846069889,True,True,True
Bcs1l,5.506977739259356,2.0241421154718164,2.5004108485240093,0.8174420081713106,0.0,0.0,19103.414405143016,20222.22104228781,12962.427139122117,25089.57039661877,32029.844124244137,25577.198496926867,16544.042173875434,13303.72998353398,7772.303198004073,14486.001748186338,18782.688120761817,15212.714829946122,3.045621674460971,1.1194472523688388,1.3828466058673896,0.4520844673028004,0.0,0.0,0.8491370292048954,0.8988674137305059,0.5761732766073377,1.1152186105995985,1.4237102388478982,1.1368934310097643,0.7353742385854879,0.5913440140062525,0.3454749139429286,0.6438953910877997,0.8348809094070619,0.6761974170106477,0.8779534021385021,1.0674982797047368,1.1123288666531872,1.0995728462579448,0.9866780956616422,0.8559685095839867,19751.70919723246,24015.9848323563,25024.558538421108,24737.58065924541,22197.737111466235,19257.105265621198,99.8375677680238,0.007401575456314443,93.64860017317076,28.82343057696108,385.5739145143983,0.0033364968820657178,0.025132423386072997,True,True,True
Bdh1,73.65582726259387,35.42248702075679,41.25677900064615,18.801166187940144,8.135308023905866,4.132623485754959,309543.0128399276,1034190.9355036154,735344.6970736001,1203078.3448481937,812900.115779425,702521.2290259193,54719.07808539163,230714.480744487,201757.74949106426,314456.09556599485,177368.94732072492,124805.29058364384,2.436189380103101,1.1716097680791784,1.3645807887039845,0.6218544153651024,0.26907784147273,0.13668780627590416,0.38712407538254473,1.2933912027369272,0.9196448446060859,1.5046070256574173,1.0166380523737073,0.8785947992433178,0.06843337316919763,0.28853867259397814,0.2523244879811954,0.39326852874996826,0.22182309690388222,0.15608536040523677,0.4083731130154581,1.0104297974600325,1.2494534725510011,1.3033530690054174,1.1263894580142924,0.9020010899537992,326533.6666047221,807936.0175673512,999058.4850982522,1042156.4078013788,900656.943436896,721236.8145620812,612.5941953116277,0.016422935818757537,42.206045752688375,405.6946812585399,827.784487447693,0.010782728340805592,0.031465657013866215,True,True,True
Bet1l,23.40465539185226,19.73538562585021,18.753081363930065,15.258917485864465,15.457085245421146,17.711243510378395,0.0,0.0,34001.26541415226,16375.995189558427,25835.827272837963,24587.767511897884,5252.266671211078,7671.3465498876785,34001.26541415226,16375.995189558427,25835.827272837963,24587.767511897884,1.272910289401074,1.0733495113620926,1.019924875049952,0.8298875906389356,0.8406653515563243,0.9632623819916215,0.0,0.0,2.0238676715465274,0.9747533466726149,1.537833811426119,1.463545170354738,0.31263226790909204,0.45662389591786795,2.0238676715465274,0.9747533466726149,1.537833811426119,1.463545170354738,0.0,0.5868743252635771,1.0046132645793202,1.2840393476681249,1.4692867908923042,1.655186271596674,0.0,9859.57233201433,16877.64606736254,21572.044099561645,24684.22755548164,27807.36533402639,97.02329477231608,0.010473102778524292,66.18355564897959,23.56869734656868,494.8181273320368,0.004398670304056917,0.04724264199050409,True,False,False
Birc6,65.05117454500113,37.95266466509656,32.50534103081211,22.343414890015826,13.423258239444678,5.313373053113518,0.0,629.474666145459,581.5992161686432,344.4901389219927,1672.024010121797,521.0259355403962,197.85459037817054,629.474666145459,581.5992161686432,344.4901389219927,1672.024010121797,521.0259355403962,2.210254018181154,1.2895236736837328,1.104439099343244,0.7591657319943207,0.45608416248182543,0.18053331431572256,0.0,1.0075318585012443,0.9309028157677308,0.5513880201546074,2.676227573529442,0.8339497320469754,0.3166843939524899,1.0075318585012443,0.9309028157677308,0.5513880201546074,2.676227573529442,0.8339497320469754,0.0,0.8604995648017411,1.2401058843163597,1.3912250797241956,1.3437762118654006,1.164393259292302,0.0,537.6134478542841,774.7797063968433,869.194294158884,839.5497126973855,727.4768057908907,98.65219999987914,0.014915433842467046,46.47180818746451,18.81224725337823,397.62268042667716,0.0053640839168419005,0.09595301989228476,True,False,False
Blmh,24.093027609259682,18.723314568114304,10.001643394096037,6.267055395980048,5.287950215538814,0.5903747836792798,8406.479210979152,16457.012540261836,13549.632321548066,17335.328032261183,15320.753676284869,19473.03109934316,7280.224553093706,10145.164178264211,8048.3406033927295,10166.395301473583,8897.332206291903,11473.533831449293,2.2252259177846323,1.7292805835572918,0.9237492465425281,0.5788236464713596,0.4883937403968868,0.054526865247301985,0.5570756478255132,1.0905636821376412,0.8978991101846454,1.1487673794788174,1.0152667442803804,1.2904274360930028,0.4824416628465676,0.6722938063680107,0.5333427280352678,0.6737007380238313,0.5896032070436243,0.7603214296485588,0.3662714471987116,0.9992194002165614,1.2506428290860514,1.2398099707089552,1.1542018372276268,0.9898545155620941,5527.172689149098,15078.59327169619,18872.666547371813,18709.194675826166,17417.33602572964,14937.273670905357,45.49510812534667,0.013278144484608108,52.20211162511709,15.975625151802726,228.33180779159485,0.005155309042290356,0.04833156562633669,True,False,False
Blvra,20.306980413518875,9.614675048491131,10.001643394096037,7.0844974041513575,2.847357808367053,1.1807495673585595,291193.3933972722,313010.5646107608,369711.1369956633,308402.3614759059,375580.24540792994,373579.0752071492,47161.04127474126,1923.3805043785605,43225.20240519788,35891.23584814055,7201.53555582875,17176.326897213563,2.3873758236977367,1.130342487955355,1.175836148461298,0.8328839384934192,0.33474761164328815,0.1388139897489032,0.860044466214542,0.924481839438243,1.0919479104981138,0.91087143585358,1.109282418512506,1.1033719294830149,0.1392909093714239,0.0056807358845498155,0.12766634467862276,0.10600535409359818,0.021269853449552203,0.05073056337403464,0.7466919995535958,0.9258946644400212,1.0229759644043577,1.0970062806683771,1.115901746136551,1.0915293447970984,252814.576122587,313488.9181409626,346358.65253558126,371423.79725080304,377821.4137993013,369569.4192454465,299.76451999675135,0.00254827451820022,272.0064795254073,199.7803620504266,354.4045386424401,0.0013129523211880428,0.005372503453123513,True,True,True
Blvrb,62.98605789277888,32.386273847549056,26.25431390950209,13.079072130740972,7.321777221515281,4.722998269434238,0.0,40338.930330388284,0.0,45262.680715367824,0.0,37462.45918349484,6585.20196849237,40338.930330388284,10379.489985004337,45262.680715367824,10618.536361942735,37462.45918349484,2.5752305081349562,1.3241362175578122,1.0734266028363884,0.5347473186291167,0.2993561544478787,0.19310319839384762,0.0,1.9667282378313622,0.0,2.2067861381985754,0.0,1.8264856239700626,0.3210621242849389,1.9667282378313622,0.5060529835719955,2.2067861381985754,0.517707711543844,1.8264856239700626,0.0,0.9015641610880106,1.2755587160724815,1.3854597094328707,1.2943318939981387,1.1430855194084977,0.0,18491.69253938511,26162.57456937951,28416.7184969074,26547.625183824388,23445.459439754522,96.20088248787148,0.011960348150898987,57.95376286833637,20.929715858711525,450.0246996204349,0.0042394309741906715,0.09107812803302226,False,False,False
Bnip1,18.930235978704037,8.096568461887266,7.501232545572027,4.904652049027863,1.22029620358588,1.1807495673585595,78103.20046043662,288060.7212387387,264726.55631598143,113661.6754988157,29373.982758972114,67750.49613268365,62466.79293128625,112211.55797028114,127392.84999858994,21328.18260307436,17072.250743796805,33864.644450276304,2.7150675501142576,1.161249670784799,1.0758636655800347,0.7034493198023303,0.1750208833957951,0.16934891032278318,0.556768698001323,2.053477857039381,1.8871372647665625,0.810251855328013,0.20939620962281352,0.48296811524190736,0.4453025582003924,0.7999145062366647,0.9081362967234832,0.1520406896086598,0.12170173261197915,0.24140846838163824,1.3280613137048007,1.7567650116283835,1.271016060973588,0.9502159304250782,0.4683708645565918,0.2255708187115572,186299.69569120853,246438.00981923536,178297.41965561933,133295.75739639346,65702.80199948412,31642.947843687318,908.6327075786174,0.10025241463755212,6.914019807561914,231.45044135682159,3148.631200887513,0.04142838311264221,0.25563940412410463,True,True,True
