,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Eno1,634.9026013860099,1170.4832434995074,473.8336497116868,1596.9933428819031,918.799216781159,637.2733630086686,860.574810211182,1175.035909259809,0.0029526038533796498,0.009425111309404243,0.0014766763081410829,0.014831722726334408,0.006118338142574851,0.0026304569865777437,0.0050168733517064424,0.008558088964291008,8274906.228103748,13309110.06032458,16766569.832756413,19190653.48808533,19628726.82500901,18863458.48706412,10245757.784540914,14527192.363528945,17887657.651848465,20148087.732689515,20775720.918144774,21082617.20256608,7229362.660246477,12717375.662336065,16577575.970479716,18776018.16321602,19022458.83501388,17577588.45787417,11489664.318805901,15065330.205905795,18687246.451274823,20676084.899546146,21273170.19048992,21829897.875310365,0.616,0.5562559965273276,0.8309751745997045,1.0547710884400456,1.1802713322098826,1.2057120001861403,1.1720144080368988,9323599.788664294,13928263.264848156,17679384.237947147,19782937.374622922,20209357.2389439,19644540.203257836
Enpep,136.53673567403845,257.7823621296787,110.67487601611617,414.21555352825413,188.9232726618285,147.69544843481196,198.35516658628413,283.5072784259561,0.004898092811945353,0.009721802803973893,0.0028449647090179296,0.011884988434804782,0.0067623527323464085,0.004230688773936104,0.006357558532480859,0.00863570577712265,164154.69311672726,1416593.2233093048,2374968.75782154,2983956.2312180167,3121483.6469264333,2855244.8972794795,283551.41452059307,1564455.2189073076,2545542.6090062223,3073739.1622236064,3225409.953068319,3143911.2859459636,107756.85809357047,1352120.4679913078,2310710.1730288425,2939837.658725559,3069538.646409094,2748724.9426595373,349537.07872717374,1645857.5434122009,2634821.2839054964,3114528.6644474976,3275709.3203566517,3314966.946071282,0.8485,0.10811551330562244,0.6744056727544371,1.1093869408015489,1.3562356109175175,1.415195764224828,1.3366604979960466,241524.61869161227,1506588.3514332345,2478314.625405512,3029762.138360995,3161476.1552504343,2986032.3206905304
Enpp3,889.3880656706842,2175.238207800851,566.2876095587613,3682.7191093401266,1376.0100921326757,876.1765200222268,1359.0591804397334,2145.722625832065,0.17141827189186734,0.4572197342690153,0.09563570469573074,0.7723454815951403,0.27444619469022663,0.16442752479591966,0.2688802688805657,0.4407674532771071,39541.427058872854,53522.12463448545,93322.72360928764,320199.0029864799,699420.3753946947,931311.014786068,42820.100517401515,57971.50706040191,94680.32195602804,341601.0478550048,711999.6788044091,968706.413413066,37669.08165716562,51696.54705843574,93009.72760224367,298032.20113110857,682641.7180163063,924187.1661183487,44420.06190128194,58668.09859403952,95643.00868676009,345331.23428695736,714192.768216886,1008727.8051727634,0.0,0.11345139023840226,0.15285869944846045,0.25912386703133083,0.9067940273952816,1.940217267544275,2.6275547483422494,41198.185438335684,55508.3638244289,94096.97935849418,329288.7677841838,704561.0513100021,954157.4373316198
Entpd5,199.12459014644227,534.8319569580846,133.81526938949457,1015.3295410864051,328.1508930922563,212.13526340008988,332.83750811344174,578.1937765260794,0.007654792384784803,0.025503534966768746,0.0030470888273827763,0.03646118971295214,0.015653734450936565,0.006266932767569478,0.01281413975453071,0.021964773954001295,85284.73313704968,470746.5560828426,775409.1464628829,977101.0767320249,954617.6100975984,749816.6536805056,174889.57960432788,614126.6609263442,924654.9757969462,1041479.9872772121,1053829.9715694038,1005047.1559846848,49648.0549029083,434381.24213604565,729168.1633148844,939942.0048188408,881695.7884804711,613275.0728713631,225301.9437949541,728308.5522912084,1004128.0902862129,1054325.2510053115,1085489.6149154513,1095478.4852137708,0.8635,0.19639524770068958,0.7912961082766587,1.1893472633254654,1.3664509087697905,1.328723933376879,1.127786538550517,144670.35260614555,582891.3292989675,876107.1867618575,1006566.7937749162,978776.0254301855,830759.797432689
Entpd7,19.058709739487803,422.0473550364503,5.191598004625832,2208.047922691665,96.29155010389485,21.590916007454922,98.81124189562851,489.79602843016056,0.010338271681386674,0.029427677300165225,0.004691062164694951,0.04320881929375868,0.018712643276062643,0.008900002500588927,0.016514564916961984,0.02642624268249938,0.0,20724.117432415063,39816.061225878846,56000.27362508253,56016.95811270711,47921.549015607474,0.0,29038.268239939855,48625.26684272547,58738.88702246788,61801.74066287364,62581.78255401178,0.0,18183.88734004679,37668.17348662387,53889.95583138219,52171.29283445412,41405.415459777454,0.0,34210.048216648385,53659.375176973444,58738.88702246788,63263.554675280924,67725.23636657614,0.772,0.0,0.6583327269240656,1.1497780648329798,1.4272631091769883,1.441210854284191,1.323415244781775,0.0,26378.599931228695,46070.22306735454,57188.714784832424,57747.58414234515,53027.655860429615
Entpd8,25.28070319559195,533.5913255946185,5.1589501177575166,2127.1025281928564,100.00623401268608,22.452370825256818,99.26569283778242,480.72688345568025,0.0048452177854851446,0.027233123087234405,0.0019296888478743883,0.05896995732443593,0.012821974298329783,0.004720946899986762,0.011589735001647426,0.026683862680703392,0.0,2069.5867596022463,4720.524319633429,7904.742484587437,10304.973770832012,13878.584214296285,0.0,2782.6283967464697,5596.032765682796,8252.227369682754,10858.871428419478,15337.69958462982,0.0,2031.5397983685425,4661.617683478556,7731.263132305999,9475.298347937674,12929.956141917371,0.0,3710.217833323901,6360.2830296352295,8252.227369682754,10885.486185634036,15426.88348704326,0.5365,0.0,0.3773703137445163,0.7873031268022906,1.1841288800135557,1.541991217896729,2.109206461542908,0.0,2564.0095117224528,5349.26207019175,8045.459859663194,10476.924139709585,14330.818383461301
Epb41,26.38311394689604,66.60648467988203,15.588983683804681,104.53610504852308,45.943325745139056,25.414624669535,41.890315125249,64.84502458450638,0.002259127223846445,0.007866739121138179,0.0011262386002127602,0.012611005099651011,0.005207409954144171,0.0021192025198962117,0.0041792778767014835,0.0074481711137365505,20696.599459097062,30420.26995974101,33976.844074031316,36022.542876765314,35849.09361032022,33899.585836017104,27831.11605774333,33618.16030912172,35477.155772716564,38319.6159768677,39393.59139905847,38997.3076712711,17725.709218014523,28764.730990807235,33659.716426418185,34880.808877557385,34093.537101302114,31260.16117013024,31861.391245266153,35270.88053340577,36768.543106919285,39571.22261665688,41200.219643756864,41510.09903343962,0.3045,0.7135439504253758,0.9559771804739774,1.040772758869635,1.1061227122278574,1.1167275061521353,1.066855891851019,24123.69879674522,32319.95106197432,35186.74432858834,37396.11431940011,37754.644237954286,36068.57037916764
Epb41l2,12.802798554336848,98.74115600400958,3.402946383180909,184.77944142220392,40.80178256218655,10.512601678052008,31.88775563656844,83.71808576967184,0.006677654369085406,0.014907508426279213,0.003769304373773843,0.02029404838784344,0.010210051365440823,0.006014057489264081,0.009434667601414266,0.013646083048130695,53621.34630807472,50855.22546546706,46658.99398425803,39187.26683862674,31336.526494967206,24087.468561641534,68930.10283664388,57538.56933426072,47759.122323550284,43625.79859550358,39167.30820028267,34237.021382498664,45873.56127585337,47693.081282078994,45922.7844245189,36012.303228342585,26493.60909003315,19753.86884646292,77816.97490607883,61179.7919324571,49028.69082084865,45623.916952680185,42477.56427717299,40391.49963131709,0.2265,1.4163239117520052,1.2265409171335395,1.0575457229415506,0.9047509848588762,0.7607034510189306,0.634135012295098,63688.46737486012,55154.41103310868,47555.12896034423,40684.34000403052,34206.890471990984,28515.43118540849
Epb41l3,288.32500025226005,359.0776854068606,259.82695589539094,399.5586096612705,333.018024827211,290.8291522810164,324.7324093681706,362.48450426163123,0.005100817785965419,0.009153111468609828,0.003257386018465314,0.011241208018085404,0.007224629781683547,0.004751960235235006,0.006630758344137005,0.008650360975778365,686913.7253102892,1844079.9596379641,2828388.918253127,3404912.1095237983,3540177.8788308664,3215150.761340385,754921.8196417253,1976287.9458380132,2985999.6059440486,3485286.896498913,3629374.4296079585,3493544.0419017924,654115.9428239578,1800017.7866512702,2739881.429429693,3370480.1180458944,3484680.19121137,3065661.518860911,787985.7270372914,2073869.1844967818,3063134.084152592,3530856.0836918354,3666725.812351407,3633184.980284644,0.7355,0.27364928194917154,0.7308732280622874,1.1025207536604913,1.3037254051204874,1.3417700376888386,1.2474612935187244,726785.5147108136,1941127.2394431788,2928186.4279743643,3462566.146174118,3563608.9395855353,3313134.212646043
Epb41l4b,14.898590258455998,286.13853384654647,6.364072657652645,1532.8169136152014,49.410103344231786,18.988017469465138,76.26624867107283,382.0875518344507,0.00441838363685133,0.019133061159198474,0.0017990541046992593,0.03373036896156132,0.010360801079507903,0.003909649295819469,0.008745265376983972,0.017519548268043826,8.167453134789952,19720.90684205941,35332.80625744391,47954.26652376208,52714.17367862626,50119.52216389538,4095.4853941097294,26627.381763414527,40799.080668625036,51123.78044664628,57964.08555068832,62307.386941600205,8.167453134789952,18574.23737728596,34086.48591532689,45976.74233498508,48019.214720175885,41039.96461224149,12363.00563415351,32559.785779768863,45104.5748403621,52558.75707218717,58600.0943297271,63783.964253508886,0.7945,0.08411481206729081,0.6532296433631082,1.041540202428493,1.324312293295692,1.4516044583848635,1.4451985904605529,3153.003388127808,24485.99988669911,39041.63495605528,49641.21116219372,54412.69692010287,54172.576033271514
Epcam,66.4783368269201,223.40015031061282,41.552216317494214,484.39813117066353,138.1322229482486,74.11407600041503,131.80180774634846,251.6313010688598,0.004742454838663884,0.02425409198340509,0.0017435076261731474,0.04511566765891177,0.01227316744107692,0.004161055630524878,0.009972098704262036,0.021816618935623863,2644359.2166151926,4645743.707267013,5742781.079841668,6296868.78519328,6644367.750609692,7725195.389247725,4290372.027410502,5532994.240619982,6086013.402319164,6655202.753401183,7508656.3132343525,9024722.227314388,1939955.2286498796,4264697.795599754,5586000.843118802,6055738.580710501,6285699.282223141,7242509.255453687,5073967.130861922,6013737.361870115,6273475.35773135,6826550.27131599,7967779.1641142,9795833.336236058,0.929,0.5770929544785144,0.8422270950878626,0.9767145455305289,1.066466084853639,1.1595310011297515,1.377968318919704,3513495.44934524,5127702.639482905,5946498.019771929,6492929.270641095,7059533.241963692,8389437.750528876
Ephx2,130.55666196732852,207.755477202365,112.09878875872151,271.6634830323052,178.4988589772254,136.09897789709325,169.73456323832164,217.9122944817134,0.005013235690457977,0.01658258027571486,0.002103931557021833,0.024319917019810604,0.010218961975441625,0.004214391890631092,0.008603897387124736,0.014672474219683863,563108.7268937157,1245376.5362710643,2105027.1432097685,2858723.1473732013,3235079.3694186443,3065099.9084885367,663672.3421359939,1410221.404249646,2369919.638831614,3033927.5395731814,3352750.286709617,3562570.6461904333,511680.7427790137,1189669.6329250534,2050835.646893336,2815918.086126004,3155243.8787165,2749581.6683254605,712997.6451217644,1520275.151157881,2546919.3356651817,3131878.1774405637,3401823.0110865515,3665542.145777455,0.48,0.26972875094432336,0.591693233024589,1.008513455814158,1.306075330044237,1.4315685144662476,1.3924207157064445,618365.2989557252,1356483.3620753095,2312062.479146397,2994236.465686267,3281935.237991191,3192187.14773825
Epn1,10.757310967207772,215.37896891520097,4.827494833058141,1289.1723022172748,27.59805026644714,15.406005715088353,59.48461269547698,341.7657152361446,0.010356717620984637,0.04003309555435795,0.004132176129779474,0.07362641699011449,0.024437044868527394,0.008967320024146814,0.01942145370723096,0.035724582914395314,10.440380317373352,31661.825926606583,57510.478881869676,72516.96537644116,65847.24977426513,49471.171567769365,4439.026531080015,49575.72332539507,73423.87342199576,76170.93552413347,78429.96144827656,75411.3395881145,10.440380317373352,27441.614687528185,54028.54893006717,69341.27826223026,57227.65904550321,36760.86456391269,13262.592969579317,63912.062254047756,82157.20884313597,76204.91633584756,81586.07308386313,83516.62391215612,0.599,0.09327172305444939,0.8782219274883271,1.298158702024948,1.3953456477921318,1.2814075675796632,1.0535944320604809,4964.60136055318,46745.376125741,69097.47399567919,74270.47206393725,68205.85644928388,56079.97986512158
Eprs,74.01053781354086,224.72779903702983,31.829768959785866,317.97962219968537,163.73394511180354,62.1640391776446,118.4986127560806,195.62054205447444,0.0018558878084368273,0.005350519999718262,0.0009287645331134168,0.007458169969362417,0.004050750824943811,0.0016217542917676437,0.0029379990789967893,0.004787365730672124,296000.40993989806,324229.1703641781,322573.53135307104,317880.82460989396,302016.3030764203,283690.6895204209,318211.7486323561,344271.9120614659,335700.7888025044,324472.7550564496,314523.60137734626,307815.9623319745,286871.9133676864,318045.5685325402,319228.1359697189,314557.31948625576,294623.0416987048,267201.2388879195,330823.7454169263,359184.41009684553,344338.03300937364,327371.08657032426,319969.0082963241,316165.9451049688,0.7125,0.9659038780228643,1.084422851161244,1.0584725404994346,1.018655434959781,0.9657134382552928,0.9068318571013835,305549.9028942112,343041.68810960953,334832.67778963776,322237.1048677515,305489.6599923939,286863.3123679684
Eps15,15.679492935669757,72.72956193850295,7.84355789963658,259.3997119065557,31.624632377040047,17.690355356743293,35.52361477473316,86.63727333466902,0.003908400166506244,0.013232978779831907,0.001666138559670682,0.01863020742817352,0.007350370831803452,0.0032195401646052855,0.006382611930503569,0.011220390988990143,5348.175891031753,19792.548589270307,27398.24428887643,30644.925422898705,30663.005620140477,27808.43577709541,15487.386341074378,24145.76358381084,30227.593473878413,34509.13587160315,35347.29198506536,34287.77421655869,1709.6142635445974,17631.79160293889,26913.390767800152,29478.545427190176,28373.12939045813,25387.373410471457,20339.963020300846,26137.15507088853,32601.89364354797,36431.60903560179,37372.45898344317,38072.93504385813,0.649,0.45240610762742167,0.8455675834228352,1.1099377364118153,1.226970783774207,1.2107105779718335,1.1544072107918868,12008.616876098045,22444.650903199767,29462.06253225457,32568.574588397318,32136.96551302202,30642.45526238881
Eps15l1,18.90506970029913,415.0636677097968,5.274425614544329,2448.41159942769,97.90718380204565,22.038803137133414,102.06851690634052,490.5125507636353,0.005501612604025752,0.04047294593500513,0.0022413867798886863,0.1136168359508149,0.014513732510027938,0.005614830426126533,0.01478471791586362,0.04171311424243095,0.0,3162.778435613916,5138.124411420898,4822.824691453432,5399.690218454107,5223.443664043773,0.0,5317.626378238747,6087.679247241064,5146.892819849247,6365.983864680671,7221.22242571915,0.0,3088.1185764777697,4708.243211418932,3374.20788718251,4768.873216603524,4003.1758638899455,0.0,9058.74005647058,6087.679247241064,5146.892819849247,6304.038353635719,7348.225476255007,0.9465,0.0,0.9923601996998956,1.2352072177328626,1.1350560609958051,1.2977510300902342,1.3396254914812034,0.0,4409.154548535588,5488.147876242777,5043.166378192131,5766.036222451801,5952.088597350859
Eps8,71.27452164622255,241.89145302598052,45.15916377514059,642.334509972533,118.54163723549321,80.80802079998395,139.73180521907975,286.5241968069926,0.01743165937520217,0.043450885446616676,0.009718520474514325,0.06718478315359967,0.027831942073791985,0.016852567203990795,0.027227088406645682,0.0420624005813291,19014.397224357424,208896.8250449534,358517.67475069506,442021.22933389357,463260.3030940366,543112.3497354768,54205.48228821338,267030.104433057,406345.9941527624,454876.19801869045,511142.0654388629,600255.3669004955,4987.904581008407,183136.12999726922,331243.65031861264,433068.1709598322,433506.99082814367,529973.6224816365,70495.2243629548,297691.16570557945,420513.08778481773,459166.93026958854,527406.5310409727,634486.394808093,0.8235,0.12038177326652227,0.6687222280809887,1.0446348730818962,1.245670222201582,1.3331373859313793,1.5874535174376316,43439.121016495825,241304.85042546823,376950.92403557163,449493.45785976877,481055.5175232057,572824.1375823967
Eps8l2,60.47982948910902,200.77032758537962,39.94426155338365,446.5927646958571,110.9906136346988,67.97529338237781,117.26438757856052,230.6121963802924,0.0066131900228481345,0.03849885102114306,0.0023194614025135976,0.07372405600953554,0.017613197111916425,0.005917317585730539,0.015059273671107255,0.0349653123430166,110553.47398583444,308461.94174842327,461692.65670641203,606178.1414276615,689415.1002418274,721915.8072150672,204823.69913605007,393577.60963061865,530653.0535058851,643079.8229047718,752164.6974418478,867038.4546224619,71756.80720436688,271338.4322732595,450503.76420769276,590011.4951888318,659222.5497324836,638089.6573734975,256886.8557455393,467313.37464492244,579262.6561715393,656645.8222581892,787871.7361453223,914907.8268355251,0.6970000000000001,0.3250549742124078,0.6790330827707043,0.9651569218740672,1.187154855168082,1.3713777759738222,1.4722223900009161,171517.83189823583,358297.1847337472,509272.6948188201,626411.6627633543,723618.3461532029,776829.805533114
Eps8l3,137.2592884793693,415.448432548829,87.6764566988166,972.9358902211529,225.42462057592678,150.98229766290447,248.35452542233392,471.80895348732304,0.010998703113098777,0.03731587068972086,0.004341183230759011,0.05929248628415811,0.022922308565413548,0.00962004402994234,0.020000373355077962,0.03439919583230555,49227.80676206718,406450.2032432498,741790.4642677222,979900.7653531224,1149422.0103877382,1909149.030094365,116062.47221560155,518265.0030143711,836622.8063357734,1004092.8683479936,1281016.001818521,1980369.7527909682,19618.95884628863,363883.5436369695,702173.8490505617,935097.8035407305,1072492.056316897,1884853.1991289973,147053.29060982272,578658.936893139,860491.8625151921,1012600.6275902373,1317705.073713788,2036015.6527741437,0.2545,0.09995040709424892,0.5291240586486443,0.8753087717036206,1.0842289737504287,1.2985868533132798,2.1128009354897768,91196.17754178535,482780.3407408865,798644.2123531733,989265.9856087888,1184849.173415727,1927749.7193351854
Ept1,158.8993932861844,1026.2342980785636,83.90444756955138,3913.3966401291063,342.69782226063467,190.5754903442478,444.82167007813945,1325.049510385399,0.0029077720923981953,0.012546829111319251,0.0012667769584469718,0.02298282774166714,0.006510955956905442,0.002722258562438874,0.00593007325987229,0.011911333187361393,1384.3476230079718,58325.80353392151,110636.79960582736,158414.30124687948,203881.89795099487,274658.72975580057,27875.1282235493,77540.50359326943,121525.33787136711,164186.5365309219,220826.648517468,309317.9830983468,145.46824197336318,54792.85609439906,106537.99105152211,155347.79684519506,189380.0247154288,246384.2857364625,53285.91909690476,93494.62400024012,127698.47853792715,167382.33257711967,223808.09838056992,315414.72570852545,0.0245,0.15608857187783706,0.4976408353084344,0.8077070816489439,1.115348408815757,1.4475079244206583,1.97570717792837,22536.78891844512,71851.68220593696,116620.47892463433,161039.154613301,208997.87958837106,285261.7273510387
Erap1,1182.324247960086,1730.5185875765726,974.8323128571953,2035.713681112463,1458.5110647727172,1163.1445888490186,1413.3025648533232,1705.6846767415188,0.0023202610150855926,0.005351083398767902,0.0012294366374936009,0.006899179091838643,0.0037966436052713007,0.0020257968396578015,0.003322242583942556,0.004875436998671944,344182.15488538856,671539.6847439158,773260.4699290858,799209.9152663515,813023.541052337,795033.7655483854,402142.743563505,715984.5435283383,807693.4812557298,814229.5522355888,843622.9625265119,853430.2519223342,317787.14670580806,657521.080150269,765318.8789711578,793420.2554621621,800243.2531523884,757756.4442386287,433895.2663934857,744829.6269349164,831271.3502313821,822318.5627585634,860183.9373863122,872255.9749299217,0.5035,0.514998708192744,0.9781671667311866,1.1104681264693945,1.1224476111474473,1.1473612520050944,1.1265571354541333,370916.0435033477,704502.5348549469,799789.2758838696,808417.2257977349,826360.7059447245,811377.0167103488
Erbb2,16.68786981372892,408.9161151069789,4.0499048032251785,1836.8060538981683,84.04993978162973,17.088188554088454,81.11509491603888,420.09081909459127,0.0051145797155849985,0.026924880448560756,0.0020775388950075614,0.0560914688027578,0.013162695901545365,0.004824611970531844,0.011801256392977655,0.025809852748696634,0.39788413057881744,2212.1588449762603,4128.336347131297,5846.158112850815,6200.938734399842,5758.236851077791,203.2700320497028,3153.288151616395,5087.912229012084,6240.455167984735,6887.197818316546,7523.694391825206,0.32255169802414224,2063.1478590376983,4005.659852947068,5709.839915121116,5321.721914914097,4350.949535286429,1034.7310560755004,4272.150928462327,6003.807041983403,6362.873529876023,6945.952018127597,7841.292760000748,0.8395,0.020413551551303276,0.6247326117530628,1.0811998290083356,1.3786144749810585,1.4574632411337836,1.437576291572457,90.70122781971192,2775.803847880676,4803.973074604831,6125.441976941361,6475.7817933200995,6387.420356640756
Erbb2ip,13.474919540975629,293.0773098000006,4.802776295600317,1525.813852063247,62.19332491942256,17.15579039224781,76.22391375291458,381.96118233450073,0.00800941944594812,0.026624240467278393,0.003369313900905836,0.04024529768801606,0.01594235207613735,0.00689782096429022,0.013536984358011412,0.02343812284474333,0.6572550016129682,13480.8346631285,22877.21796508288,30205.11175200018,31921.975961772783,33657.05962770463,1010.6748792023003,18064.902363084024,26807.499947942822,31110.745169091064,35172.4558835606,40118.02383480952,0.6572550016129682,12008.35497608592,22063.214468777187,29299.06825941584,29641.684466607814,30458.863292615,4165.796008004979,21245.233109606605,29318.255877921016,31114.69104586328,36064.18974961463,42494.71536082542,0.0675,0.026759410654272012,0.6878542502302585,1.081734323361038,1.2920113216830573,1.393641799504037,1.5179988945673366,637.3116538749011,16382.18178654623,25762.969879323948,30771.001756552963,33191.46940963429,36153.202272507224
Erbb3,4.814142422439353,108.40700856634614,3.047146349720438,950.6172855510382,11.663942500634676,8.081666934415626,31.66005216663487,232.07361953894656,0.005045136147610291,0.016076719887032995,0.002251142704704621,0.023020701964147267,0.00930690750688009,0.004230319950460259,0.008388398384818994,0.014150602395765682,1.0071816687535111,7467.857912023065,14171.856769675784,20378.09154572413,23589.68449377174,23983.177699041582,1552.1375728916435,9401.944897027857,15870.515734017434,21732.91204167141,25210.668955904428,27636.123277292016,1.0071816687535111,6842.1289471117725,13724.970881575866,19667.63290251239,22287.190068198594,22317.41955803123,4244.395706178918,10454.517389323788,17015.699579401753,22340.203311671,25467.2623446907,29045.59042304156,0.484,0.12477060966275952,0.5624387668878469,0.9615412139910906,1.3058913681977142,1.4766432615002951,1.5687147797602943,1998.3394041522379,9008.079333207303,15400.146731897266,20915.295562514726,23650.07611414002,25124.703379618506
Ergic3,11.16859056205496,76.36422823371417,5.242096201145928,427.92053560418753,23.913481840917907,13.573714424023269,31.5264817805207,101.6262173271274,0.007690059014165774,0.028121889683450748,0.003011969484994949,0.045307095634666165,0.01690183169416996,0.0067151202923665335,0.014249127718581583,0.025639529070599243,6195.296736820705,47853.88581064164,67211.16105264441,75651.95818372548,68859.28330478062,54662.91237916226,29108.85756138978,65560.7201351647,81532.69609376459,83931.45867129824,82846.57914884067,78750.73623780845,143.5456352617189,42818.81884618949,64617.555842195296,71871.97073413705,61383.96339902073,44392.49068629125,38310.47146546625,79503.95307295615,90462.24051435065,86267.98130090894,88504.1735116467,89352.98692560769,0.8170000000000001,0.36987789135196497,0.9841765694280793,1.2317621952905118,1.2602473211054483,1.1583813273998576,0.9955546954241383,23029.947052257237,61278.4240797809,76694.00848703072,78467.59635111484,72125.04791468242,61986.86771853249
