,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Strn3,6.607346000083642,249.24001381834103,1.984285349329091,1331.759239775165,67.40770768835094,7.545304281740415,43.112675741445884,289.76253680306775,0.0038233910297768,0.02858793289201831,0.0017157746094068646,0.12189605174993536,0.009523156748809984,0.00420867460160143,0.010504465636437966,0.03241385975693917,2.2736263185813708,1785.844905602782,3232.596339766005,4248.005831647145,4177.176769649128,4029.1676592226,1082.0370166676994,2958.402352221295,3814.4204979108363,4741.392464652058,5192.877812333959,5885.089626659524,0.3968612246188885,1793.2720083502595,3158.2197220359776,2834.6264325538427,2088.5963986564225,1974.0828290194647,6180.402739999582,4271.389827279461,4586.739867205183,4780.814955294868,5224.447993372801,5976.090208738537,0.17,0.07327522990352704,0.661458406417001,1.0486021694009116,1.3214303452250518,1.4118027020085422,1.483431147044966,251.86593958361593,2273.6038255634344,3604.3171886775067,4542.098277038493,4852.731468959245,5098.936982524531
Strn,102.05768763780691,336.73545094344183,53.993581453591396,646.5402098467919,191.53615430633383,103.838921001885,184.07812510380077,343.5065081096285,0.011722562929892948,0.03089298862677828,0.005048315230187283,0.04171669342662704,0.019742014696995557,0.009899804530858463,0.017944823621091417,0.027674657382914938,23826.60865148421,60857.486490619325,85174.62691132503,104134.34921682416,101420.91828953562,94701.22854280207,43467.3451362412,70634.57270004103,98539.5277091085,114192.8158043698,111146.72943737221,111398.53075292733,12056.216789213247,55981.73699577767,81758.62019142033,99455.09584724104,96321.17775551307,88619.36740622988,52363.76419172577,75116.03042423681,106280.67275392778,118766.02569843036,115438.16847197215,120500.86425093815,0.752,0.38920909906580015,0.7783543862272374,1.11481620482805,1.2862888128289982,1.2359071810745323,1.1954243159753812,33193.90775085492,66382.3732690593,95077.70078099935,109701.83455753193,105405.00994369485,101952.40697830441
Stt3a,27.38208890175056,153.25727621011808,7.501282385172266,242.48283957228887,91.37766005956962,19.942477923716684,56.3038313984639,120.70110635907146,0.0036498185227176404,0.010186774502015345,0.0020789164399305964,0.015023307296864664,0.007824471568651585,0.003394088624873366,0.005761546306839059,0.009491964616129481,617882.2383075905,655923.3172510578,639289.1679627313,609366.5818915765,563547.0166424629,502418.2910486476,702420.5093555144,700223.9602975262,669252.2587540136,638634.7366352555,604947.6784227653,570715.7020739708,579896.0822823928,636199.7598200727,631932.82404424,598564.4357562296,544180.386314143,470886.1156195774,754717.3174117728,723241.9994952366,694107.9439660746,658331.7016889177,628345.0267358082,603247.6159373934,0.8165,1.0464462838582353,1.0941294319422046,1.0697765945759887,1.0134036892720908,0.9320502802305302,0.844193720120951,654168.3615208226,683976.682631427,668752.9143750158,633512.3371321467,582655.616517082,527733.5599698153
Stt3b,27.11131826828863,95.63784972769099,13.061005461032732,201.28349073482235,51.636974438455326,26.105723593097576,48.548355919778636,92.36865868130333,0.005893457257951017,0.014771674732427912,0.0028182218678743033,0.02031504342416115,0.010265541260995678,0.0050971386450267,0.008896153529592795,0.013449320227093319,52679.81013977939,132101.96647898163,145472.7346624488,150309.83864589062,137746.99221533962,117809.62358096606,97419.10171087887,153066.2892353228,162374.04760396393,165389.99565576634,155686.26882325512,144884.60976485247,29338.41526130273,124419.56263569303,140324.13231218554,143043.77478396782,127688.15228753176,100697.52338257524,116357.62854007176,166689.25601513454,171344.24687948133,172384.23087771848,163605.42698089094,153747.46132479786,0.8740000000000001,0.5508246028144596,1.0849412728055499,1.1682361064661628,1.1714672305912257,1.0803194842698467,0.9442113030527542,74200.5523156151,146150.4102410165,157370.90153910877,157806.16022845372,145527.81774917265,127192.93915192172
Stub1,1.0094947235448097,22.881436330214267,0.517882296393861,464.6388736660097,3.0267948856647324,1.90220578065742,6.2984499012242,68.34856003827026,0.021293714928942605,0.2997573314377672,0.004802911309392872,0.6860051693375102,0.159701240961581,0.016022997167388923,0.08057482952578887,0.2426615457351146,1.1363436402378222,916.1168184899304,963.9782444337534,1018.2859628424633,300.64913613677516,145.99183546319682,4975.237304178671,1799.2826855085586,2023.383231443616,2354.423440619562,2034.3405629526792,1647.1506576382988,1.1363436402378222,487.3939305744201,432.10726873016387,404.37222225971567,302.4342891607172,145.99183546319682,7885.610364572224,2043.5097117519988,2254.273927002465,2354.423440619562,2604.421512922295,2729.4183276150948,0.2055,3.518741213580948,0.6550856690567268,0.571604957111639,0.5142683558132625,0.4209609536732376,0.3193388507641854,5842.4903361735915,1087.6991112781336,949.0883913668192,853.887147893193,698.960268589735,530.2277252881055
Stx12,130.19229456151857,318.9053295307192,86.572069974266,527.8000304000618,208.05362273744709,130.68248525154638,200.72744321350297,320.33668494094655,0.0061361491649053555,0.018817241125287994,0.0026873914316304817,0.02711002577628086,0.011701060708695516,0.005128165470415431,0.010110740062829816,0.016562451388402837,195931.80620784507,505852.1446406444,721560.0858695345,877254.6073204598,882063.4886510355,788345.5022839445,314259.7124830924,589382.2252811817,815315.930409278,943643.9883648516,953285.6704703372,946119.3098167441,148458.54279680355,473490.1051871245,701251.955805811,842111.6495237516,845175.183882708,700756.3556503772,387935.25570969866,644471.6413556542,875556.5201280287,970909.2710436719,990546.9454335821,1004605.4042748772,0.755,0.37313909035722737,0.7852808824321598,1.1028433857546993,1.278685001077919,1.2768065844471013,1.183245055930893,266249.4771317691,560328.9222498023,786922.3096789684,912392.2466212267,911051.9221719388,844292.0766053938
Stx3,9.413731486720142,252.4028241828813,3.1009085255914757,1482.7942016741383,47.89530271115943,12.06480277491515,57.26954290165293,333.1712432614949,0.012479127784135045,0.055892551712174145,0.004129188144349667,0.10687202096027076,0.029412710128802713,0.011008712797024223,0.025267161941704808,0.050430346925450203,1.3442932751831147,5528.166449326302,9812.279428272299,12082.361446417857,11869.179369102343,10226.577509268007,1651.485642292195,9164.173394495176,11926.692080279234,12862.604925727304,14456.327393044528,14696.91931952036,1.3442932751831147,4745.882276934833,8985.81341407082,10601.568864734458,10268.209526180639,8835.491761015342,6627.4797464391795,11168.832652000076,12502.17195512982,12862.604925727304,15133.717698824485,16861.641796376654,0.0255,0.09683128718901741,0.8032489895710935,1.1528805683498902,1.2985571924152886,1.3423745867945347,1.3061073756801755,937.6026955329756,7777.738370201238,11163.168020295061,12573.732718595933,12998.009915293906,12646.840000203245
Stx7,86.1962677058456,183.18837470605862,58.26678474698855,263.33891658671456,132.4857259209945,85.86459411889088,124.65104990838978,182.51974148951817,0.005386448235196257,0.015283756353568148,0.0025669113078173483,0.021713708714999357,0.010373615424774035,0.004719387564856179,0.008646944429546216,0.013945513759761441,166635.40271474654,360527.70749295264,498586.6851747514,600872.251240326,594098.8080402083,534778.6004684421,243526.5426542776,409943.4836155773,553667.9175568931,646040.0147818503,639780.0912596568,630485.99014007,124845.46904663273,335120.7958956997,487325.1992690013,581198.5522049483,569209.4613611874,478041.16841472615,275733.7918770775,433700.4556852997,593213.8030602214,668112.7926419363,659862.4513692092,665848.2590330732,0.8655,0.4208181903035484,0.7896562802758704,1.1060413037017989,1.2829103911958357,1.2519368676354168,1.1486369668875303,206501.52153140795,387495.66231007146,542750.3310307298,629542.5289940467,614343.3767477958,563652.6338806804
Stx8,176.0568504607613,277.8970420506104,146.38442657708376,359.35912563047464,222.45063646042755,180.25161770392796,225.08087560033033,285.4398981281871,0.004001268940309426,0.011348754623439625,0.0018663530470477236,0.01637776178440739,0.007183173124079657,0.0034915796997694224,0.006277583532450188,0.010145573360773168,56985.41086690767,174552.66695011494,259088.57187437385,328553.4648954597,351788.7434962577,346931.80387466744,77218.65576628063,196735.65519733526,280057.5177527357,339908.96051998326,369153.2105013894,388378.7048691969,50114.86495356635,168601.40371698607,253091.66678674018,323486.38084772765,338034.3573506656,320632.8993439164,90463.37586469227,214283.78047981003,294029.1422420845,345660.13870918076,373416.1626783757,401771.5123488796,0.1265,0.2635525047121452,0.7230677001280481,1.0391672196198634,1.2686952778970007,1.3485082350353799,1.3570090626075622,69612.32733976388,190984.4320588025,274476.04313963733,335101.46707138786,356182.5253005239,358427.8554758527
Stxbp2,54.83471793214541,393.37697405676033,29.61051246984006,1774.4222547950094,112.24432291635813,68.40072310538962,159.53298890075914,542.0552175870955,0.0026907438836803878,0.010116004686603626,0.0011688541164558027,0.015315651445817636,0.005425770298881889,0.002335641237581887,0.004835841422968815,0.008947612362624296,346.78233346090013,42731.49836964924,79090.60730631185,107681.58645323802,124149.4950950192,130093.28900307244,13224.265825797576,53005.41648659818,86106.77516644546,113210.98615258813,133232.17791217787,148496.76429476828,63.95755276735795,40570.332809651154,77662.29684315115,104477.6783864417,117511.3123437946,120999.90585302106,26513.351446332472,59780.559747435684,91869.70872522467,116022.35340302745,134889.32989789886,154130.62111942822,0.3365,0.1428408827902007,0.573704512233248,0.9699003054618267,1.266013584212894,1.4615807003373507,1.5859600149644806,12370.950787598287,49686.54735832733,83999.68351755344,109645.02207489208,126582.40808084128,137354.4668233471
Stxbp3,310.79644506464734,1009.6357859268205,200.55256337889233,2568.8131658338,510.1094168160476,360.0684601230694,613.6522427788103,1249.6762340974533,0.020397424163635082,0.03031963814611229,0.016348706820427602,0.036047800752674455,0.024270859611478294,0.019929617868009383,0.02452848928586587,0.029712717824340155,6798.887459944624,78832.24846002567,108829.08089002107,123084.38289623155,120403.52022652453,112130.7660486158,19989.889213448365,88690.89148195305,116248.01337983787,127451.97974909062,127508.82216136428,123080.16618132265,1513.6815182718833,74622.15391426932,105008.76860133387,120820.52399998545,117244.26812091474,107366.19584379114,25491.196663821134,95038.75249017656,119419.11321044945,128837.83824684964,131029.64372640985,129280.69867213516,0.016,0.15958652989213898,0.8718459184533682,1.164807310292311,1.2918951012919881,1.2858060110427039,1.2260591290274905,15362.044618787093,83925.22795652188,112126.14175578543,124359.80782496849,123773.66263990464,118022.33595856467
Styk1,27.60376272012612,176.26489867914472,12.778386144338167,584.5032505074007,70.8340530285788,31.776499366358287,77.16758391710586,207.97951958464944,0.014192391961911955,0.04802859425425945,0.004821614819216522,0.07102921477829942,0.024613506517594825,0.011574899130935155,0.024541490637699306,0.04158226111184975,21716.48265061462,65498.29011815091,81460.89507968644,88328.06601731516,90495.34423463592,81697.39689548772,49993.68935644137,80385.20305453903,94202.68690227096,96484.99682854302,100109.37909196349,97534.1499626374,5557.597874970042,60455.85883655107,77409.85173249927,85162.7282577875,87122.6388836375,74947.00521264038,58182.18268798879,92956.75184267576,98111.49389487851,100462.32099744037,105701.7319366133,106029.3221991814,0.6155,0.45266935111729584,0.933383402310797,1.1112805572434294,1.1651781800973364,1.2036895561498537,1.1337989530812873,35948.26478476522,74123.67020023667,88251.18736964533,92531.41092098448,95589.75171685344,90039.4623083162
Sub1,8.015448224252163,51.469098031582,2.5995392651372304,101.35903586152347,23.36849251160067,6.7340324494366754,18.84677029597441,44.76099947992241,0.005835604130488491,0.00847769388881216,0.004742462132241244,0.010236758076507035,0.007180834528691797,0.005810782429218571,0.007057918086232367,0.008446532847027417,1298678.714256707,1206596.040930102,1088327.5756396898,950702.7440190528,826744.7181781579,704067.8349909028,1438988.7798727946,1270738.8311534643,1101076.3332785459,990409.527396875,898489.3480934025,800849.7697155307,1234414.5155984368,1172251.3276121246,1081508.9405493832,927399.9624685865,779747.3103720325,654011.8710214889,1511317.058379794,1304176.592252475,1114334.579303238,1006233.36770996,922190.53828138,848433.3839018552,0.003,1.3181363761244578,1.184318886984088,1.0479501732138672,0.9249988691901192,0.8128623934888498,0.7117333009986182,1379235.8678088072,1239215.545097459,1096525.7410031045,967875.2829966205,850540.9523626419,744724.2294742418
Sucla2,1136.716809978978,1468.4382203463617,999.3414105044006,1657.9483766945234,1295.8235210518935,1128.5645996738072,1285.531318219623,1459.067922761181,0.015623325417240383,0.021336709293869854,0.013162390594159494,0.024524741801281915,0.018466658139436987,0.015410205245184338,0.018155319078812467,0.02109659370467623,1574804.5214226209,3994773.238308749,5303537.564132581,5653317.042529065,5297356.035573627,4668439.581531298,1739210.5578149708,4285560.571624388,5557588.179277605,5725163.158752605,5493881.227454297,5048085.093200653,1515504.3949614437,3843724.918253557,5171103.833142237,5609911.149132428,5211510.234671212,4447466.556776435,1843983.611307517,4421161.610593944,5669939.8604736775,5756039.247169388,5599659.4987137215,5198798.6043009,0.516,0.3674213440387034,0.918211978160191,1.1996390521844869,1.2554192591637483,1.1902664649941785,1.0690419014586923,1665262.6152973769,4161609.2939536716,5437120.346615383,5689932.805290427,5394640.998831517,4845215.286398975
Suclg1,486.30496656697994,709.9101590430934,392.9285035340137,852.9317245483944,588.7224934912824,475.7880294045263,580.5278405178306,697.3987725126714,0.010351557693122746,0.014010437680068412,0.008436321688782703,0.016066258184002216,0.012059575356325352,0.009967213391631632,0.011813811947756388,0.013595081636452374,1765009.570893424,3512500.421989032,4151164.034293662,4231736.072947973,3837570.870554377,3199359.7201206856,2123849.034919361,3707795.699853251,4341976.09736244,4373232.496933727,3997035.2218596456,3468255.156201823,1593823.8699904578,3420015.384635378,4038738.6813583127,4159639.833617375,3752629.6687698206,3088304.810563153,2310079.1369009484,3789555.672482489,4441448.531973528,4443160.773247082,4076849.853012865,3606205.83253428,0.6465,0.5400078108111817,1.0146287807637329,1.196696817513495,1.2105868686892978,1.1005790107058733,0.937500711516419,1920936.1532880033,3609275.769933408,4256935.057723001,4306345.271687387,3915021.1698587527,3334912.8927966724
Suclg2,454.3956759856945,837.4850355365268,325.0083129361693,1097.2577968543678,676.4873059645125,444.4420485455865,616.848012751931,821.6060996968139,0.0025444687670458242,0.005179250699641081,0.001510200747850958,0.006655297623362404,0.004000672148923114,0.002297886478508339,0.0034886605874682474,0.004810056854055913,1680850.9776662774,2486789.606944493,2617322.2710363073,2612614.903744805,2499125.9216594533,2334531.794706944,1985030.3451196298,2623784.367803676,2744308.2873670217,2708110.6183950137,2613930.4638352827,2522770.743573804,1527117.0811927172,2433900.813390398,2579260.4122103346,2584188.824776978,2439567.0595631152,2246051.8448982597,2128706.6826473093,2710778.1691817,2813564.147664609,2767190.0128060803,2665264.4650192843,2606679.278170878,0.4255,0.7468414208394891,1.0490810224694582,1.1032823194518506,1.0871404380233904,1.036680254117416,0.9769745450983957,1838528.5638650272,2582563.542673883,2715992.982873714,2676255.8857435263,2552036.0890633487,2405056.2237341134
Sugt1,65.70701943436232,155.18885436206483,42.08208855886924,226.83810017387108,112.27085560220402,64.50334708910798,99.42090746047336,152.53413163856942,0.002857243058240908,0.008664450449682578,0.0013539859858834517,0.01204135504099036,0.0055224300491650835,0.0023657516755343122,0.0045629640704873894,0.007548650450936367,97579.22557057464,140041.95920610992,164337.5797619549,175004.0302602159,177077.92796703003,174025.18908187794,123448.93441683806,150029.41392461373,173550.0796153819,184828.67000126527,187714.54809109512,189457.75702419734,84749.63727416549,136817.81822738846,162358.99607351673,170410.79390398914,171618.17458516586,166754.94159896384,136418.1368571408,155837.3821200716,181239.906637236,190190.97068406275,192575.34167755,196313.99860014333,0.8715,0.6676370045313363,0.9048916743511107,1.0654898100261707,1.122397294141916,1.1301554291477602,1.1094287878017057,107836.75912540127,146158.1441101827,172097.9622377549,181289.66164232887,182542.7559588652,179194.98791254184
Sult1b1,213.76030921594725,358.8949090526871,165.22967656599653,444.08659570441694,290.17409383331824,208.03750057631316,270.9631390094802,349.8720141867751,0.006865896512117437,0.015338419017110898,0.003368090625152549,0.018877353938124057,0.010730868666911718,0.005727635252624068,0.009463978633721577,0.01343564079689205,1524618.6042804813,2840670.8476719405,3965847.1468988974,4691750.517880452,4846097.701247513,4489613.911075058,1821856.915069636,3086480.3257942875,4305068.932763163,4923128.991042344,5038609.88518475,5027649.696627337,1376511.7999510828,2709911.502135426,3812686.499205628,4611904.251950662,4733516.468171308,4218298.315102559,1951439.4688324053,3208061.45920955,4482900.895982691,5043696.404548816,5115710.5462805135,5272976.787370744,0.006999999999999999,0.42403054066030205,0.7753751859658352,1.0825723771128943,1.25144475737191,1.2656445984568312,1.2009325404322269,1646032.450444277,3009907.530201911,4202407.826350349,4857948.857562984,4913070.828684533,4661866.877012417
Sult1d1,40.240215307836934,102.60190141559067,28.73517698690047,219.5519142429311,66.82377110655897,44.37772436910464,68.22850170827611,116.99797670557523,0.003089404290176362,0.008842667897614457,0.0015515038233922097,0.013027655456914613,0.005527976224211416,0.0026768405147953793,0.00495834575517866,0.00794290386338367,167058.47980927257,530974.0587446655,816029.8465639668,990729.36790126,1022004.0569073231,953517.8646891707,311025.618812739,593125.7616325708,882801.2966075366,1065634.239876209,1087627.0130413838,1062161.2336003236,95975.43028876922,500648.0171661036,797684.9054580927,964124.0449286744,985160.4808733804,888798.6211659226,376214.7429917185,624864.02034615,925857.8379677631,1110449.8248325845,1113742.3692630336,1100349.2751079523,0.6905,0.3105548383174887,0.7205206405961709,1.0898083249185337,1.3006218842360233,1.3263709238547412,1.252123388077042,245045.47538855733,568531.8697938111,859920.9096496325,1026264.8286211855,1046582.2891004743,987996.7497488864
Sult2b1,24.255141527447858,52.179943044378646,17.06540303346014,78.10393173955994,34.42222274811331,24.959578127077208,35.69387663185176,54.02653914703803,0.005180983122476033,0.021661722312118506,0.002139469124762739,0.036140129117072706,0.012296399323289502,0.0045403510407127845,0.010249779085506608,0.019739972913908253,20334.01710313879,93560.42041045011,158228.46465848488,215219.28854106265,242751.9257521479,259727.3250654673,33716.113398700945,116940.83056228925,183308.89788647796,225299.44933961442,259844.62506741282,302717.6225774529,14854.433745104276,87501.56387777005,155714.85513739867,210956.41737010077,227740.5876126279,230899.31264176362,40857.216443861165,137897.20191305026,203506.824428567,227885.52721653556,264294.4426146763,311490.90935919323,0.6135,0.1648223861347191,0.6264711613436028,1.0090734949926141,1.256075266125279,1.4062417606282909,1.5373159307754949,29017.442267598795,110292.00087993585,177650.21227625868,221135.56521841572,247572.7967556854,270648.7711679909
Sumf1,93.97314638241481,695.0917243791937,46.73869240628519,2580.524075797376,191.45309883309156,108.9662158681862,263.5340916343438,856.6588835277463,0.002754550759983417,0.009821737270397148,0.001312535683552119,0.015187923491696394,0.0057628271932155155,0.002434457434812935,0.004867950209981058,0.008884441907229718,168.11542450389783,23278.203834775934,38433.49739512734,49974.58638333457,57566.20961553492,58809.611189703515,5191.850472097302,27707.784306212103,41600.74451641829,52181.646036004364,61283.086956806874,66372.52419233992,35.11992676909668,22185.030307707,37949.89527728213,48698.268425036826,55349.45810593427,53673.66417457377,10492.677855561182,30577.56843995645,44652.75476781428,53287.940208871136,62276.19227652657,67945.87988645885,0.099,0.10772447844215723,0.6488470094012112,1.014198565971024,1.262874671945367,1.4586127148454582,1.5077425593947815,4352.596786563158,26216.598575664193,40978.59170933705,51026.32492106157,58935.100984364246,60920.187443841096
Sumo1,8.6067327850288,105.55197503394758,2.1600497118009168,448.1962462360084,27.710500568969014,9.407598920366581,32.38483021231742,117.99783829393292,0.013978157422491104,0.07171349309181244,0.005037651606350911,0.1534618804019865,0.036203257778225625,0.01333451079122898,0.031390870520064285,0.0688514781268808,65924.7141946846,125137.5601897936,108246.71601009744,88392.64425914873,57799.538790537976,38995.75595955965,207562.6317366333,158804.99832466393,134501.15451477238,131472.9235648096,109267.18550993904,89506.74438853518,2021.8845351736154,93152.5443294515,97227.9823667775,68822.52633144168,40524.631074141565,24460.683285143856,270611.03441452235,169366.301184502,166517.47116203676,152570.62965337813,138654.61431975415,127211.73777177748,0.44299999999999995,1.5135898320743213,1.3161377365429345,1.092366492931088,0.8895672877560774,0.6811661485663156,0.5071725021292632,169963.20490819745,147791.0217571242,122663.42316693034,99890.80529254745,76489.13809538567,56951.13833122426
Sumo3,16.836564687541507,179.48906001348792,5.396113567691303,492.6481659890592,80.20191877200146,15.460921893066299,54.79194058020566,166.91375241323797,0.0039061510221050154,0.006159050426122648,0.003133438083497938,0.008632001813751624,0.0051869354554491265,0.004030028075517044,0.004966183781936247,0.006364479572732824,2682841.6618584185,2544706.661034006,2379212.3099936745,2188059.924495284,1986389.5473328526,1796149.131857751,2864092.4168958426,2638726.3485783557,2409460.1994897868,2236706.4848331558,2082476.5110766976,1940461.0569739628,2597524.0819056598,2502602.659111715,2370562.002778385,2168671.2505042795,1941668.2258336132,1714588.5804120915,2961294.7504939074,2692704.993295529,2449434.151614911,2270224.3054734613,2133115.179817124,2002007.5366234896,0.0065,1.2059593886911744,1.123846866655524,1.0375355667362425,0.9547246333561582,0.8762515216868917,0.801682022874009,2791400.363291453,2601336.812237838,2401554.46781551,2209874.323617166,2028234.8136333877,1855630.886810735
Supv3l1,58.87756184769733,292.98870803367663,30.416870640886934,1072.3541302413548,125.58485629070016,68.65634167213526,143.7911015624066,350.6555800600812,0.0038213268245654223,0.014707946498376577,0.0016665577317356043,0.024121057184158728,0.008813990857714532,0.0034292483665626016,0.007223195236591622,0.013452376494243015,2867.4938027702287,17445.29905389338,20475.854873406584,20704.64173228784,20744.121692525365,17922.75146095314,10104.429213937035,21805.188690001054,22908.088732422868,22396.760889214307,24224.646473127374,23503.85417120784,906.160785040572,16732.817391765217,19948.108479385133,19785.140789165125,18922.561249492737,15446.005961029012,14258.801106145542,25963.317279755767,24551.440427632482,23000.209398931507,25703.954401291183,26116.020126865482,0.902,0.430971379941431,1.1056712570358842,1.1665465065176694,1.11768037874363,1.1434553220699963,1.0356751556913895,8222.313740322708,21094.616469060016,22256.02862670185,21323.733229528487,21815.482056787554,19759.191583231
Surf1,23.94055636815281,501.8044597627227,4.867325421895668,2049.0177993958705,97.51775689556032,23.623812093354488,107.5783568889517,499.3419290162785,0.01507777835518332,0.10525032729091009,0.003937475103615655,0.20593762301206536,0.04354065487778242,0.011800817615820755,0.03480816570124078,0.08419261131082925,0.0,7968.243156344268,13825.235520039869,16119.189448498671,12613.854073470293,5850.649529107312,0.0,16731.732715051356,17819.74931479309,16664.989304213363,17506.92998409668,13515.082524215322,0.0,7945.309647441026,11535.254618107838,15629.098524590454,10549.49235585053,5743.831117345717,0.0,20207.24940019859,18334.970473029447,16664.989304213363,17519.722552694788,17808.948598747866,0.2025,0.0,1.2430666438746316,1.3776734455237452,1.4009284283244046,1.1534206931902602,0.8249107890869581,0.0,14720.77717527738,16314.832283358299,16590.224935643113,13659.16228021659,9768.847048924636
Surf4,81.79008139903465,485.19536145943033,33.44949543420705,1175.1787436610891,198.82960073509886,79.53817663647526,196.56794223415378,475.80897435350073,0.017450242037115718,0.06816410045256363,0.005278837853245506,0.10601422355533091,0.03549322610270704,0.01361083263577532,0.031645963327708596,0.05676320185687631,254563.68905533306,1034848.5649079088,1429882.284992496,1460952.699682933,1273590.373935946,1014646.027052888,647004.2484623471,1448747.774559751,1730225.9679479962,1595421.3132686722,1523852.1741601988,1393813.0155293357,123251.9571408949,889730.3359000154,1272551.1868018568,1388017.5676256358,1152465.2931567482,947830.67718079,861863.2266431357,1688819.0891363125,1764063.8218142474,1648849.2753396996,1633168.0834648511,1643246.4550099561,0.2395,0.4012477094030173,1.042005987960194,1.2605068790120715,1.2335588877651054,1.107306710955007,0.9553738249046053,501156.9518758414,1301461.746758519,1574368.5770669957,1540710.6325204722,1383022.11588825,1193258.4853967403
Susd2,21.49194979314847,468.23492675467935,4.597045623448509,2024.1006304600648,95.48934939758422,22.491932120090635,101.79229721467378,490.6642056487216,0.013682986732900361,0.06723201776810626,0.0047829050148237295,0.13807655397963117,0.03332625026666231,0.011234594175537405,0.027535901917742255,0.057383963387315426,0.0,9659.314587545921,31753.79464434859,82420.26407357144,166260.60213367472,227918.77515169192,0.0,14217.574478808325,38753.65571136009,95592.56703378637,169133.22193292438,257112.71446236855,0.0,9054.094814839129,29723.656290273208,79274.96917246984,163851.57198756994,213269.12548558039,0.0,17725.01114579915,41724.50258337736,103531.54034133689,169133.22193292438,264534.1983015746,0.038,0.0,0.145883026877105,0.40374597205788765,1.0140559510920986,1.8483217473040814,2.5879933026688278,0.0,13255.15397581852,36684.97385410177,92138.66794211944,167941.32862357373,235149.0125315336
Svil,18.73608640727837,298.52129424994945,7.7894097872098715,1532.1111990267825,57.87464145029626,23.975552325572387,87.35341983517733,414.53526280615324,0.0027860605261811485,0.010557801440595344,0.0013182849404497258,0.018266415784096192,0.006358338531392865,0.0026083479776120005,0.005449410735402359,0.010124221598053797,3.786926883160337,2793.437325319001,5312.319984282418,7044.683123827072,8109.769624291666,8616.934359019657,538.6095957449438,3416.6061637092894,5850.661939280301,7367.282580394958,8628.387375301021,9767.129955854112,1.4559244107324136,2624.570555791347,5201.248427345712,6847.350342444165,7609.855715106331,7791.330360157139,1499.7428851129682,3973.564551479703,6321.17075217824,7544.305799426084,8734.148643756866,10127.489508682416,0.129,0.07501531702611129,0.5677433093705769,1.0141476953909843,1.2813114114176751,1.4663364636163294,1.5954458031783227,423.4262894614129,3204.644763010853,5724.388200289503,7232.4021025240045,8276.78176278206,9005.543444433282
Syap1,84.13303114338503,301.71730666596335,50.8526548444601,804.9617621177296,152.7815483655832,99.57244969039203,176.80446645126602,373.339190298183,0.0036676953097322627,0.013754014636316885,0.001593012164368943,0.020922738695099936,0.007750999195711023,0.003183533814257251,0.0065994409814447725,0.012276657615841327,26898.2742804168,142986.54441232185,220478.1896392018,268620.54242697393,276659.9634638905,264738.6917523133,76752.7752122601,173912.91207777258,246019.42822864532,287983.7328255784,304612.6861859189,315749.5298693791,9137.727893157951,130437.96041464973,215979.5832126959,259515.22461344145,262124.220791977,238061.2038781531,100441.6449061424,194091.50383426386,267182.9617891973,296529.5679842564,317335.11365185893,339130.7891634147,0.523,0.2772238081088536,0.749603464258841,1.0914042850207968,1.2634689615752686,1.321563704024134,1.296735777012106,60658.43536583618,164018.28398842935,238806.6044274801,276455.5139231058,289167.0346397742,283734.5170786005
