,V1,V2,V3,V4,V5,V6
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep85.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep86.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep87.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep88.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep89.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep9.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep90.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep91.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep92.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep93.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep94.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep95.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep96.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep97.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep98.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.04_0.06]_rep99.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep1.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep10.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep100.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep11.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep12.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep13.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep14.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep15.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep16.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep17.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep18.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep19.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep2.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep20.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep21.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep22.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep23.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep24.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep25.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep26.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep27.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep28.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep29.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep3.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep30.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep31.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep32.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep33.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep34.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep35.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep36.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep37.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep38.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep39.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep4.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep40.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep41.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep42.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep43.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep44.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep45.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep46.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep47.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep48.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep49.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep5.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep50.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep51.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep52.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep53.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep54.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep55.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep56.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep57.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep58.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep59.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep6.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
bottom_peak_halflife_10.0_to_10.0_h_RSE_[0.09_0.11]_rep60.0,10000.0,33379.946844012346,34618.72066842736,27635.928372193743,18615.994537662937,10830.681350665925
