gene,M_mean_scaled,P_mean_scaled
Cbr4,3.5519755896545386,70272.95071634348
Cbx1,19.190766045868887,452449.1385289393
Cbx3,15.785646616559191,1193259.3724817329
Cbx4,2.269467111486471,56276.40729781417
Cbx5,8.096461034588746,40821.81760393129
Ccar1,15.710990426292765,76761.82504914189
Ccar2,4.271937215033085,92529.25899242771
Ccdc134,1.1384092127164367,49753.51812033555
Ccdc47,25.220436327472864,423864.10774100065
Ccdc51,2.5447908002049124,144588.5197923831
Ccdc6,26.85093712743984,55657.04969874738
Ccdc90b,13.363005828325598,115502.2802518611
Ccdc91,8.709169740601965,6543.035698771912
Ccdc93,10.643101227691998,1679.680001594507
Ccl25,248.19289769614838,27964.80978913451
Ccs,21.73248436447076,54868.503618452145
Cct2,30.09463075924688,1155199.2876220688
Cct3,16.926264023264494,669696.1831995522
Cct4,39.06037736415876,1370934.4243047216
Cct5,26.41342743331023,758760.4967232837
Cct7,27.718195578115807,857511.4577549729
Cct8,17.964073505284926,1261486.3839866708
Ccz1,17.906639463037255,58298.06133001837
Cd2ap,67.66628792433666,168921.96697817757
Cd2bp2,10.757224320610069,3904.334738167688
Cd302,46.533396092680896,12566.846806974907
Cd36,50.634910093551895,53060.26865165357
Cd38,16.85702880316396,468023.07778712804
Cd47,47.66872582428193,216757.004444426
Cd74,1722.8769895250998,321779.14265937574
Cd82,115.76771995130383,664892.2936707684
Cda,267.08766288510986,1585307.0072865698
Cdc27,4.862976952387348,5947.913072416195
Cdc37,32.449510485550014,404514.3153215272
Cdc42,154.9240338492882,3199241.820822283
Cdc42bpb,30.060743380932593,32949.24583283611
Cdc5l,13.453478481931251,99519.1936842838
Cdh1,140.49088140045419,541286.922130559
Cdh17,443.8614834920352,4922186.137134518
Cdhr2,365.48901382156413,315916.8075067219
Cdhr5,569.1602979232943,486077.5313533467
Cdipt,62.013407784374294,519622.56388010766
Cdk1,0.3656977404976916,6501.182012299691
Cdk11b,66.58093684133125,11458.658814712178
Cdk5rap3,15.64178289991508,64278.2684063694
Cdkl2,1.696227134084648,22512.630061243573
Cdkn2aip,8.537428487828267,33165.72549560976
Cds1,77.72647980478004,83011.60404192116
Cds2,10.962089700523284,136919.58344503897
Cdv3,34.847666979519495,242174.57178278803
Ceacam2,0.8363333877265721,1330088.2977121004
Ceacam20,146.5655959787608,55711.149512669566
Cela1,14.587871191854816,35308.83443487682
Celf1,49.737325494723954,18171.150138755893
Celsr1,0.33352615569350125,5138.010169040121
Celsr2,0.057364351450618294,2154.2587305347824
Cenpv,49.168842446792915,1696197.6851095809
Cep290,0.9298115710778249,908.448807767816
Cep70,1.1682295700181469,1443.1595877926745
Cep97,0.17209305435185487,12880.146554110319
Cers2,36.69141248868434,80445.32688620532
Ces1d,13.383569178356995,83343.50899491699
Ces1e,2.9199634458362067,27223.812437895813
Ces1f,65.57071030726767,602843.2162958276
Ces2a,171.29185912487011,890500.9045934692
Ces2c,3.201249806112518,3591130.6454391666
Ces2e,483.82343456841863,5494658.863937336
Cfdp1,13.236007893222705,23256.985124127605
Cfl1,240.4171570572122,7980072.3541160105
Cfl2,12.295316645311637,16719.168058155075
Cgn,54.24187689563758,455737.4825349574
Cgref1,309.84399702564434,281758.5686837608
Chchd1,34.398562745315196,44861.15571398609
Chchd3,67.03581506458609,4213713.102274196
Chchd4,35.208443454169064,1360812.144630843
Chchd6,1.0719059327258915,16714.41513989966
Chchd7,134.74709037654657,143599.9941897555
Chd2,14.287216876528957,577668.5365464181
Chd4,21.385808559650332,95463.91099361505
Chd7,11.833064587940164,2755.2236469985746
Chdh,28.09932450444585,1424221.1222967894
Cherp,6.974584061432847,18411.201003236314
Chid1,17.510251295417817,39967.50527675053
Chkb,36.675469425469245,29392.63064126202
Chmp1a,58.876385808079384,153160.58466426664
Chmp2a,126.79817967133363,392339.2698249118
Chmp2b,83.16837486073297,191568.36856221335
Chmp3,46.14075266417848,44253.71882167088
Chmp4b,159.95072300510967,670722.1564017279
Chmp4c,65.41923599039292,51095.77470822097
Chmp5,70.8613322062448,152319.6115247885
Chmp6,40.87076076276357,207271.7844956091
Chordc1,11.995144687685931,28872.157309580787
Chp1,72.42659572498,1161857.5651523147
Chp2,46.195838826516535,760280.2435097069
Chpt1,137.87473817982064,139638.62436628703
Chtop,20.5779187555753,9908.080987238813
Ciapin1,17.19805995774934,41153.62701363427
Cib1,184.00634369864034,12903.996074906505
Cir1,10.294114062156924,680471.8431621408
Cisd1,117.45797284941887,1590680.6892183647
Cisd2,48.23545503787478,456829.42062392895
Cisd3,189.02196875569393,384647.5867906579
Ckap5,3.6038039354751263,7653.315392416543
Ckb,224.61456036063672,5153321.152325483
Ckmt1,562.5179134577978,22081655.16211135
Clca4a,438.29310237836216,1197869.0304926943
Clcc1,3.7616362441932494,8709.927455389941
Clcn2,24.81651638021857,36065.44895718096
Cldn15,153.2980431698994,270165.42442134727
Cldn3,217.06249340000045,1605281.1100315358
Cldn4,95.7567166572157,11221.161577150686
Cldn7,624.0570038514376,505766.17608314246
Clec2h,481.6217580385451,96364.08089709403
Clic1,168.40735094811868,2324703.1375123938
Clic5,158.05626420287714,1053782.2760391203
Clic6,3.2559859928321733,4109.31667904328
Clint1,71.85680650717573,888861.7401106969
Clip1,4.568299003317468,2980.638649944469
Clip2,12.184985462137405,8397.673503348387
Clns1a,11.707495466340264,10244.680480699628
Clpb,3.8085472804118345,25780.490278249257
Clpp,12.85649981049585,455615.7408196307
Clptm1,40.88987247479512,724631.1673450815
Clptm1l,31.675768259053385,82150.25628511443
Clpx,13.32609831258773,102283.48280342056
Clrn3,89.63217650660572,73970.79742572806
Clta,156.9045970007554,1416134.5072186652
Cltb,69.67991312031188,666381.4951984048
Cltc,170.58409764954942,1703988.8210842013
Cluh,24.637433856277088,67561.06407153676
Clybl,2.728071509934216,231923.72236533326
Cmas,36.82594463803509,313306.5056108494
Cmbl,52.60144378762008,230327.4939163766
Cmc1,17.212473475348677,95041.28251057169
Cmpk1,201.62642799454773,2443200.5227363096
Cmpk2,20.11238636151612,36208.41593593185
Cmtm6,40.26778503086171,309682.07353764237
Cndp2,305.24246190298953,9519111.631151253
Cnn3,2.086356824667002,11282.618588522406
Cnnm4,32.08412620147577,263271.26829380327
Cnot1,36.39831156018369,5730.873499058275
Cnp,5.077252720189728,27305.35609967503
Cnpy2,55.76549666337463,1242542.0995806386
Cnpy3,3.0133959801937533,65306.04599588184
Cnr1,0.20836757071033407,8467.893415983786
Coa7,13.491256067489156,99150.38380725589
Coasy,10.312816150551617,20742.600318411285
Cobl,48.41737966816441,209162.84063323974
Col4a3bp,10.605925904524389,3432.7640031880887
Colgalt1,8.3672913406934,1832.5300205388064
Commd10,3.8671532844912537,1549.9672625296678
Comtd1,35.93855893738094,598667.5487367661
Copa,96.34258771117597,578651.8045978562
Copb1,49.00848422708973,801256.0639082137
Copb2,55.03532487973718,715451.8030608017
Cope,112.50062603666991,469241.91582898586
Copg1,34.93519192543824,1479857.3787083447
Copg2,6.429128191886826,51107.928940526246
Cops3,15.759716770827724,61343.82236894481
Cops4,18.470130641343236,79549.38129709476
Cops5,16.987651572693732,56252.0881714185
Cops7a,15.474460165405496,14066.859888561228
Cops8,8.95347524242385,30758.98905463697
Copz1,88.6560957241608,1741064.5283512212
Coq4,30.81038872095836,17423.117418833393
Coq5,12.67230003435993,109608.42318430799
Coq6,4.555957645705758,11528779.078173628
Coq9,24.041217827363198,688804.5888632685
Coro1b,67.8011810050643,950702.6223392147
Coro1c,83.47378245361013,1521052.6310619407
Coro2a,100.16670860228054,433412.99854412273
Coro7,9.6404719034876,96204.06083806757
Cotl1,16.40835793007325,1003273.8560520177
Cox11,10.793366759213427,43266.719595678565
Cox17,174.089295498047,155653.88773108085
Cox20,48.78604276729323,322178.6013691104
Cox5a,576.1637138891518,6239827.683796008
Cox5b,699.3760248103107,3133138.779962588
Cox6b1,875.9508529325263,6187738.180016299
Cox6c,1215.780353146044,4706438.764273968
Cox7a2,887.6984069124769,68131.22720925615
Cox7a2l,169.73483737978518,41287.025863290735
Cox7c,1077.0850873904042,364481.54716950614
Cpne3,32.927139254288015,211740.73779799836
Cpox,18.76943709404828,6487.57451812073
Cpped1,24.35077826136109,281404.65149184124
Cps1,64.83748582325781,7977350.402428991
Cpsf1,4.38412387763815,4152.41913901576
Cpsf3,3.3913958201685688,11190.163071619287
Cpsf6,13.584170333604831,91014.09536334775
Cpt1a,25.163782883017557,333776.5791664748
Cpt2,53.03610863646193,992634.1210003677
Cr1l,12.631822462987635,117009.94107094471
Crat,51.558104082175475,280311.2303166595
Creb1,13.244963008481312,258215.11717318473
Creb3l3,305.5580550036689,3648.9849149294478
Crip1,11345.716568699945,7429491.680451767
Crk,49.48681994657693,55796.19693070374
Crkl,0.8728200197424715,5403.978215433878
Crocc,0.3018457540615867,136603.30285284173
Crot,87.95447160388056,467768.42584229977
Cryl1,62.037500105945774,1048535.724073809
Cs,256.59887838496735,12387737.747676158
Csde1,68.70392059258813,46387.28108422938
Cse1l,3.808410029104092,4722406.311617932
Csk,25.096278672758356,4200.711545942333
Csnk1a1,159.16689995916963,104034.65007298351
Csnk1d,32.75669838918169,26733.244466967444
Csnk2a1,54.83152099109096,67893.33488052664
Csnk2b,53.55018812667413,204750.0697591151
Cst3,33.50486348450489,3372.195278887653
Cstb,51.37091368829857,23399.600986211182
Cstf2,6.624036613292906,79866.08144060847
Cstf3,6.924578327767624,2575.3559857039077
Ctbp1,36.8000379211271,139955.90089431396
Ctcf,18.52849957498201,143369.83631903314
Cth,26.571857135192648,468093.4703764734
Ctnna1,143.32096806421586,2715799.0049754535
Ctnnb1,187.8094794430116,1315088.9540148976
Ctnnbl1,4.411145038645814,748.0708860179662
Ctnnd1,93.66612817083218,778047.9673149887
Ctsa,27.389988138842295,25334.840900110692
Ctsb,120.33083718518243,428148.2610938872
Ctsd,50.21441164909012,389860.15075368574
Ctsh,14.419638825063982,45574.51597138671
Ctss,42.44248361410816,189586.86403673096
Ctsz,112.99462088263135,1429691.7571620892
Cttn,54.186442583640854,860780.3450288023
Cubn,39.33791107282581,997.2150694897805
Cul1,23.661326597415837,7800.712132112177
Cul3,33.71930084974499,1259.7418056276745
Cwc15,32.999560469822605,88642.15012947959
Cxadr,65.45848164758841,354344.0957829622
Cyb5a,264.9430119911538,24694732.44696586
Cyb5b,250.37964609210016,5668387.868401726
Cyb5r1,1.3305808247865318,4501.900337364836
Cyb5r3,252.9457820574353,8904138.026525354
Cyc1,239.2164174911832,2422161.441996698
Cycs,690.4120207796519,1217558.4755925701
Cyfip1,20.98295375558251,88089.91715134856
Cyp27a1,14.373248796026898,49576.95853793362
Cyp2b10,150.08890978257384,1593241.9828755085
Cyp2c40,0.3215752491412891,68373.97611840948
Cyp2c55,16.907828524993043,58530.83439451914
Cyp2d26,151.95731000891263,400972.7651959478
Cyp2s1,13.201629636062775,312954.8834802872
Cyp3a11,454.8945774633284,526371.102738419
Cyp3a13,391.0228697489628,6666318.928299424
Cyp3a25,115.46461671962895,200355.89806187336
Cyp4b1,34.46723070058729,123811.4203705967
Cyp4f14,336.3202246925757,619367.1331904937
Cystm1,702.9036442272103,1852480.124288041
D10Jhu81e,8.190882934803213,539921.6932154314
Daam1,11.28883789363133,1603.1950695410076
Dab1,50.510250908559875,189988.51017959698
Dad1,169.15836210603612,2114036.115461817
Dap3,12.257971507887442,107556.191809659
Dapk3,24.222529543830657,34207.6983928485
Dars,8.73037065491212,433359.2690922191
Dars2,1.8520545389992067,14703.359861709332
Dazap1,24.937152367231988,48476.54339891642
Dbi,879.2109774631281,2610454.8302714797
Dbnl,37.50276705138166,488901.4852863728
Dbt,3.8311246640455376,200405.06656250032
Dcaf8,13.821810169365776,5023.316209481347
Dcps,2.191266124695469,112604.11378580269
Dctn1,22.914556231013666,187914.67622102716
Dctn2,41.72843170745479,506294.7675740586
