gene,M_mean_scaled,P_mean_scaled
Dctn4,14.000225000692653,50156.910900278155
Dctn5,11.857163300370772,105613.07289922069
Dcxr,22.006547836636297,72978.19777872686
Ddb1,54.72231885969439,79582.80756888645
Ddc,84.12665101399946,345240.7260683275
Ddhd2,32.7035617432015,39396.02126088006
Ddi2,48.645242706780046,128983.4202558453
Ddrgk1,32.58380130388736,132558.0214768016
Ddt,40.06950284449414,576226.0335710865
Ddx1,12.411058755873148,281375.4276534996
Ddx17,37.90926738408683,206389.01928250966
Ddx18,4.9359471731529,1253.1232139942074
Ddx19a,3.5895249302439125,50230.010339917935
Ddx21,7.482807090079191,133875.6196744612
Ddx39b,12.308703060552588,242957.1063366868
Ddx3x,127.35877579045876,202129.68608001005
Ddx42,10.799306301947816,17207.938767242722
Ddx46,12.596339804506641,9633.910484885098
Ddx5,236.28371188957053,685441.0073690825
Ddx58,16.112320858297434,84243.86247874524
Ddx6,28.185854302301806,83418.33352788123
Decr1,40.29779041875125,1945034.1550468635
Decr2,16.923045769208226,261642.09721202866
Defa-rs1,21.333562069047392,3132729.1076001613
Defa17,22.154774379772196,59712.74121521797
Defa20,13.221490295917725,12030933.555135285
Defa23,1.1541471597864927,61023.097594978404
Defa24,299.40802323766707,2397533.5704987077
Dek,11.12836220385101,53128.26160853389
Denr,16.55667759715631,65904.10367842206
Dera,53.01179446078104,210329.67273244288
Derl2,23.53245005405864,45118.40402597683
Dfna5,7.110319213931054,10554.179680604406
Dgat1,379.4925362012354,5390245.502459575
Dgat2,217.37191445240418,1568.9289590743435
Dgka,20.237742758805343,10207.241775207434
Dgkq,25.30626465245888,7759.867423735163
Dhcr24,49.829463727946624,83464.98204322295
Dhcr7,9.615571594727513,240417.35455105183
Dhfr,14.839324108784554,196230.57676401726
Dhodh,0.6498033826252803,32519.078927027163
Dhrs1,205.2749277727402,4434432.237493669
Dhrs11,122.77921852798693,746486.688695096
Dhrs4,65.60584572906988,1699812.5209533896
Dhrs7b,33.069209574132735,323722.5670547522
Dhx15,20.975682479538406,310636.2651989041
Dhx9,11.376814460261143,350276.0181336484
Diaph1,38.56562139730891,58223.88374995658
Dirc2,14.733989664461374,3864.88761748715
Dixdc1,0.18252293643378548,16655.157851938464
Dkc1,1.1488390947983673,71612.0020430453
Dlat,16.260045566829188,1032046.2017054664
Dld,37.286129708971565,3642022.127908651
Dlg1,10.973735367470915,43822.813505159014
Dlg3,21.957225620570167,24433.8464144481
Dlst,97.68654612573134,3637146.2083863635
Dmbt1,63.1752662765042,27792.9759642327
Dnaja1,124.00017603332829,414219.9841580512
Dnaja2,58.42310347364451,588220.3910834461
Dnaja3,12.214044698550723,200342.25597890897
Dnajb1,31.8092468296294,18700.43522194555
Dnajb11,36.70281925923158,1573769.4143553504
Dnajb12,16.464605402811195,161448.41682312897
Dnajb6,58.56531256643009,139961.77523697563
Dnajc11,10.924904030250437,183382.4281330279
Dnajc19,83.4995017053173,67391.4281266727
Dnajc3,37.67677462452954,792762.371767413
Dnajc7,37.529876162783864,131650.91942975792
Dnajc9,3.1785324322314494,35612.26593308315
Dnase1,108.44304675762787,8346.516278427922
Dnm1,13.6567330610199,38905.90119288001
Dnm1l,17.517276371222533,30126.327180089575
Dnm2,44.51010517877839,292339.8227391341
Dnpep,136.59133741598893,1233708.6951873852
Dnttip2,4.824273909563714,42201.88980519273
Dock1,2.9034004692865722,1504.9700734574487
Dock8,14.45140595978394,815.2116749838937
Dopey2,13.461257070458743,3691.089139983178
Dpm3,35.75856769413807,162049.14878252088
Dpp3,19.260063348600855,337982.6745414051
Dpp4,180.210808511721,1269210.8149748957
Dpyd,67.05065403080677,171421.74137913526
Dqx1,8.978423026137392,5501.56035178047
Drg1,11.537721989521922,70719.06625070536
Dsc2,70.38941443094602,115667.97493629444
Dsg2,76.41314060491624,223530.62278870665
Dsp,139.48749278132115,936947.0730770058
Dstn,832.0402593356808,6732135.544176481
Dtx3l,49.82837271699706,351275.1297705721
Dync1h1,61.77044466729398,259592.13862534365
Dync1i2,39.46601797414914,509031.44041521807
Dync1li1,29.37142896829509,277169.92165499803
Dync1li2,7.094938546318403,18797.10283050269
Dynll1,23.36665960410444,302842.0614092472
Dynll2,139.84709333789286,800322.6143946812
Dynlrb1,76.64495258581407,63487.05437219432
Ebp,28.372219666699134,372885.1517623284
Ech1,82.65137474790349,1522232.3639388096
Echdc1,8.864159334318705,34185.761367127176
Echs1,37.57722968991477,1717028.996729618
Eci1,27.820897292808652,2547728.201429936
Eci2,21.3729668890676,98889.62327823117
Eci3,27.731549126081287,144248.00075463
Ecsit,9.927955266822801,7572.425297810757
Edc4,2.5778132822517814,1818.0916450657157
Edf1,575.1012067799032,28557.130208678722
Eea1,12.462367616145357,6899.927800494726
Eef1a1,839.114323814484,22115975.887003794
Eef1d,48.15176125983447,1820122.6015754023
Eef1g,179.6608443475566,1618285.1076575776
Eef2,447.84630862221525,4292786.8655319745
Eefsec,1.6782307791326476,9257.59168640775
Efhd2,100.66396369937245,4378494.374246159
Efnb1,31.97803733144994,61001.78089827543
Eftud1,10.368997584412002,47770.50375779433
Eftud2,4.512918557133308,215111.5751993556
Ehbp1l1,33.830645744906114,1857.9481405311064
Ehd1,75.3237736277712,445271.8723585908
Ehd4,7.27824786275043,65582.16232028745
Ehhadh,35.111806664779984,1501935.0208652057
Eif1,602.2762548059214,302542.3426386404
Eif1a,34.31736505425072,445713.46550174506
Eif2a,15.959609149366615,224995.0998704752
Eif2ak2,14.884486484217577,32961.83391771583
Eif2b4,9.976196819044603,1836.2907456699159
Eif2b5,8.79752397657304,1923.243902490878
Eif2s1,11.008560376115922,909994.6501043903
Eif2s2,58.44567233613272,751068.225404405
Eif2s3x,19.132477454459035,356287.2631018102
Eif2s3y,18.432860368268717,74240.18596384616
Eif3a,39.05950516405235,225591.09595997512
Eif3b,23.14364448862037,353205.31439729506
Eif3c,30.378255260980808,250343.60845720768
Eif3d,18.076242212619135,233420.95632703262
Eif3e,36.68793099209771,276792.3811099341
Eif3f,120.41582952493036,131705.05543403895
Eif3g,19.511913411775833,463290.0229702491
Eif3h,83.12075170021258,382982.5421346475
Eif3i,37.231035329814624,402051.92668801127
Eif3j1,17.81673407426005,212196.2075323644
Eif3k,90.60337041211108,182879.28311207463
Eif3l,20.5698912278688,276986.5164883016
Eif3m,21.492312531192255,27264.84357844973
Eif4a1,91.0361526964525,1132091.5288917248
Eif4a2,106.66095721397522,80963.40829518225
Eif4b,50.42152508978003,411052.4775572445
Eif4e,30.815102740375057,99710.29790232971
Eif4g1,57.36658825130988,201345.74071667957
Eif4g2,182.40693594991959,61625.12792504543
Eif4h,91.08243529819107,656061.795252722
Eif5,89.70525567630291,136103.31087994832
Eif5a,97.5464082799535,3696267.3553599133
Eif5b,29.667998611664146,55238.62663368794
Eif6,244.38271283416907,1563655.4381391958
Elac2,1.7353830149258453,8891.438328561095
Elavl1,30.205391651615198,692186.4373967948
Elmo3,13.136032032107352,1557.445681416011
Elmod2,10.203256131044391,2816.433579549423
Elovl1,23.328628210141535,50339.68102238418
Emc1,7.128349349138399,77698.6376665452
Emc10,29.844928633389078,68129.53920797262
Emc2,12.599043137913908,257773.8067832193
Emc3,18.04496291347859,116550.90986586291
Emc4,14.797704399589739,103814.95143208119
Emd,8.631413375009656,36483.45212319261
Eml4,20.804761082691673,115334.5484159385
Endod1,4.102136653145142,85812.46534608836
Endog,28.472236003255578,85438.6025057292
Engase,2.0730814886440685,3428.5785249102923
Eno1,217.782391725441,16761347.018047377
Enpep,225.7855279572974,2233949.701638719
Enpp3,77.27606970502914,363135.1308411774
Entpd5,53.12900251269375,736628.580884127
Entpd7,56.63167931943226,40068.796297698405
Entpd8,65.28303673979204,6794.412327458048
Epb41,7.887692361387049,33808.28718730499
Epb41l2,2.826889103915939,44967.4448382905
Epb41l3,135.32421630061927,2655901.413422342
Epb41l4b,96.35874715062126,37484.52039107505
Epcam,983.5072108974706,6088266.061955622
Ephx2,257.2886024212417,2292544.998598857
Epn1,117.26406353232171,53227.29331005268
Eprs,8.564516905019993,316335.72433692875
Eps15,15.669658305758295,26543.88761256009
Eps15l1,2.567944578465809,4443.098937128859
Eps8,130.49264524724833,360844.6680738178
Eps8l2,130.11943946459255,527657.9209834124
Eps8l3,165.40588913651277,912414.2681659246
Ept1,75.38471716465499,144384.61860028785
Erap1,5.805168530558221,720227.1337824954
Erbb2,28.986173677260652,4443.187046201238
Erbb2ip,77.49211361052106,23816.356126406594
Erbb3,84.44579408475609,16016.106754255008
Ergic3,80.60017586520893,62263.64860056644
Erh,34.849606453098744,517623.5228423124
Erlin1,15.848986725612539,181455.3497788672
Erlin2,28.42393084676921,1233176.0662251143
Ermp1,12.34751535663449,17309.320967783828
Ero1l,19.108355613204946,217234.80428837964
Ero1lb,6.5528512681812545,18606.87385608286
Erp29,35.42723025552946,815530.7191263741
Erp44,43.22320770202881,1500590.1997330904
Esd,76.7237722686331,851273.9053992819
Espn,288.89118682223904,102733.79383079776
Esrp1,7.949247594786496,11639.03036353169
Esyt2,20.799488623918638,23573.647372773612
Etf1,30.97547374179648,155957.7575020986
Etfa,81.11915653571201,5374697.742216128
Etfb,111.89729789453663,10290709.09597695
Etfdh,19.99887344348058,1371648.9424612168
Ewsr1,23.339905033220024,406958.3484651944
Exoc1,6.693036284585915,792.8696170673824
Exoc3l4,97.8508420276316,186069.2082334204
Exoc8,7.657141205695382,8205.641297877213
Exosc3,3.7910895835855634,961.1259938802317
Exosc4,12.692190518224104,12964.388624106183
Exosc9,5.399717211728408,50880.6199076756
Ezr,297.8923092669866,5718800.512168412
F11r,92.84116351282476,647574.7016592846
Faah,59.460669798691804,605445.0886631409
Fabp1,8272.450531836761,32737547.509351153
Fabp2,8931.303380712754,63846055.48099744
Fabp6,11.166332123835724,581980.5776731478
Faf1,11.997772852416896,2318.475152848815
Faf2,10.230690871935028,133772.46794610194
Fahd1,87.32544338261745,506372.24524158594
Fam114a1,11.683722383398093,26933.316455972632
Fam114a2,32.20786236381506,9276.706811044465
Fam120b,8.630443790383342,1402.882392928065
Fam129b,2.2453528783980015,1045.190479176481
Fam134c,20.191326253351907,53674.096881603626
Fam136a,26.310362961280735,273296.9975635624
Fam162a,42.51453202952749,14471.88526373473
Fam175b,15.266314753131198,15962.99442398473
Fam20b,24.99093448998318,57926.726980237894
Fam210b,8.297000411531764,150121.3972526772
Fam213a,129.58701881736255,976516.5539075104
Fam213b,152.07425116637555,145846.43112732793
Fam3a,5.905820301107048,49574.538369090624
Fam3b,35.73806216616538,397344.16889578645
Fam3c,79.98031578784175,657579.520210022
Fam49b,16.10889535780974,29973.863372521286
Fam63a,12.06158071149242,29950.734089795627
Fam73b,23.045327816262922,1327.922484540777
Fam83b,9.244471752314663,18870.499283973033
Fam83h,13.880479777709759,103786.38823100542
Fam96a,58.75718076485534,20159.891460174567
Fam98a,4.815111243547059,9238.083197337903
Fam98b,3.535238842602196,150480.86063584374
Farp1,2.3733958711301337,5392.095286235009
Farp2,4.563500685425724,6613.596380320047
Farsa,4.330250761226162,252088.44599996996
Farsb,8.35860677180416,107003.66881487245
Fas,24.37985606169852,17689.827469621647
Fasn,2.4695101317045913,125377.85360406642
Fau,1460.6022771645019,696137.0501631391
Fbl,8.392578752920114,303879.3195302793
Fblim1,31.727022949186406,129753.7580331095
Fbp1,8.761639911274056,55453.07226602945
Fbp2,111.24192563900584,1384065.6981727637
Fbxo9,17.564555034003764,123131.71787197671
Fdx1,32.52268703976712,768735.777056382
Fdxacb1,1.1681598792210892,25910.867865312262
Fdxr,3.6014374916414105,33500.52396832039
Fech,9.044074495905384,11445.418457386586
Fen1,1.3718399069310738,42864.43161512572
Fermt1,31.78715941186147,3933.762432753912
Fgd4,25.710814555826307,1705.8876888691811
Fhl1,0.45380851516900106,9190.370422081849
Fignl1,0.23836626341412223,304.1416758060398
Fip1l1,14.102493354271921,51092.147601369514
Fis1,134.5459088704254,2316503.190614164
Fkbp1a,122.83967727255755,3138769.2849436183
Fkbp2,77.10465590770362,1428790.7418309564
Fkbp3,4.958876358364763,215312.36964767645
Fkbp4,54.46747330955242,939125.2666368503
Fkbp5,2.378582814121626,34102.49505806867
Fkbp8,100.88027815123375,486513.11187557597
Flad1,12.426047755119798,18730.59663040886
Flii,25.306554371405593,109134.09823046881
Flna,0.11472870290123659,6038.652171877674
Flnb,48.54934390945587,907047.2805293803
Fmn1,18.74875566528649,3990.2794617016734
Fmo4,26.15745739628998,137044.2813339846
Fmo5,166.7218309376711,1309041.0259767587
Fmr1,11.609166012264572,32145.65549845052
Fndc3a,31.22709312538993,13432.705590125935
Fnta,15.094503505233819,114521.0411136995
Fosl1,0.13558846706509778,368854.07136675296
Frk,84.07312056936689,9582.993467102368
Fth1,4548.595685196715,57031.256385338784
Ftl1,926.5172679283291,94804.57440693781
Fubp1,25.647563005820746,263353.1885238119
Fuca1,97.21368341626284,44841.96962021006
Fus,33.31150469427181,1090479.7995764192
Fut8,16.599000605180823,80070.0518845915
Fxr1,9.048097085230749,61206.975379447045
Fxr2,9.595537164369855,2358.064130073859
G3bp1,18.26930337141325,160627.2944978434
G3bp2,52.243747098412534,149244.371126084
G6pdx,13.212088124847426,339447.2854313665
Gadd45gip1,24.120977575125945,180876.30624160662
Gak,37.65577547877157,43602.245405168396
Gal3st2,34.75848740974222,48958.94536187246
Gale,44.62986774837888,543683.0688838115
Galm,73.61483416191933,1323254.735292136
Galnt1,69.64528135907356,203365.25496758273
Galnt3,5.2352530172046885,2727683.3452613694
Galnt5,0.09082688979681229,721.523385545055
Galnt6,115.63167286401533,151987.2038549713
Galnt7,33.047186064955994,186057.20976913828
Ganab,40.29006204411682,1391795.2465154633
Gapdh,1043.194234883373,6596761.9578832025
Gar1,1.3240052394065052,26566.858460759777
Gart,1.7899043470484584,65760.70880437213
Gata4,26.327413469083144,31789.458302551997
Gata6,61.482123188434336,14143.745257708366
Gatad2a,40.17823174798929,25102.46205898195
Gatad2b,21.8538942540908,6900.118307910059
Gatb,2.0590663345964746,8624.114274106732
Gba,11.937399927954432,24289.82200453017
Gbas,6.924751793943707,20743.73210223783
Gcat,16.60547667575457,245989.0616656068
Gcc1,6.16452958207628,1102.0662640228593
Gcc2,35.49399312613088,42838.19340363185
Gcdh,4.565885693183547,77559.69480664779
Gclm,117.97522829228653,125105.17128879203
Gcn1l1,10.256214137295888,18549.271865678413
Gcsh,16.192323458706692,191656.24143832002
Gda,782.4434609204878,4734545.430025272
Gde1,87.7997233411772,5703.628757226274
Gdi1,15.21620737437332,71806.3780669522
Gdi2,141.4836541939376,1302014.4170051797
Gdpd1,57.813991299682066,1134331.7391842406
Gdpd2,46.17193579610561,32951.454756394814
Get4,21.523438145387335,8990.512578406007
Gfer,16.81317624952367,68894.09772357265
Gfm1,6.439674935392644,131154.3376552112
Gfm2,5.885178130479851,55700.00558921686
Gfpt1,69.41621927355659,1376631.2786762158
Gga1,22.894287773481608,42905.281859969495
Ggt1,346.6360354171145,430134.36757964897
Ghitm,118.20510049527844,479002.2597296567
Gigyf2,20.845609019566236,13034.01046155334
Gipc2,109.84157489223918,511527.77829662146
Gk,189.9533920405762,651872.5945412413
Glg1,13.92669268865127,237426.24170218172
Glipr2,1.0438263237175005,14961.022317017882
Glo1,59.274461771159444,153429.39773854663
Glod4,7.478392528061203,364802.6916868273
Glod5,168.78277831513483,1238225.5323888415
Glrx,209.59866259660475,1627351.683852689
Glrx3,13.29459594203127,937477.9756440999
Glrx5,47.604466953148595,64417.67522247302
Gls,61.904871215305945,449208.2762893126
Gltp,40.67001626967551,9623.175049080055
Glud1,93.79692440653803,4304135.872225707
Glul,1.1556426208202988,11244.587420663667
Glyr1,23.28225948396818,67032.97713979411
Gmds,32.878535249056185,1723419.5594133083
Gmfb,26.704511589268957,279750.06782703684
Gmppa,25.567102698167925,213687.10154607115
Gmppb,33.58416035147146,540211.3469585084
Gmps,5.752184047890374,28556.65389467412
Gna11,268.7601997130942,2030072.901513172
Gna13,62.7345833686588,130071.09720003967
Gnai2,73.28274047164832,489954.52798002056
Gnai3,96.01103754825668,674001.8665425022
Gnaq,17.969421132734272,9960.623477073505
Gnas,128.67537067655368,249803.25292495437
Gnb1,359.7821741364283,1720877.4909924755
Gnb2l1,189.04857420653227,1263539.4603814573
Gng12,285.83998951901066,1044152.7687852015
Gnl3,2.0562029253846137,2280.995460963626
Gnpda1,29.597288320413654,313119.6892015241
Gns,25.06693793421718,23489.691457332043
Golga1,16.54818931894,23351.07063717092
Golga2,15.690135835681524,98727.82897496411
Golga4,75.78123010619056,22958.399445507774
Golga5,9.302858641224294,112064.0050729728
Golim4,19.191113282547676,34500.75955408753
Golph3,62.310880060512225,141204.24762524638
Golph3l,12.89851483997616,105256.98883577414
Gorasp2,43.00894897651741,186886.70594786646
Gosr1,9.573225153552896,58814.18845176802
Gosr2,37.24814487698223,18202.870322707506
Got1,37.34845367142501,630710.2352039096
Got2,17.796032255614413,1451863.8420230665
Gpa33,154.0387215259282,3057118.787003973
Gpd1,138.9328468563622,2818150.143488282
Gpd1l,36.70434667456099,389666.4372535843
Gpd2,137.67851324143606,2547624.9045248595
Gphn,3.336830360685372,39838.4982933963
Gpr39,13.061072732522723,2247.654489391853
Gprc5a,42.65146714190691,130795.91490302775
Gps1,10.498042116066044,145267.06035675269
Gpt,109.38225502189674,2280705.396137734
Gpx1,270.9897017392444,1030975.2813164528
Gpx2,145.59370394797836,408094.3544698991
Gpx4,953.8281338836874,916020.1631319731
Gramd1b,27.280706273870052,7847.339184845256
Gramd1c,19.873987230826526,7739.385066811127
Gramd3,54.58794556884174,9183.831519510213
Grb2,27.557785318559795,131392.25235521593
Grhpr,17.303267193543395,258925.49446586551
Grpel1,24.372134686576473,613580.5050225643
Grsf1,12.141827381854696,1873.4765636939528
Grtp1,18.24121219799312,43810.10188385695
Gsk3a,36.31242297852599,20067.363490230502
Gsk3b,54.05521663874092,80430.07010860337
Gsn,12.19823919096998,233875.3981542202
Gspt1,23.84361520234859,156478.85219931658
Gsr,51.72268239918346,1039384.6078521418
Gss,32.462499754545725,221421.4945176379
Gsta1,211.7763381028941,3771007.3387974654
Gsta4,21.141351807495965,193544.97834990264
Gstk1,39.7541635522197,449291.93040526117
Gstm1,41.44027973852511,515792.5509419886
Gstm2,7.116212499018488,439424.2068144276
Gstm3,102.97924109767594,1137598.2882796486
Gsto1,275.87812465802995,5139306.082733702
Gstp1,99.40802932640035,635202.4301938012
Gstt2,14.607977747622527,64256.21879202457
Gtf2a1,3.1596930925290123,87310.83010368254
Gtf2b,20.244374948937566,4929.725718912088
Gtf2f1,27.226372102621628,28241.88987513448
Gtpbp1,3.415101951253306,6129.974101531153
Gucy2c,68.24344275943871,63773.58301317465
Guk1,84.14609505070518,317469.45015807386
H1f0,69.60275566951698,5681417.88413678
H2-Aa,445.8070083018934,127113.23740665778
H2-Ab1,631.1289477823198,769481.5259123007
H2-D1,411.4739479063001,398463.42480456986
H2-DMa,52.31178722785784,40664.97626165102
H2-Eb1,237.75395033272108,1743.987942770739
H2-K1,677.0881434427712,617118.6080290485
H2-T23,80.37613577765283,36699.565783269354
H2-T3,97.51852526594467,345026.8348326989
H2afj,235.11762325735717,18185765.9278122
H2afv,131.40767080493822,10753886.584410872
H2afy,31.937415204930904,1088582.349449383
H3f3a,315.5773703405351,100448439.54467316
H6pd,1.8862748506409188,1806.9305442655086
Hacd2,9.049796140776484,11049.23875163229
Hacd3,8.222038068680884,17371.217372046074
Hadh,277.95031355668374,9744597.552013611
Hadha,97.28896469341642,5751963.210586407
Hadhb,73.89855483086667,3872320.138725482
Hagh,35.64713454425578,371131.7197124283
Hars,8.76334718363866,89360.74968469383
Hars2,4.685752342489698,13183.028888941808
Hat1,2.5456310460157265,4514.631866093122
Hbs1l,19.10935167424761,12079.366415246664
Hccs,30.19023496839833,80161.15115921876
Hdac1,8.468938259305018,77845.99099049196
Hdgf,42.38170380494848,505380.29455871397
Hdgfrp2,5.309770434530247,1877.2551441830292
Hdhd3,30.17155570450049,650757.1509405106
Hdlbp,121.18886784394404,844849.0222760431
Heatr5a,28.0892503801882,564.5603085845879
Heatr5b,0.9300236867352449,1910.962973023804
Hectd3,24.525035382341226,130604.36865359072
Heph,83.27506081959648,245352.11905573634
Herc4,12.059415731884258,2713.751941855991
Hexa,30.064019457047564,172153.49783280006
Hexb,21.002883193254647,278742.95734437316
Hexim1,17.1382871653908,11511.740981842137
Hgs,21.821124363142435,18738.044756226755
Hibadh,16.50796220837984,397130.28354289377
Hibch,5.78472265060396,154441.12911478666
Hif1an,8.343456175119789,1704.2636983268637
Higd1a,155.93600082731848,412908.3552283288
Hint1,406.882831405642,1901780.0955464318
Hint2,63.88931392258485,229545.03761220365
Hip1r,21.34289394066739,72813.08964394004
Hist1h1a,0.3278532030823531,5128703.052255697
Hist1h1b,0.11472870290123659,15884777.198333213
Hist1h1c,63.814488222388455,8012408.924459173
Hist1h1d,0.045413444898406145,7006065.506069428
Hist1h1e,1.9726190092558091,12530245.250687765
Hist1h2bc,340.62039033233674,251696361.2488298
Hist1h3b,0.19679159455975992,558959.1761912027
Hk2,1.7876255492826587,102271.86397279215
Hkdc1,81.29554211710533,3307909.4509763266
Hmga1,0.7280947544238198,625490.0739114898
Hmgb1,50.954377272163846,1399381.1082087692
Hmgb2,18.51763511448,792191.9674863071
Hmgb3,12.370012093712651,412981.9927469112
Hmgcl,22.392653111933537,608144.8011044642
Hmgcs1,24.571408064760707,37038.20289012436
Hmgn1,9.6824978887264,154489.8317894859
Hmgn5,11.197692678185073,48978.283632666346
Hmox2,13.988349567143368,136693.931270987
Hn1,208.90494336040126,101930.86338451499
Hn1l,8.153730131805832,166087.09517662262
Hnf4a,131.9523317733405,10581.115516574175
Hnf4g,53.170136212268915,79577.27910414529
Hnrnpa0,20.64584232792335,88043.76153400022
Hnrnpa1,32.299976250907754,1110974.36974429
Hnrnpa2b1,151.21854099812728,6389906.397693497
Hnrnpa3,95.34863930394131,3773315.2771638795
Hnrnpab,66.91708264061022,2340732.089521093
Hnrnpc,41.891248581958976,1527063.5859391105
Hnrnpd,20.873253745827924,2616743.991986992
Hnrnpdl,23.038341085612913,110647.7000716991
Hnrnpf,119.19290546094014,1519614.4890715384
Hnrnph1,32.04902699454191,357196.09357354
Hnrnph2,21.30956865362894,6367.337731097276
Hnrnpk,103.3257680867769,3600099.8690114147
Hnrnpl,25.174240154495706,1011537.914183515
Hnrnpll,12.658119630955122,20991.816863521744
Hnrnpm,23.446972313344276,1330228.3838568514
Hnrnpul1,20.978413810995146,54190.018077025714
Hnrnpul2,61.285386676993646,665522.526963493
Hook1,38.08436535953104,45827.53528104534
Hook2,24.95895158768631,29094.316011896033
Hp1bp3,18.039804881516442,95065.05012952794
Hpgd,70.72232462955112,410473.39333100803
Hras,44.56305770715064,140532.5420740312
Hrsp12,2.4947832405799417,7228.082058232976
Hscb,4.7261389202012065,21913.176251403394
Hsd17b10,19.41095335835618,975245.0960227441
Hsd17b11,198.59879500619695,1062436.3461524732
Hsd17b12,27.075291584399242,833631.6417529226
Hsd17b2,36.454315571621876,140234.93062493124
Hsd17b4,67.45888293874027,1712569.109093697
Hsd17b6,83.48421568328493,342379.17433042894
Hsd3b3,12.100514433897581,762.212122665877
Hsdl2,18.233586381431234,174453.8324684599
Hsp90aa1,67.23733772085355,1495902.204120848
Hsp90ab1,198.7469990291626,4253867.817572364
Hsp90b1,84.04432883605669,9603263.655142875
Hspa12a,3.2059653471623393,4450.185296287175
Hspa13,11.323744766138377,9648.283181666611
Hspa1b,4.291925083417164,119657.60682440038
Hspa4,29.528184265088374,839795.2305581927
Hspa4l,9.535984400160975,33776.66425130265
Hspa5,113.0453993015967,18625165.36340176
Hspa8,487.25375345956036,9594153.119512247
Hspa9,66.50462633153292,5497205.467524923
Hspd1,45.6269148093063,10581810.716448143
Hspe1,107.51714274041126,19257540.1335454
Hsph1,10.19917571966033,288681.23655654985
Htatip2,17.08238479904527,71678.95693682994
Htra2,4.374992557263841,5809.709604632454
Huwe1,18.700987340966112,1435.6557762822788
Hyou1,4.403743815132959,2196841.3919561314
Iah1,26.51790398087837,109148.87930869112
Iars,5.724991855319626,56804.23672326992
Iars2,4.286120661704142,99062.0489014871
Iba57,3.0067607467952846,72575.51646216366
Ict1,25.81475305392196,210841.64252552847
Ide,11.977960580495273,72589.63411441365
Idh1,151.78282555594387,1888088.0297413014
Idh2,7.463574256051007,1110273.6123522911
Idh3a,58.01944342132771,3739195.36823361
Idh3g,45.58714753627607,1058586.3041313374
Idi1,8.907794903075578,107042.1266684167
Ier3ip1,125.73662875633998,46866.66796914876
Ifi27l2b,620.0318137507363,2963007.929746757
Ifi30,62.7978960883159,41432.818989988424
Ifi35,83.72859665810975,381759.4180769315
Ifih1,27.028926205818752,30350.34719697827
Ifit1,53.983553500828485,639312.3993140497
Ifrd1,162.3133323233537,2654.864453463451
Igbp1,17.689382207292628,92050.37245598384
Igf2bp2,8.71041687111001,125241.20835501322
Igf2r,13.232410448192056,21368.356321380194
Ik,16.701279914518576,62153.855187581146
Ilf2,2.7975395399026493,29076.776064086705
Ilf3,1.8526571057161247,32655.5360140136
Ilk,13.399824480689055,4849.104438272435
Ilvbl,43.103527300616975,219215.88089017593
Immt,54.37550367327984,3166657.136468706
Impa1,54.26726930054983,790390.4530879543
Impad1,24.390948158515812,25654.103992308723
Impdh2,5.7733277487950865,20463.888824254136
Inadl,31.586956011512132,9539.213571694754
Inpp1,9.79152138039427,14960.151707043522
Insr,18.176885157695846,5783.084551389727
Ipo5,3.7481612699045086,54284.69177219481
Ipo7,11.303489394651182,21998.022930050396
Iqgap1,54.99233874399744,520140.9173032913
Iqgap2,139.35255709486603,1041350.4945371632
Irak4,14.929860975308022,2222.801566593
Irgm1,3.3916648449048084,219032.3019801024
Isca2,13.767118110006704,112314.33916152867
Iscu,36.281425181513285,140061.56666942124
Isoc1,16.99916333592649,394822.14864332724
Ist1,39.84171771349443,219083.48899839446
Isyna1,2.3327755705708504,20936.65673134543
Itga2,0.23988728788440375,56950.88235751836
Itga3,31.899680225100468,58131.51281668781
Itga6,66.40036037798909,189183.3461413967
Itgav,9.010674040190631,2396.287118634038
Itgb1,31.247178073967294,306456.29508550506
Itgb4,31.158200272742192,173484.04960534305
Itgb6,7.05695341000245,7318.9852289395685
Itm2b,490.8471625105155,121816.10214880179
Itpa,12.04910758045221,293793.60095266654
Itpk1,158.7405575305336,627695.4848583859
Itpr3,17.960590487065165,76117.73293617115
Ivd,1.6242989276820905,260344.18772903245
Jagn1,8.752687534955074,33564.709387987816
Jup,78.07418727685824,1039105.549191746
Kalrn,18.990958574458286,1602.693521428205
Kars,15.765520888214121,593630.4067452144
Kbtbd11,42.592446036311394,10970.15711767163
Kctd5,20.68329428399282,69372.93177496808
Kdm1a,7.92900835261041,5800.4319338038085
Kdm5a,12.186635825423187,4518.895789738251
Kdsr,11.666478323862366,100513.94015046314
Keap1,20.993687659962525,10144.605914365566
Khdrbs1,17.98330238306699,244579.15019626057
Khk,342.76297819610386,717666.5321719977
Khsrp,5.0584033377086755,390499.5390326364
Kif13a,11.712502552296556,8630.734644138152
Kif2a,22.694637334609364,34300.115514894205
Kif5b,96.48253200522049,463213.18154020415
Klc4,72.00586781824317,369034.518041208
Kntc1,0.20836757071033407,14878.189650034677
Kpna1,17.454282585868103,24567.740290695085
Kpna2,5.553328510161857,31273.052745774057
Kpna3,6.97153136106042,14058.262935074112
Kpna4,25.18032090478397,33089.1467399751
Kpnb1,18.991303985177325,489161.3140328072
Kras,50.6184289808643,362194.88686131383
Krt18,46.519474062580464,3881265.3240643754
Krt19,299.753449781693,22430069.455353927
Krt20,1050.7687413676817,23338776.035590563
