gene,"mRNA (scaled to molecules/cell), V1","mRNA (scaled to molecules/cell), V2","mRNA (scaled to molecules/cell), V3","mRNA (scaled to molecules/cell), V4","mRNA (scaled to molecules/cell), V5","mRNA (scaled to molecules/cell), V6","protein (scaled to molecules/cell), V1","protein (scaled to molecules/cell), V2","protein (scaled to molecules/cell), V3","protein (scaled to molecules/cell), V4","protein (scaled to molecules/cell), V5","protein (scaled to molecules/cell), V6","protein SEM (scaled to molecules/cell), V1","protein SEM (scaled to molecules/cell), V2","protein SEM (scaled to molecules/cell), V3","protein SEM (scaled to molecules/cell), V4","protein SEM (scaled to molecules/cell), V5","protein SEM (scaled to molecules/cell), V6","mRNA (mean-normalized), V1","mRNA (mean-normalized), V2","mRNA (mean-normalized), V3","mRNA (mean-normalized), V4","mRNA (mean-normalized), V5","mRNA (mean-normalized), V6","protein (mean-normalized), V1","protein (mean-normalized), V2","protein (mean-normalized), V3","protein (mean-normalized), V4","protein (mean-normalized), V5","protein (mean-normalized), V6","protein SEM (mean-normalized), V1","protein SEM (mean-normalized), V2","protein SEM (mean-normalized), V3","protein SEM (mean-normalized), V4","protein SEM (mean-normalized), V5","protein SEM (mean-normalized), V6","protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6",beta MAP (proteins/(mRNA*hour)),delta MAP (1/hour),half life MAP (hours),beta HDI68 lower bound (proteins/(mRNA*hour)),beta HDI68 upper bound (proteins/(mRNA*hour)),delta HDI68 lower bound (1/hour),delta HDI68 upper bound (1/hour),filter1_pval>0.05,filter2_confidence_intervals<4fold,filter_passed_both
Elmo3,17.897677652592908,15.181065866038626,13.752259666882047,13.079072130740972,6.508246419124693,12.397870457264876,3294.0966805552075,0.0,2064.5666850142484,1142.771205004162,0.0,2843.239517922448,2852.771407882804,807.6766398120848,2064.5666850142484,1142.771205004162,891.6784018092917,2843.239517922448,1.3624873636762644,1.1556812459754027,1.046911246354188,0.995663842686501,0.49544995042773243,0.9438063508799122,2.1150636069440663,0.0,1.3256107160907011,0.7337470697309766,0.0,1.8255786072342561,1.8316988142335071,0.5185905675231992,1.3256107160907011,0.7337470697309766,0.5725261641218771,1.8255786072342561,0.012627930387159272,1.1690006244154467,1.3658590252970482,1.3456091850225358,1.090743944008835,1.016159290868975,9.655175827684387,893.8049407431862,1044.3206955339613,1028.8378917538778,833.9707489277914,776.9441485242556,3.6971300047372697,0.046417222205988866,14.93297417678117,2.1046317129785663,13.891550246067373,0.054539687517181634,0.6509776392039013,True,False,False
Elmod2,13.767444348148386,15.181065866038626,12.502054242620044,10.899226775617473,6.508246419124693,2.361499134717119,0.0,0.0,0.0,15814.456041060019,1084.145436236517,0.0,877.0294486037213,1280.9701517201706,1382.359785150263,15814.456041060019,1084.145436236517,1415.7997505748403,1.3493187048651665,1.4878648218825723,1.2253004415503534,1.0682106413515902,0.6378597513908061,0.23144563895951117,0.0,0.0,0.0,5.615064440323155,0.38493555967684506,0.0,0.3113971708660106,0.4548199400197118,0.49081923862426574,5.615064440323155,0.38493555967684506,0.5026923982355522,0.0004240551785765903,1.102709832666346,1.4334844279604415,1.4190107674499992,1.205511639045751,0.8388592776988855,0.3854262831561073,1002.2595494079538,1302.902553591058,1289.7473571542914,1095.6967248895673,762.4442049729677,4.361295163035936,0.03790607334554375,18.28591355905852,1.5359232096791358,8.774206329474122,0.01895014937729893,0.3585360848402427,True,True,True
Elovl1,43.02326358796371,26.81988303000157,27.504519333764094,17.983724179768828,13.423258239444678,11.217120889906315,0.0,13786.337082923634,83437.7892699451,108947.96494169279,56978.982890395535,38887.011949348016,5976.838526359816,13786.337082923634,33772.59839718432,9886.637459663123,33250.3802739513,22723.996369325963,1.8442260385143618,1.149655384294834,1.1790028580337697,0.7708864840990032,0.575398524016481,0.48083071104154995,0.0,0.27386619865138523,1.6574953908198866,2.164256163904727,1.1318900265788157,0.7724922200451848,0.11873016286499984,0.27386619865138523,0.6708941676083904,0.19639849237953858,0.6605202813892701,0.4514131974579149,7.48300396702255e-05,0.8136920795054461,1.1830304359012267,1.3570436825742238,1.3555819711723127,1.290577000807121,4.8135847128160085,52342.291573117385,76100.68424587596,87294.41750733122,87200.39013958165,83018.82170816131,75.26335654524141,0.012740232570520987,54.40616383752564,53.861785979559315,80.55592136825952,0.006219458630942559,0.02611568613607175,False,True,False
Emc1,16.52093321777807,7.0844974041513575,7.501232545572027,7.0844974041513575,1.6270616047811732,2.9518739183964,46242.92946673531,67178.57469108036,115878.61449768364,81144.10808939791,84461.96061668593,71285.63863768807,13843.763634690757,15910.074418707805,7018.9805297302955,8916.867050981766,4682.826061975562,13010.211114166026,2.317637984419907,0.9938482329022861,1.0523098936612443,0.9938482329022861,0.2282522257383241,0.41410343037595265,0.5951575324292486,0.8646042801855395,1.4913854087763194,1.0443440261802202,1.0870455796041947,0.9174631728244782,0.17817254009141378,0.2047664527528547,0.0903359536347761,0.11476220586067126,0.06026908839859688,0.167444520327386,0.5778263321308297,1.1683984446309024,1.2035466053949404,1.204752356864743,1.0310040980893769,0.8144721628892064,47517.406969681535,96082.96006783402,98973.36046392127,99072.51514086996,84784.36961441569,66977.91893070126,299.2916018609155,0.021008543835756413,32.99358518034044,201.4860421422885,370.99656899399264,0.014480368270742656,0.03406092606032117,False,True,False
Emc10,83.29303830629775,35.42248702075679,17.502875939668062,22.343414890015826,13.423258239444678,7.0844974041513575,0.0,52627.9975609776,67967.7944076859,67919.03198245322,98031.52981491566,122230.8814818033,13171.060613016132,31653.90406751411,39524.781113466495,39620.311763371945,57821.305530953214,81947.88750163253,2.7908606962830356,1.1868846280680265,0.5864606397512602,0.7486503038582938,0.44976680642577843,0.2373769256136053,0.0,0.7724695950214059,0.997625922585606,0.9969101915561648,1.438899058390283,1.7940952324465402,0.19332378827354282,0.4646135059109563,0.5801416180551717,0.5815438093956097,0.848696559570843,1.2028246257688306,0.005092288121016308,1.0367698839284762,1.2299792218126264,1.276952973813393,1.2784303511701065,1.1727752811543817,301.2889284211888,61341.24384262635,72772.61476836754,75551.85095216168,75639.2610574228,69388.10203601411,50.83037378177371,0.011166634561778098,62.0730603052504,27.907355616129895,64.57934294623469,0.00482939070809873,0.05629456317049431,True,True,True
Emc2,26.158144261481944,21.759527741322024,13.752259666882047,7.901939412322669,3.66088861075764,2.361499134717119,133551.41099543212,282575.83044157346,342902.81076257216,282036.41185873287,295401.6990326721,210174.6776083328,60868.84722036875,31954.494772659327,46351.3172538208,15410.99326592745,21028.858195997494,12205.501712704412,2.0762008650295876,1.7270778029040759,1.091532072423643,0.6271856779776878,0.29056878134983455,0.187434800315171,0.5180953513548614,1.0962162291346074,1.3302469131432897,1.0941236248100175,1.145972520323203,0.8153453612340218,0.23613278625922532,0.12396331175545773,0.17981391450218603,0.05978494657095892,0.08157872383706617,0.04734965846614861,0.6085783520574886,1.0910181200973001,1.235841124473148,1.180428223080563,1.0289433636184413,0.8551908166730592,152966.32280482815,274227.68059445434,310628.979395218,296700.93260664353,258625.17484400462,214952.428197082,330.186502880232,0.013557070829779378,51.1280931746246,238.96280125589038,414.6078192740683,0.010378608143561785,0.01879216612638818,True,True,True
Emc3,37.86047195740807,22.771598799057934,16.252670515406056,16.348840163426214,8.54207342510116,6.49412262047208,44049.72044774208,108062.8558833832,142870.15052271812,127119.52036152649,144444.34701318128,132758.8649666263,19438.818239911765,5025.554226930188,15939.876104567242,33555.575689984595,19523.148250906383,23524.50619348636,2.0981185796246993,1.2619365807645306,0.9006763047025278,0.9060057502924839,0.4733771671384652,0.3598856174772922,0.3779440289092414,0.9271729925382091,1.2258175477750084,1.0906780608390518,1.2393240617290813,1.1390633082094077,0.16678392525878755,0.04311896177141851,0.13676320607803283,0.28790487975257606,0.16750747182819375,0.201838889293618,0.3480641592630068,0.9363643389882144,1.1324602991983923,1.221589044385285,1.2223527101858194,1.1391694479792829,40481.45259416662,108903.45239762883,131710.30885180784,142076.38929140408,142165.2071144387,132490.6135200504,121.24026791164681,0.009871219412673571,70.21900249426325,83.71021258489185,143.6615686370631,0.005634296380523994,0.01872280298721744,True,True,True
Emc4,40.61396082703775,22.265563270189986,11.25184881835804,7.0844974041513575,2.847357808367053,4.722998269434238,112483.16848684748,110491.25427415033,117957.62868394685,92158.71408376584,100243.21775901446,89555.7253047621,33968.643925016375,12872.463131235578,22851.737851914862,15811.059853660288,17575.58157700742,14520.518411416399,2.7446122540577145,1.5046633362136421,0.7603779961079634,0.4787565160679769,0.192418886840718,0.3191710107119846,1.0834968078797138,1.0643096466354076,1.1362296765232147,0.8877210152533644,0.965595190058886,0.8626476636494129,0.3272037741812138,0.12399430865848957,0.22011991082869356,0.15230041179573592,0.1692972094535524,0.13986924051990865,0.9594163432082976,1.134804865846974,1.1169221174418145,1.0336590450694645,0.9276330893830426,0.8275645390504073,96894.80203464696,114607.90052470901,112801.8594052102,104392.83138371883,93684.90040099672,83578.62855873181,47.46159453181416,0.007860388405258939,88.18230662701095,16.347165515201993,79.06626973347367,0.004272928581017332,0.015089094287184588,True,True,True
Emd,18.58604987000033,10.626746106227037,3.750616272786013,8.446900751103541,4.474419413148227,5.9037478367928,60174.325633626475,24175.431973513372,28201.00781823773,45662.23152787538,19860.35944134081,40827.35634456192,31203.536767987534,14683.283264295433,28201.00781823773,45662.23152787538,15192.253821128816,26737.267993748148,2.153303180196666,1.2311710312698523,0.43453095221288907,0.9786231274196262,0.5183878026399379,0.6839839062610292,1.6493594254852195,0.6626410212465885,0.7729807947727152,1.2515874696749927,0.5443662341567599,1.1190650546637246,0.8552791732159407,0.4024641970478785,0.7729807947727152,1.2515874696749927,0.4164149206557969,0.732860144469476,1.0907536710047496,1.2488024383473244,1.0973144102778687,0.9562250890573571,0.8548896148190321,0.752014776493668,30313.975030702328,34706.430004007874,30496.309586885927,26575.187637658306,23758.8954559824,20899.821621823336,45.564241661690865,0.016716538652653032,41.464755052621975,13.614770287571288,96.81001573235365,0.008704527266484631,0.12428814900876772,True,True,True
Eml4,64.36280232759371,24.2897053856618,17.502875939668062,10.354265436836599,7.728542622710573,0.5903747836792798,169539.867269598,144021.56651583235,105093.42052755329,88080.30580932395,91194.23318837561,94077.89718494764,16576.320873975514,29771.093944114513,17043.012993154854,5603.692514661066,4796.617686095915,3802.2354335568975,3.0936573638973313,1.1675070571163346,0.8412918499808881,0.497687303193822,0.37147951817337915,0.028376907638244235,1.4699833622981324,1.248728750351872,0.9112050289436955,0.7636940276704792,0.7906931135629535,0.8156957171728665,0.14372381130929865,0.2581281528649081,0.14777023213973603,0.048586417440610284,0.04158873253483041,0.032967011929891536,1.1894464369739803,1.1301412984750443,1.044732813828377,0.9595407942906796,0.8775443944446761,0.7985942619872426,128471.91964828892,122066.38111277555,112841.42432974988,103639.84790856473,94783.42985979203,86256.03866502986,5.958407837003428,0.0051634572817206926,134.24090541307973,2.6865835027852247,11.37165405532047,0.0038643586448229975,0.007932596758286746,False,True,False
Endod1,9.637211043703873,2.5301776443397705,7.501232545572027,1.362403346952184,1.22029620358588,2.361499134717119,10892.629427146745,21050.82456645996,110296.94742520721,121440.6989608565,83072.21905176518,168121.47264509465,5256.1408608818265,12581.263357561202,52103.134214092715,14121.66182920864,41625.13625182074,28457.657646419964,2.349314968899182,0.6167950651765495,1.8286159579351822,0.33212041971044964,0.2974781941138574,0.5756753941647795,0.12693528129294412,0.24531196582641396,1.2853254708435544,1.415187158078686,0.9680670368428228,1.95917308711558,0.06125148414840899,0.14661347051177223,0.6071744239482774,0.1645642246992308,0.4850709752242092,0.3316261516511385,0.09536935174409752,0.6895351278652128,1.0657505774784921,1.3512426201161591,1.3706332590541437,1.4274690637418954,7813.981091819733,56496.288930869676,87321.08071111332,110712.55168411165,112301.30198228164,116958.08002519142,363.61580061891124,0.003221721590731157,215.14806945271712,314.2172036864838,408.8749963806848,0.0016912644927223155,0.010214129912019572,False,True,False
Endog,63.33024400148258,35.42248702075679,25.00410848524009,19.89108886550189,13.016492838249386,14.168994808302715,43424.891771335184,78506.71375829075,81142.13821298063,101488.37381734943,101497.7552552194,106571.7422191998,11844.139220048144,19232.670490382174,10897.904362027772,18600.34233914272,15049.369267498245,14290.595544801025,2.2242806639507084,1.2441062590485168,0.8781926534460119,0.6986135146964748,0.45716440523888086,0.4976425036194067,0.5082584510721986,0.918867016265,0.9497128444667565,1.1878515195814912,1.187961322850679,1.2473488457638746,0.13862749240606925,0.225105162377773,0.127552465073349,0.2177041968575674,0.176142502640877,0.167261578790954,0.4772864415205962,0.9259908050173687,1.0916170893058388,1.163460035026987,1.1764989717165355,1.165146657412674,40133.92173567786,77864.4421117936,91791.57632877877,97832.68479112485,98929.09905956202,97974.50899758906,39.45171420527078,0.005611598417370282,123.52045335502986,28.196306010852453,48.194387835818794,0.002783564947051144,0.013708556104490777,True,True,True
Engase,7.5720943914816115,2.5301776443397705,1.2502054242620044,0.2724806693904369,0.8135308023905866,0.0,9235.370011803348,1717.1995474075673,2265.7250831388424,4579.243479964356,0.0,2773.933027147644,7998.065043570688,1717.1995474075673,2265.7250831388424,4579.243479964356,2040.105892171993,2773.933027147644,3.652579231911554,1.220491166507243,0.6030662234506379,0.1314375102392416,0.3924258678913241,0.0,2.693644011564526,0.5008488313542409,0.660835114808439,1.3356099172569393,0.0,0.8090621250158541,2.3327641427667034,0.5008488313542409,0.660835114808439,1.3356099172569393,0.5950296536449814,0.8090621250158541,0.0030941106550298244,1.4174644376076853,1.4804306311835158,1.2424442117019263,1.0263272310495428,0.8302393778023001,4.897472878024928,2243.6151814620803,2343.2804034439764,1966.5866892567856,1624.5087323792268,1314.1336197673454,23.31968023923067,0.016822338614294784,41.20397267303509,6.852229974102333,44.88969594031854,0.016545660776589113,0.2845761782609145,True,False,False
