,Pzero_mode,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Lrrc16a,10777.9999871236,17.79153401788524,24.581391690181892,14.932254373690677,28.51325081329698,21.404570974832172,17.572485716131123,20.784198162988716,24.292331205109143,0.0016386963318369403,0.00514149167209369,0.0008549227053274944,0.008132163819891682,0.0031337488851893133,0.0014752168501045275,0.0027665398296604533,0.0047284131995102355,7469.988470264887,25786.148698684614,34925.4411631566,40515.24688456873,43163.53772881363,44234.33286332415,14493.878300805909,30037.239835187534,39145.96747068682,45128.05218298351,48697.717805169676,50920.63194619334,4292.547292512943,23675.634385068683,32884.291685034754,38459.48333916025,40540.9548304511,41567.696615321365,18131.547621746875,31978.5656824198,41099.47068163455,47670.97176104634,51155.646761753254,54351.72376558624,0.204,0.3032547046700776,0.7769108179729456,1.048165074184606,1.2134088036224104,1.306205912017169,1.352054687532791,10777.9999871236,27612.250221207592,37252.91968134728,43125.860434865106,46423.96997012173,48053.48500915343
Lrrc19,9618.986883657344,24.45903431333264,69.12436504371885,12.831153796321251,107.446632143308,48.97721570506737,22.591820768058366,39.34921033720124,64.61819549381428,0.00971687119824411,0.03836102072298904,0.0037536963157671502,0.0685707663318315,0.021505316374022285,0.00816487337326587,0.01802244583771953,0.03324101176188216,3534.949470052981,24369.21391419872,34392.483143954894,37074.73441926036,30142.483551065317,22094.80494702841,18586.58981259648,41499.072818022905,55242.26426498209,58190.74753707896,51027.6272424854,44028.794504010446,66.90886981563564,18351.595426418837,23688.44098485475,27829.59840149292,22148.440216914238,12985.923408129343,26006.74020063668,53595.00428964624,67906.82736685956,70514.10156281732,62522.532168716025,55677.826924423425,0.6895,0.2508096205927715,0.954210646145553,1.3290193350682895,1.372823143171882,1.1731141175651099,0.9200231374563947,9618.986883657344,36595.64440880465,50970.212075339026,52650.16460111085,44990.974760946905,35284.493756414515
Lrrc1,9994.005521257655,15.869515326344494,32.17341978034027,9.816165682230642,48.50658919757959,24.913219611277203,15.486196955651538,22.595805034123124,31.535678552567845,0.003745442027209468,0.016845067653807635,0.0015769634948681933,0.03184081682910679,0.008726911893937988,0.0034475278980687384,0.0077073481319917155,0.015679899670211606,5162.543844415782,19627.3294443837,26779.851586636654,30474.38268936313,31134.109555155406,30299.234843061466,17162.595436472653,27993.0325953905,36434.48560013749,42565.07874621899,46226.419136872464,47945.35661850423,464.6969778530856,16482.732135913426,22667.541063797824,24634.04751013006,23586.04004580672,20409.85461689129,22125.921434151758,32516.134356499086,41731.978147217356,48892.15635017685,53978.73044576123,56012.50649077845,0.3215,0.32267550222502744,0.7654091850051219,1.065348505380003,1.2343619127760581,1.3092609648210485,1.3029439297927414,9994.005521257655,23706.49016803234,32996.30362830044,38231.03919091773,40550.835811711644,40355.182647726324
Lrrc47,52368.95559551546,14.191668751307907,71.39379048727471,4.449518077878245,109.53590092612907,37.896864550998714,10.540718814659051,28.123434773639975,57.02764912796438,0.003137294669091787,0.008689597919037728,0.0015419543327496912,0.012686530328233083,0.0057817683576287995,0.002846593979781416,0.005114840659814236,0.00809841559524324,40846.58413841936,52186.32370599308,52096.05303551251,49756.5935479886,45485.891357046865,41729.30316701908,66238.61292485587,67356.59983112081,63070.52532131012,58197.54418663852,54080.83030647685,51902.42979475085,24758.282056715067,48020.61490685015,48514.294964152636,45847.18335470853,41407.41045155785,36930.21861910379,79559.43326725463,77909.3508878817,69243.73678574657,62297.30341118458,58163.64450254812,56480.274781191554,0.4245,0.9743225350316287,1.1480501618957344,1.0958239994487962,1.0010283477792872,0.9277224889329321,0.8530524669116208,52368.95559551546,61706.65851199916,58899.54948621942,53804.36889207734,49864.24523816711,45850.7990466313
Lrrc59,3672921.279342098,732.58535699377,974.2378250327254,620.7988592843008,1098.3666986739995,866.3278830525177,724.9244212538719,846.5220944649777,966.1623722561741,0.010036548381892888,0.01474362040815865,0.007918990209591035,0.017091584285559135,0.012194432419429345,0.009595807451025295,0.011845212895625307,0.014141030455975765,3372947.4606935563,6392999.736587253,7131379.990969064,7152127.929826269,6623462.760813093,5950351.063686932,4082998.7861805237,6880162.81113088,7567244.943452387,7556209.616192529,7119651.8750461135,6607578.18406458,2968889.951102574,6196450.424495973,6937673.372689553,6948176.006618959,6440722.609173241,5680387.65500087,4402331.604439428,7102270.985208178,7784050.337796227,7724964.761869892,7389737.526042074,6942925.932209573,0.5589999999999999,0.5754542015580536,1.0453263271501243,1.1573018406612103,1.1573396674915908,1.082442332114492,0.9821356310245298,3672921.279342098,6671949.393107143,7386649.616385703,7386891.051707329,6908847.766720009,6268625.45902562
Lrrc75a,62.307621710679314,2.457132286056418,15.149511740718127,1.0894972635915565,39.04510331785824,8.915205382381211,2.5333962637830125,6.218097592765185,15.694255703799284,0.021670771323002123,0.13759543117794953,0.006861583324265961,0.32471199501842213,0.052726894854458986,0.01861891665066778,0.04986211937119092,0.11971314965762668,1.3783136271890726,928.5961782608732,1047.8050478249813,869.2074236680996,983.151042569523,449.20264800146276,1061.8162586860403,3309.583344257691,3183.483096366913,2993.554244786629,3132.405315079529,2181.351130549744,1.3783136271890726,341.89003738591214,213.27644989851956,207.41204548120513,217.94195726750226,35.310214381383815,2078.123190541754,5194.891159282096,4190.998817798894,4009.114262053901,4032.6649710054653,3357.8572534934233,0.3775,0.029291718774179427,1.4325611615284557,1.3145244343240998,1.208204210055234,1.1762477350491238,0.8391707402689068,62.307621710679314,3047.259862695677,2796.179077600242,2570.020948573733,2502.0450141044093,1785.034652232029
Lrrfip1,17451.836614780692,41.037455820195355,92.02814247381082,31.100806423217417,163.12857554393727,74.02595267203426,44.51606223604286,64.9526801987031,101.06366021656967,0.0059500578855059645,0.03241177334230603,0.0021715075363345254,0.06571234410496338,0.017026079979977397,0.005390317131608939,0.013683274813849147,0.029619226123903844,9601.033442249549,39224.003135553656,58760.44475039562,70920.74381127174,80789.70607406461,100513.6449385686,26419.47220474256,57105.861318283125,79018.54471283061,94387.28999817325,110365.05800916073,137927.15385406322,3886.485995007657,32533.872670991746,49978.72864948808,60146.64593580771,64311.00504196571,82879.60326379539,34893.27462177092,68116.55356237109,89281.45384628477,106423.91954930141,123248.90364796926,156488.57205353345,0.8079999999999999,0.23321346408309035,0.6750697093175856,0.9713724348662811,1.1513134170426809,1.3166948305542159,1.6523361441361464,17451.836614780692,50516.83579641241,72689.76982970511,86155.11855471205,98530.94522094811,123647.66559913033
Lrrfip2,20065.672228060343,24.829507875064643,51.66331001450652,16.21731780454721,72.9519024216707,41.3910670533478,24.269923527673143,35.593800819152136,50.61799856428585,0.004774151562422334,0.01745725180682088,0.002051286431499976,0.02561436086727497,0.010646821108154734,0.003968893605987839,0.008357540076231055,0.014915093090805414,9427.58181341754,45916.46712749334,57251.679195037614,63285.96759827697,63777.177059618654,62187.89374770862,35701.92682608477,62119.486563613675,69295.90035664455,72631.11465044864,73837.35408389452,75949.4277442486,1387.1807488953473,41132.343043077795,52630.781381935565,59272.09234133535,58999.27913569324,55461.43336937392,48074.98758342727,73161.00369479018,76956.6667824633,78396.17537644974,78977.13654307085,81830.77389816857,0.7365,0.34877442989750246,0.944802234197513,1.1226929859268437,1.2007001995843096,1.2016454175932771,1.1813847328005547,20065.672228060343,54356.312638279676,64590.714046814726,69078.62097604398,69133.00120901455,67967.36455300656
Lsm12,69.25197264910639,15.329508517958596,65.78868239251597,5.416335861764158,156.17237165928785,41.96021566165037,14.108017027705504,30.374189777494227,61.01543057388679,0.005933182005542101,0.04359024715990532,0.002284787669098374,0.11055347974277882,0.015852694204924103,0.005797608703437742,0.015924306787782058,0.04279107439341226,2.6017028889618814,13680.569186718001,16395.508369065326,14058.41948664213,8462.005120367903,4138.460698825318,10922.745491750626,36373.596721162416,45352.53182386128,45442.989691580726,38831.11429228451,32146.576532957402,2.6017028889618814,4631.157839957346,5266.178039395691,3726.4114249095237,262.95746156924116,154.2683616475071,20920.12268109393,51341.02908553052,59792.187452939856,62624.865991962724,55864.15212255767,50393.3556204149,0.7325,0.0023699520107095585,0.9449600923531496,1.320620258769144,1.4392374051972745,1.253105195911543,1.0397070957581793,69.25197264910639,27612.52133984969,38589.62444254513,42055.716305602116,36616.778045112194,30381.10773262877
Lsm2,30181.208520316733,52.70347085012302,198.09619974575938,12.275937621378802,286.78861671236365,132.53592013915187,37.829464670798025,92.19623169355447,159.65006651515495,0.003187564506134766,0.014772624613889678,0.0014035617461410593,0.03267453956165135,0.007686373461008447,0.0031064636195067296,0.006922072500639719,0.014500501649346503,20420.685417469333,61921.27660402532,69021.29729797613,66317.06009610546,59110.95319926006,50880.98493574637,80427.26859168032,106655.94845162504,116524.71878687118,120674.31011554107,119601.99484105375,112227.05542154802,3.8230212358612334,44161.38804713554,39356.104352022434,31915.82942501137,28216.002163312212,20043.8160000134,100687.39029109769,135951.14742245662,138990.50267224901,140363.0701459108,145902.33075598642,139626.66133872874,0.5770000000000001,0.354817325001237,1.0164875149067625,1.1449473682249731,1.1968230630873438,1.1971493391757015,1.0897753896039812,30181.208520316733,86463.70817882865,97390.66508397047,101803.27702103436,101831.03047602104,92697.66709906992
Lsm3,18927.96839784532,9.390423545923122,53.410832679651186,2.9870373017189933,125.06920581496834,27.598784855586022,8.448587367315435,21.4768964420375,48.937183710880895,0.008165140611244057,0.056387091465437154,0.0025259778608359602,0.125480179621162,0.016506523273087405,0.007631630814994964,0.02063644108005993,0.0532030314366645,4397.653711054263,19818.183609126398,18932.012678765648,12262.76814433352,6613.731843038391,2948.9218155229073,44137.11847588208,47748.796162449464,45281.57432682758,39687.04674883404,32957.98505970493,26765.466303278707,20.332185142742677,11447.079105107669,6060.729885675175,2866.3917724318685,1285.4747394323151,463.1514652384819,74908.45967373176,63851.620675307444,56166.116681088446,53518.50280685797,49002.7851706917,44552.740728762736,0.8555,0.6336759887536689,1.1608088934822491,1.1997130127944773,1.1503094161130965,1.0094763936679885,0.8460162951885204,18927.96839784532,34673.48367575746,35835.55380932238,34359.86318300676,30153.165997814398,25270.595672854863
Lsm4,404.79606033146416,2.469483753809713,18.561286064041077,1.0417270760401252,48.8662437212723,4.653852017984874,2.66757994675668,6.975822385368145,20.106671230929383,0.036887637341542774,0.23683091208928833,0.00812924957938088,0.45785963300562155,0.02056803492713952,0.026364399660130645,0.07951282751726484,0.17765262560169046,48.44440689394924,7643.588350925075,2999.503152834627,1143.608927844822,390.5465324727068,417.01115146777886,29234.343955882552,19896.936395370125,11461.364562462682,7170.439445500418,4374.725172986323,3358.4063630449846,31.977910389262433,2495.4537231932864,716.3617195422893,133.70979652578418,119.8934429913874,78.46354506597594,53366.83579412057,26028.056600030555,16564.79124272153,13259.833347477028,11014.95353399236,9427.335016684241,0.45,0.05107402342589882,1.3406630338305425,1.4138663040224568,1.2752408261960757,1.0531651562509547,0.8659906562740711,404.79606033146416,10625.658170713845,11205.843427120342,10107.143079631549,8347.043712882403,6863.559642059549
Lsm8,99866.03428943273,61.577952054028955,189.93694584128974,18.784172071260656,262.5550797776135,127.18190073819342,46.368243041075296,100.95393111155903,162.08089411368934,0.0019657121177631197,0.00661401915616002,0.0009657484714881921,0.01108437551609206,0.004331326136643785,0.0017608501222066812,0.0034111221975467194,0.006047439303430625,72753.88129320844,134322.63441498278,154453.8514486268,163467.5642928591,164126.47739650586,157022.1391231292,174084.38255506728,185717.4262777636,188573.46155394512,189299.48941802746,188990.55914038105,184076.43719005788,31221.286609651288,111279.63949392251,139201.2062458944,150978.5488797247,154491.63226560995,146286.50857125974,210378.5276031349,208444.05858499274,206558.50338732376,202954.39385575653,202859.09185297825,198778.88310398726,0.3505,0.6251467372076439,0.9673639385371944,1.0690966436271825,1.1229476559168023,1.1286957045864041,1.0867493201247727,99866.03428943273,154534.59884927463,170786.21020735957,179388.80975679876,180307.04989366618,173606.19260746456
Lsr,38141.124069163634,20.805668141709486,42.931028249281205,13.770148406474561,55.660215054474,34.37574880069449,19.97180259833211,29.829092906445165,41.490847558088475,0.006648836857130144,0.019304903108949827,0.002947794245275746,0.026261551030595215,0.012678017683096022,0.005451244771990056,0.010368774154036243,0.016682145644655946,26252.87893241709,85092.14209962635,102303.82431872662,106752.36994953056,106745.948338636,109007.65199145023,63477.923014023516,101450.32558501877,114450.73092995114,116194.88761808928,118981.66620811775,125099.99914267928,7963.097574826748,77910.95718930571,97329.40055405104,102924.97174622954,100340.35444508037,103217.40038876217,78076.18187906349,110237.42019515164,120898.28580004115,121034.87346923092,124663.74936666373,134997.42968266545,0.415,0.39116291727962915,0.9588052031812111,1.124087348140009,1.1563770837296667,1.1570712618714254,1.2124961857980585,38141.124069163634,93490.22260858033,109606.3893483443,112754.86471981008,112822.55195052983,118226.87021952991
Lta4h,916039.0513272914,284.225663061941,477.97939697279253,217.37335161079534,611.5255620552427,404.6330608861668,278.30214267184056,362.56895623351596,469.6326669629398,0.002417726879431511,0.007470991764232129,0.0011750876473125193,0.010994064576965088,0.005096583991008735,0.00210826354645343,0.004005922853841559,0.006736850632944073,815585.8211794441,1278160.793247932,1542062.3351489718,1659907.0725280386,1642536.5560659938,1559772.8269213403,1058655.9506557886,1411069.3295898256,1670763.6918581012,1804357.6334477141,1811969.1358067382,1783445.1636494596,682156.8000860022,1222831.316592884,1479241.0211611718,1565874.1263706032,1561054.3150145574,1438812.499375435,1186953.0668310898,1479591.8314829324,1739046.8760814238,1866796.270177512,1897259.3167646038,1904036.8639240216,0.392,0.6087479286473528,0.8957395179947274,1.0806435373959864,1.1664127394594859,1.1518748450317708,1.0965814314706763,916039.0513272914,1347901.7170924768,1626143.8178833507,1755208.6323886353,1733332.124242724,1650127.034386074
Luc7l2,159814.98145187338,7.217909399304697,46.21137314188435,2.326188517836262,98.13646862357807,21.7860889997985,6.697557899918347,17.705712192428287,43.15817875721603,0.009481219496677205,0.028252488962082996,0.005991602309320358,0.05818971832599008,0.017794711020363025,0.009791447070866276,0.01631518915953763,0.029345622042942655,126737.94302984307,127886.21031854268,118568.98924759762,101245.60749883162,82942.36684338287,65758.5617377176,196053.87793839237,167231.11433440016,144453.94262621205,124085.70068258893,107876.58912251706,93461.32021967652,94689.27956238083,109448.83022483336,106226.0481756126,91814.27222924304,69704.6984533163,53465.05742526684,231786.23730352323,186593.6434303116,157653.28424162898,136891.8887958955,118072.44945032307,105701.2739821108,0.6685,1.2999822362328186,1.2206240713686165,1.0899991500753965,0.9471473046677905,0.7904282039669077,0.6518190336884704,159814.98145187338,150058.983798721,134000.44177269776,116438.76716832744,97172.30377091508,80132.20786829633
Luc7l3,16.79751985743951,2.3096180057708606,16.341893697240018,1.0411342520054632,44.43726389975938,4.709797492865362,2.4277928208805686,5.8559461241052935,17.42595035064134,0.024901255239726562,0.27913018484950064,0.006248308842380961,0.5596383009233453,0.020763137235998888,0.01802337401924155,0.0842930058570733,0.22180524904222934,0.8553606855803082,2337.419933877577,552.5487586276305,545.8121604764145,417.62718924574415,192.9007210974529,13856.464765438386,6613.948693916023,4150.188591978838,3637.828595335981,3228.78432645212,2470.493788075877,0.8553606855803082,625.8510894823291,59.827579737302905,54.935375830000346,64.96138051871388,46.97252492666996,32603.51674882145,9101.593571692469,6643.3355740962525,6350.136944360401,6224.804876683746,5902.384577907347,0.4095,0.004153974629026493,1.1288291139557236,1.2582009184468501,1.2505233796040025,1.2289773206828303,1.1293152926815673,16.79751985743951,4564.671465451597,5087.815116774706,5056.769281716436,4969.643002694657,4566.637437208998
Luzp1,12502.257838223084,23.15854954128104,32.01714908939129,20.208391697314305,37.85850811256997,29.182156197243494,23.538197102618266,27.695775942117717,32.60137943436951,0.006162104626722272,0.014669587829657082,0.003181401786441378,0.020159421006446788,0.01013636502905914,0.00533667005093427,0.008929250949310194,0.013162867547468475,7418.55742713005,57017.70631922006,89522.92758572914,112051.53746678703,118788.87267286284,114329.06537874008,19149.966028453957,68469.87226277568,102175.15811938584,124331.99081315141,133359.34873686262,135572.55405735268,1531.5416677886426,52449.501113179416,83111.91976954688,105579.63978845098,110423.00620898779,102124.45180531731,24021.18135234101,74345.58531727798,107667.97226241967,130282.49895141748,139772.69156768903,144717.07196678108,0.7215,0.1384311382713115,0.7089003603212383,1.0799640614684107,1.3202522316164416,1.3956138117060637,1.3568383966165343,12502.257838223084,64023.565774450544,97535.78075786747,119237.14575551466,126043.34497587905,122541.38549416691
Ly75,4839.476028661684,24.707617280684524,38.7425158795811,19.501319922722097,47.047945963318114,32.762017888497766,24.485345241554146,30.796284221413753,38.45563514815268,0.012490910144153112,0.02666974354897779,0.007280223041792468,0.03573222243746855,0.019115975712977705,0.011263306937050419,0.017409466015449813,0.02468559167414184,2331.277661614419,16699.91528678015,28277.342430475503,34208.62420444191,33202.29714949861,26590.20451103086,6951.441272315213,21037.79849035937,33840.20201319654,38985.07021240992,38194.70407256686,34146.13487941795,608.0457793130698,14771.02071152631,25584.314164555326,32240.663365481312,30584.23883807561,22980.67594335237,9095.383469703998,23263.87495824591,36791.71542965198,42026.202365252684,40668.14136143282,38059.034454651104,0.5355,0.18202795705568797,0.7217532687577269,1.1968381809466406,1.4134477642676646,1.3462991360864582,1.139633692885821,4839.476028661684,19188.852631536403,31819.670893226303,37578.549380995035,35793.306159586755,30298.806993086473
Lyar,42619.54439404948,80.01087254876138,458.39976257249975,13.818365564848774,636.3856966349596,267.2847584132169,45.80007329299493,166.13892364443356,343.1118961313616,0.01385524618717499,0.030902570866131903,0.009123210166267583,0.04590786332671368,0.023807293398615773,0.013471289061970636,0.020162013253913345,0.030179867631352584,37004.804909090555,54640.31804079608,37248.676998745585,26439.478132922726,20198.44174018721,13228.371468554717,72900.14735244344,63226.427870087304,47121.24247353418,38286.984414036815,32558.515986951537,25668.114730679776,13613.021303847818,49652.16674616058,31366.05311188224,21086.6722303995,16357.114811018015,8645.593770444308,86283.34771047192,67419.43872540095,51685.765956638636,43979.61639383953,39572.32099538307,32097.991682156335,0.3855,1.1482986611311006,1.6209442041484463,1.1057828023006349,0.8551274313059181,0.7416545292423223,0.5281923718715781,42619.54439404948,60161.96465903103,41041.55201784022,31738.381968688158,27526.791769447384,19604.062082076147
Lyn,38966.5890577149,70.45449672778115,103.23943275425832,54.264523955780874,120.55594810282723,86.99558095626217,67.14352576787878,83.33470339218253,99.20986399291576,0.011594837317988743,0.017776732904157065,0.008669867431083455,0.021494243872727515,0.015006661734743165,0.011273851475040134,0.014363666943390706,0.017454413793392416,33166.945612039824,65535.228298350165,80669.64338652846,83726.69107669988,77153.99452966287,64371.98716587005,49362.16047152244,72522.35723984108,87023.14980378223,89351.03105382543,82539.6114360337,71915.22108279023,22848.143947868968,60661.113683151976,78103.21594745315,81248.23359971202,74408.72629674869,60656.30813291472,55433.59632706034,74866.64764076464,90362.80145203453,92192.34363046322,85079.85021969992,75807.99642608258,0.013999999999999999,0.5481360425493162,0.957640489874316,1.1904074794809396,1.227249361863972,1.1242169967720872,0.9523496294593697,38966.5890577149,68077.95973497567,84625.19422811091,87244.25661316312,79919.76138108995,67701.83635036464
Lypd8,638145.5795517871,7.087886349395263,53.20549916423078,2.0566112254106685,116.165929248169,19.98721029644682,6.007152996811775,17.481831804384772,46.138026843073995,0.044988649136314666,0.13962102729869325,0.02879958939522088,0.28370265298693886,0.06981141412850891,0.047948392809992184,0.08034178905177575,0.15058973137271373,347136.19294193806,215206.7349314213,87382.54064568803,17609.82736172653,6393.486346537309,4326.913443533031,921840.3485979232,556073.6080975654,266355.2394307345,104713.80212520399,46336.77833251106,24519.92372300998,100303.93388797961,64431.38818743068,11566.507195811128,3334.2660999830964,444.23613335070735,265.5997456055896,1154655.6360751782,779260.3485626624,352915.441722681,166966.79585454075,84531.2013772825,46132.47830680687,0.528,2.5238446399418346,1.957956973693149,0.9169425658545948,0.3700210804907467,0.1555623815295843,0.07567235849008974,638145.5795517871,495062.7974246756,231845.82594452743,93558.57849538152,39333.42193358646,19133.499859889085
Lypla1,675002.3250571593,100.89164140990098,153.76851438352318,83.38650115947127,189.93694762393864,134.20646526723706,102.10102005491434,125.53317652265193,155.84822340034594,0.0036177598002637024,0.010530536834420096,0.0016743103685917784,0.01494973450275357,0.0067959621052883865,0.0030871119852267717,0.0056813827980451165,0.009263485637299418,554658.0607181294,1081791.3094523223,1428116.1797573809,1662360.2000289985,1745282.6994448337,1686808.7797736016,789478.6879436517,1253828.5191320828,1590306.3990462862,1815019.6596944588,1904856.4941802225,1918446.4966438129,473789.8425227067,1014031.9316383936,1372656.3010636698,1590445.09994892,1651891.175690977,1552881.098258993,940052.3339056929,1352623.5612070034,1688506.3687132928,1883492.7209078008,1974484.016215192,2027875.870076021,0.284,0.4623514703119526,0.8178440166256091,1.0526782674450426,1.201998351764642,1.2523542760667785,1.2127736177859743,675002.3250571593,1193997.7445814144,1536840.096092102,1754837.4651184313,1828353.7577375742,1770568.6352012285
Lypla2,88.62982052562167,3.2238070346910592,21.988040521868882,1.2587031343657846,51.38067529089463,5.80952066097961,3.216015515434146,8.041102326397471,21.942538624568687,0.05995405345325416,0.4167377574448645,0.006886554976806967,0.6680838670351987,0.01995509577860286,0.02918223644894114,0.14505605877897176,0.2809683883298958,0.9979908557832003,1524.261668811036,401.2327114214011,223.63926740591685,206.11679269992757,186.67456283841926,28307.251530866713,4174.086474535014,2557.981491795282,2059.5033808196595,1922.6414856624926,1712.866281126497,0.9979908557832003,510.95894016111697,78.09172385638243,68.45076138339756,73.11331747068368,56.45652485579484,62779.74777979624,5657.589546503918,5065.98278534148,5120.512692821842,5236.980872473599,5289.34361729265,0.439,0.025256510123311753,0.910032302124403,1.1954972083449105,1.2750601010825062,1.3066763420533034,1.287477536271565,88.62982052562167,3193.4736515857226,4195.223429411696,4474.424509426458,4585.37181565584,4517.999613303497
Lzic,450.07538314912216,147.4872454798908,208.07216129081183,125.96892797157665,258.37740482017915,188.41533954617572,149.32410850276216,176.6875509180377,211.16315607293154,0.0023861246990345693,0.008727079772076417,0.001056258612180416,0.013879709714724608,0.004832287443249864,0.0021061538777139275,0.004312230880881574,0.007912541761781567,19.212930529967707,86808.74371570145,115730.42593380973,128180.08108653185,127970.54654757194,121461.66121128493,10145.650810788171,112842.98361937205,144768.12532106016,157390.59663401847,160416.7924565268,159312.64400675413,19.212930529967707,75801.09800285412,101443.2043294132,112752.40128570206,112696.80443615414,98281.32612409428,21182.66774030708,131539.84851848742,161789.545907204,172797.50972434029,177439.6301849203,174215.86267704426,0.2945,0.004060943120470523,0.9007655373437301,1.1813901916460645,1.3005351004511776,1.3304961007696352,1.2827521266689224,450.07538314912216,99832.07898280805,130933.78246876552,144138.64372634338,147459.22919081015,142167.7521129558
M6pr,159761.25684835328,17.01678851240346,79.28872800498786,5.599080065950044,135.56619476078575,51.15217697715592,13.307095894154475,33.201992670714816,66.56240810402748,0.0050648706575726985,0.014243678492147688,0.002839937644063677,0.022968417863669308,0.011300955439661878,0.004990707465107796,0.008395492939923099,0.014047324263926264,145972.54172703944,156137.38688482266,150165.62413155654,137523.32295412116,119411.99102640631,97094.2018936519,179595.33221229445,173455.26860449108,160871.09943950202,152543.34345252626,141874.76379308,128681.60109291686,130666.81979327314,148892.15505376633,145078.8417279542,130539.68040278961,108741.17927906313,84931.61052765603,197391.6117433849,182409.59817940695,167760.35611048905,159812.92356264257,152744.84315115365,145883.95836758811,0.324,1.1054613192623122,1.150676977344945,1.0887854156390804,1.0015100861001518,0.8899960144095125,0.763570187243998,159761.25684835328,166295.8232222607,157351.25545300156,144738.22585527858,128622.21352708379,110351.1544731735
Macrod1,5115.515514749657,4.472627864595301,32.543978859246884,1.8942925958550738,99.39092107932524,15.940675611532678,4.749382448677018,12.713385862624493,34.98544004164494,0.021526067601094517,0.1281920357952925,0.006252311922682992,0.2575028519908254,0.04349447297613614,0.01852402201453891,0.048808568753687755,0.11301725526622029,399.21588015674416,1981.709077411501,1072.9895207041698,652.1265123595914,253.07055850125943,164.75997111064277,8761.691829802572,6550.83985594942,4882.810574822173,3863.5167135491606,2789.976907108639,2058.272696139611,0.1326356002700777,380.3147113003682,340.2576298881131,37.4790170029324,27.076982295788643,16.82630573590485,15204.115392640664,9278.706289389838,7248.426670558617,6053.277594227983,5186.349529486828,4374.369097955791,0.1485,1.442554574937924,1.4637861915867902,1.1431723116311472,0.8765555369301733,0.6311839175561107,0.44274746735785453,5115.515514749657,5190.8060210898875,4053.860975369345,3108.3977872372516,2238.273115634253,1570.0491182336616
Magi1,177.07769283177535,5.077735250797273,39.58901360591263,1.631686904092775,88.51299941705383,7.476056327187399,4.392961798262212,12.838612024282048,34.68037946304251,0.06793885824327602,0.3188625471489891,0.015994415284636732,0.6368562665971111,0.030238832817820905,0.05235786594927454,0.14350935011838095,0.26874648317014743,3.915667495248272,1242.3036725202128,288.2397848304515,117.38786887953457,27.012946835195407,19.730058735162157,34817.92953047697,5341.572801594986,2486.4234172266847,1650.5326713891877,891.5548114109979,451.1033764717762,3.915667495248272,249.98013911668926,25.661522798749147,49.49150322722371,14.743332691690448,2.9833672984954345,72457.2906263367,8143.570572772379,4299.575990473756,3372.5581980324187,2433.832750862511,1767.984311201757,0.551,0.09133100681068493,1.4184608198142867,1.4667159026012784,1.30458775232391,1.01981200656447,0.6990925118853708,177.07769283177535,2750.1916174605985,2843.7512860301026,2529.408109525877,1977.268876701496,1355.439881849076
Magi3,4.7602275503963725,0.38203779373330216,1.9704579952565293,0.21292413750878458,5.327042546073607,1.078331066093957,0.43242786372926834,0.9006548070209934,2.296517640880929,0.02448855120368728,0.2788715881681539,0.005122862011047911,0.5787232293414846,0.06702056572039054,0.017028377105087155,0.067042856412332,0.2035272933818197,0.4172730497637218,137.7669771424065,146.81521851249238,77.66487724458842,43.137074992500885,86.75647638924461,109.67928035718437,313.16467129492287,388.2596177386264,340.448050866252,259.39425083292895,311.4018598384196,0.0031490676153609343,52.532658149142634,79.76605876986066,21.3683510153062,17.608995737668238,21.100736782939663,232.5783104425426,383.4698741665263,528.6576691694912,522.6670857981546,513.131131796598,555.1331037505504,0.306,0.02291847803603819,1.1467623035520087,1.5407755795529934,1.3012994275641343,0.9402293170923877,1.0480148942024372,4.7602275503963725,238.18551574587568,320.02309888261533,270.283278700501,195.28807680316825,217.67542176070998
