,Pzero_mode,beta_HDI68_left,beta_HDI68_right,beta_HDI95_left,beta_HDI95_right,beta_mode,beta_p16,beta_p50,beta_p84,delta_HDI68_left,delta_HDI68_right,delta_HDI95_left,delta_HDI95_right,delta_mode,delta_p16,delta_p50,delta_p84,model_HDI0.68_left_tp1,model_HDI0.68_left_tp2,model_HDI0.68_left_tp3,model_HDI0.68_left_tp4,model_HDI0.68_left_tp5,model_HDI0.68_left_tp6,model_HDI0.68_right_tp1,model_HDI0.68_right_tp2,model_HDI0.68_right_tp3,model_HDI0.68_right_tp4,model_HDI0.68_right_tp5,model_HDI0.68_right_tp6,model_HDI0.95_left_tp1,model_HDI0.95_left_tp2,model_HDI0.95_left_tp3,model_HDI0.95_left_tp4,model_HDI0.95_left_tp5,model_HDI0.95_left_tp6,model_HDI0.95_right_tp1,model_HDI0.95_right_tp2,model_HDI0.95_right_tp3,model_HDI0.95_right_tp4,model_HDI0.95_right_tp5,model_HDI0.95_right_tp6,pp_pval,"protein model MAP (mean-normalized), V1","protein model MAP (mean-normalized), V2","protein model MAP (mean-normalized), V3","protein model MAP (mean-normalized), V4","protein model MAP (mean-normalized), V5","protein model MAP (mean-normalized), V6","protein model MAP (scaled to molecules/cell), V1","protein model MAP (scaled to molecules/cell), V2","protein model MAP (scaled to molecules/cell), V3","protein model MAP (scaled to molecules/cell), V4","protein model MAP (scaled to molecules/cell), V5","protein model MAP (scaled to molecules/cell), V6"
Ech1,1014793.6386385516,166.61978302520214,395.8155088204955,88.38406719396461,543.2836745418922,302.81204149340823,144.20603468128587,245.63409279102166,359.3994057313745,0.007520540255341201,0.02043469298074567,0.003401325680611247,0.028500208852874197,0.01485883947381878,0.006193939391904386,0.011646162033645616,0.01804638324621024,897657.9469710238,1444554.3216379348,1594312.077575569,1580495.0509125926,1418205.9459513626,1175518.2020004562,1295725.8027194121,1663355.206141136,1851002.3751983657,1813705.0636101426,1673366.1329677908,1533469.130687799,683084.585986866,1344297.7194741722,1506430.6502350222,1479598.2657491514,1284201.8689808869,999815.9249733251,1463626.8276519887,1781224.5195284525,1991421.7504158143,1928814.413008476,1795586.5109532604,1683223.8900970374,0.2345,0.6806039628870173,1.07174498413303,1.204872042071302,1.166049738426775,1.0252499012069796,0.8514793712748958,1014793.6386385516,1597992.4470723656,1796487.4586990473,1738602.6550187313,1528667.381462719,1269572.1690135933
Echdc1,12978.910718368894,33.75083939350544,69.90849491977548,18.18983998421927,92.63039745039693,52.95434697729547,30.482026462444345,47.015365945454434,65.21361022741328,0.0028637359597370464,0.010397721887317182,0.0013283725272861832,0.016974838246196156,0.0061561214754193225,0.0025886009291867535,0.005274270428763228,0.009612868303574397,9057.667282720755,25030.70777431085,30533.7117141534,33032.45793539877,32066.83364057633,29769.862670462575,23506.56655827951,32828.44879085732,38182.48504835694,42587.55720211011,43434.70848979667,42300.02614312608,1372.9210384346845,20739.83716637205,25703.41507630845,27530.101609259546,26307.93476691502,23128.306637205864,27416.10430107444,36111.98397039368,41188.797339421086,46371.035707766816,48139.189773759725,47953.998878975595,0.0865,0.40937346264648644,0.8990104117875001,1.0828219475347314,1.2049681908415786,1.2248810171724076,1.1789449700172951,12978.910718368894,28502.521375084943,34330.14267727407,38202.70729398137,38834.03008033745,37377.658553647074
Echs1,963969.1961998256,712.7700100437975,851.4263562464638,648.9357478971823,920.0978647196555,786.013962189029,707.9268119475438,777.1965187201081,846.2317329579524,0.010041767379544252,0.013399865659848912,0.008656806629105718,0.015453406364663866,0.011765561114529975,0.00984924442461783,0.0115501701691923,0.013199156618205587,953652.3257507221,1796222.6947775248,1984236.8447247797,2009428.2174175896,1851327.8272964046,1595963.2835262802,977362.26358676,1904683.497074929,2079199.307543471,2098344.657678536,1968022.203726534,1756400.765417451,940523.5714906246,1736589.8563555994,1938006.8081492544,1961993.61396534,1798123.7630822628,1518662.5721819443,985737.1466991521,1948873.2627987543,2124911.2947369986,2138226.4727838985,2022290.4169802046,1826066.2697328741,0.2285,0.5528915262517597,1.0628751464817436,1.1677646427991941,1.1747770474940527,1.0906909029109628,0.9510007340622871,963969.1961998256,1853128.2393867532,2036003.6112348228,2048229.7745890657,1901625.1526032435,1658074.6306862924
Eci1,1192189.343834211,849.2123535876167,1149.3287492483623,733.4400601945542,1311.1854736040716,1036.8239314406574,847.9360991777057,990.474006146778,1147.597285463038,0.003410372874670612,0.007436153232979656,0.0018935220449646337,0.009447140257364092,0.005410519129233724,0.0030261177776518978,0.004815079656705201,0.006769999498565011,1089970.643269232,2232694.948517342,2747252.699268619,2919487.1253507533,2757365.6886743214,2470998.902513064,1300935.0654126173,2475326.698559191,3021289.559406773,3148305.326519882,2991539.5412438214,2807936.146984933,984018.4441954562,2113187.2852113987,2621372.7686727527,2798066.2346868063,2626563.5451101563,2310928.3770780736,1402138.4618740769,2576835.287965422,3146975.0186795867,3238972.180916576,3099670.541179351,2965790.168442626,0.354,0.47625852074618924,0.9460207689942624,1.169167743990185,1.2157741808661013,1.1428648481375328,1.0499139372657296,1192189.343834211,2368116.9589863545,2926707.375977034,3043374.469534738,2860864.9169310895,2628186.4857558846
Eci2,23583.70975821094,65.23165982524907,92.83861296112792,52.33174968979789,106.69713731476517,82.51139869387401,63.65224045919344,77.36390293566234,91.10815140133298,0.005986984509083124,0.011646135961012327,0.0034762647180184656,0.014494082956319786,0.008937879556409617,0.005390074511748926,0.008029795548449245,0.010784146241384102,11440.730876744761,96766.08760451537,117711.13284377752,117714.6166890553,106506.58239297496,90943.84829322284,39489.900531480926,108863.61617890852,127118.67900807525,126015.85269359902,119368.95980309516,110528.26891500145,1362.6946311774154,90753.32685094408,112848.37475551845,113717.4985972306,99630.21311487403,81128.59576094948,51398.358023086505,114967.95700453506,131491.36371209892,129661.49952868985,125135.20892521828,119467.39794423294,0.149,0.24270136336103992,1.067657052385509,1.2705216091726785,1.2552826971096946,1.1586616081322842,1.0051756698387933,23583.70975821094,103746.07581956753,123458.774426784,121977.98307832467,112589.14534206616,97674.65219480007
Eci3,15380.82174982416,98.50069286712575,125.31767592028736,84.87169382949854,138.15741354147795,113.1989542268871,96.66491966137325,109.73890873777958,123.1208960264555,0.009387485363696137,0.01487056638356216,0.006887967179096322,0.017569347575189298,0.01228593137731992,0.009053735394763637,0.011686134958091822,0.014482719901981335,6100.891156082693,92927.58327236699,164978.32925175264,196250.89184992196,187524.5092089015,156955.93557976748,26741.619888010264,110965.10096455176,188105.3716725705,217251.1042844629,206228.4518243529,180755.2440980143,59.036480422706525,83056.72338027165,152327.49059940374,186845.75651266784,179210.9198883977,145129.83991924048,35271.978619154055,118038.01591178113,198919.4493789002,227368.4983333648,215436.2608360194,192825.35493053522,0.6809999999999999,0.10572630907844553,0.6997257957551368,1.232256689979404,1.4403034581493181,1.36450490876867,1.1574828382690254,15380.82174982416,101794.50916307219,179265.8862661983,209532.05449566134,198505.05481052172,168387.95725562636
Ecsit,5707.744170769465,5.895108438603931,35.4406416488286,2.463869258418558,103.6077161220383,18.287905517748325,6.189168930459107,15.116949728293124,37.523534972857156,0.011071670107687477,0.06848481158091572,0.0036634206410705293,0.16312234780742815,0.021742138854398244,0.010121143969882762,0.025736320026021924,0.06289115336269331,110.51004029310025,6712.701120666137,5185.357012868265,2711.3877073657764,1431.1168140691025,145.05230140380033,11072.219982374858,14865.184886845896,11935.308424511464,9068.78789717808,7105.380403119812,5046.563253157221,17.79998487147077,2575.7100200266345,1359.7794545333334,819.0018921056311,299.8530634609342,18.786058565661744,19016.35501051686,19105.899958001053,14352.472722317276,12212.105055414018,10718.26270412302,9345.039958521604,0.8495,0.7598044494927115,1.4450778622239828,1.2697600449380968,1.0549177045604907,0.8429036323409801,0.6275363064437381,5707.744170769465,10855.602056455264,9538.593120388035,7924.6711214533425,6331.995419646181,4714.1296651287985
Edc4,17.41675838270121,5.565558755794187,34.05430821113579,2.3898657123855345,92.19977928068901,19.929752345229893,5.618553530332249,13.686894827146558,34.55722630609611,0.012717735082726228,0.09618414959294525,0.004236777446038886,0.2235916968749164,0.032904155018391265,0.010725614442683903,0.032367059829075714,0.08232264537566211,1.522720383950535,523.6881366354943,358.5879065410273,338.29199217042117,372.951368291091,77.65819466885549,558.3323036091947,1796.6560515304889,1425.1978815254447,1373.3406872022415,1500.9677876486571,1026.852066429064,0.02758329608215604,164.2899007080142,116.66789730488271,63.13454949560347,81.49154138928195,6.046103948258331,1118.4507021896952,2840.6454486552348,2079.588613927583,1956.4108406747077,2177.998533911619,1858.2950877137187,0.4485,0.016996464949127186,1.491599834782195,1.238924458498249,1.125220561666827,1.2038018796760164,0.9234568004275864,17.41675838270121,1528.4845409817187,1269.560935916326,1153.045336689549,1233.569835946116,946.292303608436
Edf1,59804.54986428803,1.2991462891265717,6.787241588793665,0.5811191843989472,16.482195267587684,3.0339913166015893,1.3396525710452363,3.1237391347150836,7.033356462576001,0.053755887716043164,0.21043570689205296,0.03159748910952547,0.5057634173989458,0.09824677524972032,0.058276067230465044,0.1117211757464254,0.23436515179920112,30215.127487701837,17162.49712435446,14593.406088948139,10823.575575244133,8529.74733500759,7348.632832472371,88662.80305473079,35604.327852234885,29281.06179827208,22567.83695260991,17795.176301982658,15358.924940234156,2046.3233966653495,9890.68992240938,8393.412978960274,5656.682486767174,4988.359773466326,4139.880881459765,110328.56035333943,45214.759075567694,35982.39687673601,27663.18229280063,22582.30437754705,19379.46230979126,0.4055,2.2810837537834243,1.1475447053614185,0.8912586311879019,0.6873299871933704,0.5324847605816541,0.46029816189223083,59804.54986428803,30085.87231374518,23366.665587113126,18020.145215689037,13960.474429472659,12067.91479254806
Eea1,1073.861727329875,5.620621757917532,15.025151172473558,2.645414446075073,30.645400165152566,10.591040522132056,5.630349956905118,9.303664847169022,15.072858025323962,0.003952808586082783,0.02554546934578633,0.0015459242222910612,0.07643156267212262,0.009073006506081727,0.003962137865897858,0.01013916234121211,0.025605340534269806,31.72144104378904,4347.603633019611,5176.190415262257,4860.279034629338,4548.222596660973,4258.909997523329,3361.443590690697,7332.735494169713,8283.265335461312,8468.973840804696,8778.465246423217,9007.584481028876,1.7312804931317205,2949.8488234750102,3463.1955252893813,2803.711566595317,2395.381960983159,2429.239136022424,5797.485926572702,9179.030872230856,9566.749157514192,9909.35668784614,10552.438270585373,11486.730721945747,0.423,0.17841637179659192,0.8891642196913757,1.13534960523028,1.2173689776208474,1.2724532766262973,1.3072475490346072,1073.861727329875,5351.747797709338,6833.501185563115,7327.163645027663,7658.70788552027,7868.129459859714
